tmc,hour,vol.fraction
110N04694,0,0.012028
110N04694,1,0.007339
110N04694,2,0.00601
110N04694,3,0.006322
110N04694,4,0.014864
110N04694,5,0.048893
110N04694,6,0.052725
110N04694,7,0.05414
110N04694,8,0.051775
110N04694,9,0.046013
110N04694,10,0.049786
110N04694,11,0.052619
110N04694,12,0.060648
110N04694,13,0.058079
110N04694,14,0.061194
110N04694,15,0.060626
110N04694,16,0.060472
110N04694,17,0.061288
110N04694,18,0.057578
110N04694,19,0.04796
110N04694,20,0.04124
110N04694,21,0.037161
110N04694,22,0.029348
110N04694,23,0.021891
110N04698,0,0.005324
110N04698,1,0.003317
110N04698,2,0.003177
110N04698,3,0.0039
110N04698,4,0.015661
110N04698,5,0.048041
110N04698,6,0.075277
110N04698,7,0.086309
110N04698,8,0.093323
110N04698,9,0.061823
110N04698,10,0.049478
110N04698,11,0.047359
110N04698,12,0.051904
110N04698,13,0.050665
110N04698,14,0.052754
110N04698,15,0.060459
110N04698,16,0.063494
110N04698,17,0.064028
110N04698,18,0.052942
110N04698,19,0.034486
110N04698,20,0.026088
110N04698,21,0.022752
110N04698,22,0.016676
110N04698,23,0.010762
110N04699,0,0.005324
110N04699,1,0.003317
110N04699,2,0.003177
110N04699,3,0.0039
110N04699,4,0.015661
110N04699,5,0.048041
110N04699,6,0.075277
110N04699,7,0.086309
110N04699,8,0.093323
110N04699,9,0.061823
110N04699,10,0.049478
110N04699,11,0.047359
110N04699,12,0.051904
110N04699,13,0.050665
110N04699,14,0.052754
110N04699,15,0.060459
110N04699,16,0.063494
110N04699,17,0.064028
110N04699,18,0.052942
110N04699,19,0.034486
110N04699,20,0.026088
110N04699,21,0.022752
110N04699,22,0.016676
110N04699,23,0.010762
110N04700,0,0.006009
110N04700,1,0.003769
110N04700,2,0.003811
110N04700,3,0.004198
110N04700,4,0.014518
110N04700,5,0.044333
110N04700,6,0.072727
110N04700,7,0.082531
110N04700,8,0.08647
110N04700,9,0.060273
110N04700,10,0.049505
110N04700,11,0.047407
110N04700,12,0.051944
110N04700,13,0.051119
110N04700,14,0.054471
110N04700,15,0.061153
110N04700,16,0.064514
110N04700,17,0.068389
110N04700,18,0.054757
110N04700,19,0.035888
110N04700,20,0.02774
110N04700,21,0.024322
110N04700,22,0.018104
110N04700,23,0.012049
110N04701,0,0.004619
110N04701,1,0.003139
110N04701,2,0.003227
110N04701,3,0.003471
110N04701,4,0.014118
110N04701,5,0.046526
110N04701,6,0.085223
110N04701,7,0.102874
110N04701,8,0.098783
110N04701,9,0.061145
110N04701,10,0.046463
110N04701,11,0.041703
110N04701,12,0.046508
110N04701,13,0.045045
110N04701,14,0.048073
110N04701,15,0.054557
110N04701,16,0.061481
110N04701,17,0.072993
110N04701,18,0.052652
110N04701,19,0.031689
110N04701,20,0.02442
110N04701,21,0.023321
110N04701,22,0.017088
110N04701,23,0.010882
110N04702,0,0.007536
110N04702,1,0.005118
110N04702,2,0.004117
110N04702,3,0.00559
110N04702,4,0.016664
110N04702,5,0.045446
110N04702,6,0.062472
110N04702,7,0.080823
110N04702,8,0.072772
110N04702,9,0.054102
110N04702,10,0.049601
110N04702,11,0.050496
110N04702,12,0.051837
110N04702,13,0.054178
110N04702,14,0.056665
110N04702,15,0.061284
110N04702,16,0.064112
110N04702,17,0.069148
110N04702,18,0.05692
110N04702,19,0.03926
110N04702,20,0.030936
110N04702,21,0.027717
110N04702,22,0.019172
110N04702,23,0.014033
110N04703,0,0.007849
110N04703,1,0.00545
110N04703,2,0.004095
110N04703,3,0.00522
110N04703,4,0.016953
110N04703,5,0.045293
110N04703,6,0.064097
110N04703,7,0.082943
110N04703,8,0.074832
110N04703,9,0.05465
110N04703,10,0.049852
110N04703,11,0.049829
110N04703,12,0.050944
110N04703,13,0.053624
110N04703,14,0.05696
110N04703,15,0.059833
110N04703,16,0.060414
110N04703,17,0.066613
110N04703,18,0.056407
110N04703,19,0.03863
110N04703,20,0.032341
110N04703,21,0.028452
110N04703,22,0.019905
110N04703,23,0.014812
110N04704,0,0.008115
110N04704,1,0.004745
110N04704,2,0.004282
110N04704,3,0.004341
110N04704,4,0.011712
110N04704,5,0.038503
110N04704,6,0.062491
110N04704,7,0.078425
110N04704,8,0.073417
110N04704,9,0.053679
110N04704,10,0.049054
110N04704,11,0.050978
110N04704,12,0.053934
110N04704,13,0.054388
110N04704,14,0.056231
110N04704,15,0.061827
110N04704,16,0.061895
110N04704,17,0.065663
110N04704,18,0.053068
110N04704,19,0.040365
110N04704,20,0.035211
110N04704,21,0.033644
110N04704,22,0.025547
110N04704,23,0.018484
110N04705,0,0.008946
110N04705,1,0.005764
110N04705,2,0.004539
110N04705,3,0.004917
110N04705,4,0.013239
110N04705,5,0.033983
110N04705,6,0.055136
110N04705,7,0.080672
110N04705,8,0.076168
110N04705,9,0.055977
110N04705,10,0.050261
110N04705,11,0.051924
110N04705,12,0.050459
110N04705,13,0.052764
110N04705,14,0.057718
110N04705,15,0.06365
110N04705,16,0.068483
110N04705,17,0.071821
110N04705,18,0.056511
110N04705,19,0.039429
110N04705,20,0.033149
110N04705,21,0.027847
110N04705,22,0.019964
110N04705,23,0.016679
110N04706,0,0.006948
110N04706,1,0.004524
110N04706,2,0.004
110N04706,3,0.003862
110N04706,4,0.009106
110N04706,5,0.026691
110N04706,6,0.05106
110N04706,7,0.076503
110N04706,8,0.061628
110N04706,9,0.052705
110N04706,10,0.050223
110N04706,11,0.052487
110N04706,12,0.055585
110N04706,13,0.055846
110N04706,14,0.063357
110N04706,15,0.072733
110N04706,16,0.075896
110N04706,17,0.079587
110N04706,18,0.055179
110N04706,19,0.041344
110N04706,20,0.034473
110N04706,21,0.030055
110N04706,22,0.020633
110N04706,23,0.015574
110N04707,0,0.007175
110N04707,1,0.004939
110N04707,2,0.004347
110N04707,3,0.004241
110N04707,4,0.009939
110N04707,5,0.024834
110N04707,6,0.047775
110N04707,7,0.08274
110N04707,8,0.081511
110N04707,9,0.056288
110N04707,10,0.049671
110N04707,11,0.051042
110N04707,12,0.055085
110N04707,13,0.05688
110N04707,14,0.062251
110N04707,15,0.073824
110N04707,16,0.075927
110N04707,17,0.073575
110N04707,18,0.05322
110N04707,19,0.03666
110N04707,20,0.030084
110N04707,21,0.025356
110N04707,22,0.018341
110N04707,23,0.014294
110N04708,0,0.011255
110N04708,1,0.006443
110N04708,2,0.00467
110N04708,3,0.003748
110N04708,4,0.008098
110N04708,5,0.020311
110N04708,6,0.037193
110N04708,7,0.063664
110N04708,8,0.068204
110N04708,9,0.05287
110N04708,10,0.052161
110N04708,11,0.055294
110N04708,12,0.056464
110N04708,13,0.0578
110N04708,14,0.060058
110N04708,15,0.07084
110N04708,16,0.076231
110N04708,17,0.075203
110N04708,18,0.054691
110N04708,19,0.042347
110N04708,20,0.037276
110N04708,21,0.032523
110N04708,22,0.029745
110N04708,23,0.022912
110N04709,0,0.012681
110N04709,1,0.009522
110N04709,2,0.009422
110N04709,3,0.00847
110N04709,4,0.012004
110N04709,5,0.022802
110N04709,6,0.044657
110N04709,7,0.075215
110N04709,8,0.079788
110N04709,9,0.057257
110N04709,10,0.051233
110N04709,11,0.05206
110N04709,12,0.053751
110N04709,13,0.053703
110N04709,14,0.054883
110N04709,15,0.06381
110N04709,16,0.067911
110N04709,17,0.07119
110N04709,18,0.052002
110N04709,19,0.03752
110N04709,20,0.033832
110N04709,21,0.030341
110N04709,22,0.025404
110N04709,23,0.02054
110N04710,0,0.019104
110N04710,1,0.016665
110N04710,2,0.016752
110N04710,3,0.013168
110N04710,4,0.014995
110N04710,5,0.022291
110N04710,6,0.036825
110N04710,7,0.059068
110N04710,8,0.064361
110N04710,9,0.053323
110N04710,10,0.051392
110N04710,11,0.053028
110N04710,12,0.054253
110N04710,13,0.053506
110N04710,14,0.054388
110N04710,15,0.063296
110N04710,16,0.066832
110N04710,17,0.070996
110N04710,18,0.049611
110N04710,19,0.038271
110N04710,20,0.036214
110N04710,21,0.03344
110N04710,22,0.030905
110N04710,23,0.027313
110N04728,0,0.009543
110N04728,1,0.006593
110N04728,2,0.006598
110N04728,3,0.007834
110N04728,4,0.014596
110N04728,5,0.033953
110N04728,6,0.069061
110N04728,7,0.072569
110N04728,8,0.057524
110N04728,9,0.053827
110N04728,10,0.047479
110N04728,11,0.046682
110N04728,12,0.048435
110N04728,13,0.049959
110N04728,14,0.06019
110N04728,15,0.076077
110N04728,16,0.077532
110N04728,17,0.071578
110N04728,18,0.056855
110N04728,19,0.040961
110N04728,20,0.034814
110N04728,21,0.0298
110N04728,22,0.016847
110N04728,23,0.010692
110N04729,0,0.008253
110N04729,1,0.004536
110N04729,2,0.004703
110N04729,3,0.005924
110N04729,4,0.01546
110N04729,5,0.043497
110N04729,6,0.080834
110N04729,7,0.082783
110N04729,8,0.063652
110N04729,9,0.051181
110N04729,10,0.049421
110N04729,11,0.048761
110N04729,12,0.053783
110N04729,13,0.055118
110N04729,14,0.058084
110N04729,15,0.068955
110N04729,16,0.066861
110N04729,17,0.06479
110N04729,18,0.054633
110N04729,19,0.035395
110N04729,20,0.028932
110N04729,21,0.02341
110N04729,22,0.019086
110N04729,23,0.011948
110N04730,0,0.00968
110N04730,1,0.00467
110N04730,2,0.003672
110N04730,3,0.005392
110N04730,4,0.010954
110N04730,5,0.034039
110N04730,6,0.061688
110N04730,7,0.080623
110N04730,8,0.061826
110N04730,9,0.051531
110N04730,10,0.05049
110N04730,11,0.049206
110N04730,12,0.05273
110N04730,13,0.056339
110N04730,14,0.062484
110N04730,15,0.07123
110N04730,16,0.078564
110N04730,17,0.068746
110N04730,18,0.057761
110N04730,19,0.03821
110N04730,20,0.032309
110N04730,21,0.026843
110N04730,22,0.018489
110N04730,23,0.012524
110N04731,0,0.009518
110N04731,1,0.003948
110N04731,2,0.003713
110N04731,3,0.004401
110N04731,4,0.009926
110N04731,5,0.029783
110N04731,6,0.06278
110N04731,7,0.078563
110N04731,8,0.063613
110N04731,9,0.05027
110N04731,10,0.045988
110N04731,11,0.046236
110N04731,12,0.048764
110N04731,13,0.050702
110N04731,14,0.062582
110N04731,15,0.079775
110N04731,16,0.084591
110N04731,17,0.078984
110N04731,18,0.059627
110N04731,19,0.038637
110N04731,20,0.031147
110N04731,21,0.026639
110N04731,22,0.018286
110N04731,23,0.01153
110N04732,0,0.00957
110N04732,1,0.003884
110N04732,2,0.003827
110N04732,3,0.00439
110N04732,4,0.009707
110N04732,5,0.028774
110N04732,6,0.059306
110N04732,7,0.075168
110N04732,8,0.062723
110N04732,9,0.051093
110N04732,10,0.046723
110N04732,11,0.047964
110N04732,12,0.05032
110N04732,13,0.050669
110N04732,14,0.063983
110N04732,15,0.084023
110N04732,16,0.086473
110N04732,17,0.081189
110N04732,18,0.061606
110N04732,19,0.03784
110N04732,20,0.028672
110N04732,21,0.023828
110N04732,22,0.017161
110N04732,23,0.011108
110N04733,0,0.009691
110N04733,1,0.004219
110N04733,2,0.003351
110N04733,3,0.00475
110N04733,4,0.009838
110N04733,5,0.02552
110N04733,6,0.044349
110N04733,7,0.058485
110N04733,8,0.051806
110N04733,9,0.047181
110N04733,10,0.047733
110N04733,11,0.050441
110N04733,12,0.054063
110N04733,13,0.056071
110N04733,14,0.068187
110N04733,15,0.090932
110N04733,16,0.089736
110N04733,17,0.086385
110N04733,18,0.062084
110N04733,19,0.041822
110N04733,20,0.033169
110N04733,21,0.028069
110N04733,22,0.01901
110N04733,23,0.01311
110N04734,0,0.011325
110N04734,1,0.00453
110N04734,2,0.003903
110N04734,3,0.005461
110N04734,4,0.010618
110N04734,5,0.025332
110N04734,6,0.044239
110N04734,7,0.057893
110N04734,8,0.048897
110N04734,9,0.044095
110N04734,10,0.043709
110N04734,11,0.046761
110N04734,12,0.05068
110N04734,13,0.054761
110N04734,14,0.0688
110N04734,15,0.098437
110N04734,16,0.09614
110N04734,17,0.088639
110N04734,18,0.062069
110N04734,19,0.040946
110N04734,20,0.030682
110N04734,21,0.027757
110N04734,22,0.02024
110N04734,23,0.014087
110N04735,0,0.011252
110N04735,1,0.004564
110N04735,2,0.004405
110N04735,3,0.005941
110N04735,4,0.012413
110N04735,5,0.034255
110N04735,6,0.06023
110N04735,7,0.067356
110N04735,8,0.054465
110N04735,9,0.044797
110N04735,10,0.04093
110N04735,11,0.043738
110N04735,12,0.047484
110N04735,13,0.050144
110N04735,14,0.065744
110N04735,15,0.091945
110N04735,16,0.094815
110N04735,17,0.085359
110N04735,18,0.058615
110N04735,19,0.036885
110N04735,20,0.028248
110N04735,21,0.024587
110N04735,22,0.018534
110N04735,23,0.013295
110N04736,0,0.011719
110N04736,1,0.004641
110N04736,2,0.004169
110N04736,3,0.003815
110N04736,4,0.006332
110N04736,5,0.022613
110N04736,6,0.059227
110N04736,7,0.062334
110N04736,8,0.053662
110N04736,9,0.043673
110N04736,10,0.042926
110N04736,11,0.043791
110N04736,12,0.044519
110N04736,13,0.051067
110N04736,14,0.062019
110N04736,15,0.097493
110N04736,16,0.119732
110N04736,17,0.091004
110N04736,18,0.060368
110N04736,19,0.034392
110N04736,20,0.027451
110N04736,21,0.024029
110N04736,22,0.016891
110N04736,23,0.012132
110N04737,0,0.00887
110N04737,1,0.005541
110N04737,2,0.004776
110N04737,3,0.007082
110N04737,4,0.015404
110N04737,5,0.04218
110N04737,6,0.070154
110N04737,7,0.072749
110N04737,8,0.05962
110N04737,9,0.051123
110N04737,10,0.046956
110N04737,11,0.046202
110N04737,12,0.048455
110N04737,13,0.050234
110N04737,14,0.05964
110N04737,15,0.069762
110N04737,16,0.05993
110N04737,17,0.073556
110N04737,18,0.063693
110N04737,19,0.041043
110N04737,20,0.035398
110N04737,21,0.03117
110N04737,22,0.022207
110N04737,23,0.014256
110N04738,0,0.00887
110N04738,1,0.005541
110N04738,2,0.004776
110N04738,3,0.007082
110N04738,4,0.015404
110N04738,5,0.04218
110N04738,6,0.070154
110N04738,7,0.072749
110N04738,8,0.05962
110N04738,9,0.051123
110N04738,10,0.046956
110N04738,11,0.046202
110N04738,12,0.048455
110N04738,13,0.050234
110N04738,14,0.05964
110N04738,15,0.069762
110N04738,16,0.05993
110N04738,17,0.073556
110N04738,18,0.063693
110N04738,19,0.041043
110N04738,20,0.035398
110N04738,21,0.03117
110N04738,22,0.022207
110N04738,23,0.014256
110N04739,0,0.00887
110N04739,1,0.005541
110N04739,2,0.004776
110N04739,3,0.007082
110N04739,4,0.015404
110N04739,5,0.04218
110N04739,6,0.070154
110N04739,7,0.072749
110N04739,8,0.05962
110N04739,9,0.051123
110N04739,10,0.046956
110N04739,11,0.046202
110N04739,12,0.048455
110N04739,13,0.050234
110N04739,14,0.05964
110N04739,15,0.069762
110N04739,16,0.05993
110N04739,17,0.073556
110N04739,18,0.063693
110N04739,19,0.041043
110N04739,20,0.035398
110N04739,21,0.03117
110N04739,22,0.022207
110N04739,23,0.014256
110N04740,0,0.007741
110N04740,1,0.004791
110N04740,2,0.004347
110N04740,3,0.006918
110N04740,4,0.02146
110N04740,5,0.06801
110N04740,6,0.109611
110N04740,7,0.091519
110N04740,8,0.061287
110N04740,9,0.045323
110N04740,10,0.039605
110N04740,11,0.042281
110N04740,12,0.045479
110N04740,13,0.045923
110N04740,14,0.053076
110N04740,15,0.057462
110N04740,16,0.061104
110N04740,17,0.06254
110N04740,18,0.04792
110N04740,19,0.034148
110N04740,20,0.02813
110N04740,21,0.026029
110N04740,22,0.0227
110N04740,23,0.012597
110N04741,0,0.007741
110N04741,1,0.004791
110N04741,2,0.004347
110N04741,3,0.006918
110N04741,4,0.02146
110N04741,5,0.06801
110N04741,6,0.109611
110N04741,7,0.091519
110N04741,8,0.061287
110N04741,9,0.045323
110N04741,10,0.039605
110N04741,11,0.042281
110N04741,12,0.045479
110N04741,13,0.045923
110N04741,14,0.053076
110N04741,15,0.057462
110N04741,16,0.061104
110N04741,17,0.06254
110N04741,18,0.04792
110N04741,19,0.034148
110N04741,20,0.02813
110N04741,21,0.026029
110N04741,22,0.0227
110N04741,23,0.012597
110N04742,0,0.008333
110N04742,1,0.004988
110N04742,2,0.004329
110N04742,3,0.006805
110N04742,4,0.020185
110N04742,5,0.066306
110N04742,6,0.107833
110N04742,7,0.092475
110N04742,8,0.061827
110N04742,9,0.044941
110N04742,10,0.040196
110N04742,11,0.043575
110N04742,12,0.046237
110N04742,13,0.045427
110N04742,14,0.052742
110N04742,15,0.055936
110N04742,16,0.061087
110N04742,17,0.062337
110N04742,18,0.047997
110N04742,19,0.035416
110N04742,20,0.028645
110N04742,21,0.026689
110N04742,22,0.022499
110N04742,23,0.013194
110N04743,0,0.008693
110N04743,1,0.005012
110N04743,2,0.004836
110N04743,3,0.006605
110N04743,4,0.020816
110N04743,5,0.064624
110N04743,6,0.107487
110N04743,7,0.091375
110N04743,8,0.061206
110N04743,9,0.045511
110N04743,10,0.040269
110N04743,11,0.043819
110N04743,12,0.04705
110N04743,13,0.046808
110N04743,14,0.052776
110N04743,15,0.055535
110N04743,16,0.059733
110N04743,17,0.060601
110N04743,18,0.048523
110N04743,19,0.036005
110N04743,20,0.029169
110N04743,21,0.027278
110N04743,22,0.022838
110N04743,23,0.01343
110N04770,0,0.012996
110N04770,1,0.010556
110N04770,2,0.009446
110N04770,3,0.009462
110N04770,4,0.0123
110N04770,5,0.019408
110N04770,6,0.031292
110N04770,7,0.047236
110N04770,8,0.059377
110N04770,9,0.056057
110N04770,10,0.053966
110N04770,11,0.057933
110N04770,12,0.061841
110N04770,13,0.061463
110N04770,14,0.062379
110N04770,15,0.0696
110N04770,16,0.077399
110N04770,17,0.07743
110N04770,18,0.057476
110N04770,19,0.042416
110N04770,20,0.034627
110N04770,21,0.030969
110N04770,22,0.025421
110N04770,23,0.01895
110N04771,0,0.012708
110N04771,1,0.009599
110N04771,2,0.008447
110N04771,3,0.008695
110N04771,4,0.01275
110N04771,5,0.020918
110N04771,6,0.039406
110N04771,7,0.057019
110N04771,8,0.06101
110N04771,9,0.054317
110N04771,10,0.051469
110N04771,11,0.054054
110N04771,12,0.058154
110N04771,13,0.058533
110N04771,14,0.061299
110N04771,15,0.070464
110N04771,16,0.078585
110N04771,17,0.08059
110N04771,18,0.058585
110N04771,19,0.039867
110N04771,20,0.032529
110N04771,21,0.029022
110N04771,22,0.024049
110N04771,23,0.017931
110N04772,0,0.007942
110N04772,1,0.008773
110N04772,2,0.009006
110N04772,3,0.010102
110N04772,4,0.011498
110N04772,5,0.025289
110N04772,6,0.066197
110N04772,7,0.075269
110N04772,8,0.056095
110N04772,9,0.049747
110N04772,10,0.050412
110N04772,11,0.054998
110N04772,12,0.051409
110N04772,13,0.053669
110N04772,14,0.060249
110N04772,15,0.064967
110N04772,16,0.077064
110N04772,17,0.077562
110N04772,18,0.056228
110N04772,19,0.03918
110N04772,20,0.029908
110N04772,21,0.027084
110N04772,22,0.021368
110N04772,23,0.015984
110N04773,0,0.010016
110N04773,1,0.007799
110N04773,2,0.00696
110N04773,3,0.007498
110N04773,4,0.011283
110N04773,5,0.027048
110N04773,6,0.065417
110N04773,7,0.082916
110N04773,8,0.069913
110N04773,9,0.050268
110N04773,10,0.045513
110N04773,11,0.047352
110N04773,12,0.050263
110N04773,13,0.049888
110N04773,14,0.054314
110N04773,15,0.063726
110N04773,16,0.075773
110N04773,17,0.091746
110N04773,18,0.056553
110N04773,19,0.035398
110N04773,20,0.028015
110N04773,21,0.025093
110N04773,22,0.020789
110N04773,23,0.01646
110N04774,0,0.009602
110N04774,1,0.007739
110N04774,2,0.007193
110N04774,3,0.007335
110N04774,4,0.010967
110N04774,5,0.025753
110N04774,6,0.056447
110N04774,7,0.077821
110N04774,8,0.06776
110N04774,9,0.049992
110N04774,10,0.046533
110N04774,11,0.050387
110N04774,12,0.052824
110N04774,13,0.053447
110N04774,14,0.056649
110N04774,15,0.063416
110N04774,16,0.078932
110N04774,17,0.092409
110N04774,18,0.05524
110N04774,19,0.035841
110N04774,20,0.03032
110N04774,21,0.027556
