tmc,hour,vol.fraction
110N05433,8,0.043529
110N05433,9,0.049627
110N05433,10,0.053836
110N05433,11,0.057205
110N05433,12,0.062189
110N05433,13,0.067489
110N05433,14,0.069235
110N05433,15,0.070227
110N05433,16,0.068445
110N05433,17,0.060161
110N05433,18,0.050986
110N05433,19,0.043605
110N05433,20,0.037979
110N05433,21,0.035959
110N05433,22,0.031698
110N05433,23,0.023915
110N05434,0,0.016557
110N05434,1,0.014423
110N05434,2,0.014555
110N05434,3,0.015491
110N05434,4,0.017878
110N05434,5,0.022753
110N05434,6,0.032166
110N05434,7,0.04009
110N05434,8,0.043529
110N05434,9,0.049627
110N05434,10,0.053836
110N05434,11,0.057205
110N05434,12,0.062189
110N05434,13,0.067489
110N05434,14,0.069235
110N05434,15,0.070227
110N05434,16,0.068445
110N05434,17,0.060161
110N05434,18,0.050986
110N05434,19,0.043605
110N05434,20,0.037979
110N05434,21,0.035959
110N05434,22,0.031698
110N05434,23,0.023915
110N05435,0,0.016557
110N05435,1,0.014423
110N05435,2,0.014555
110N05435,3,0.015491
110N05435,4,0.017878
110N05435,5,0.022753
110N05435,6,0.032166
110N05435,7,0.04009
110N05435,8,0.043529
110N05435,9,0.049627
110N05435,10,0.053836
110N05435,11,0.057205
110N05435,12,0.062189
110N05435,13,0.067489
110N05435,14,0.069235
110N05435,15,0.070227
110N05435,16,0.068445
110N05435,17,0.060161
110N05435,18,0.050986
110N05435,19,0.043605
110N05435,20,0.037979
110N05435,21,0.035959
110N05435,22,0.031698
110N05435,23,0.023915
110N05436,0,0.01467
110N05436,1,0.01223
110N05436,2,0.011943
110N05436,3,0.012893
110N05436,4,0.014913
110N05436,5,0.020558
110N05436,6,0.031752
110N05436,7,0.04163
110N05436,8,0.045916
110N05436,9,0.047775
110N05436,10,0.050492
110N05436,11,0.054437
110N05436,12,0.060113
110N05436,13,0.064008
110N05436,14,0.067273
110N05436,15,0.072939
110N05436,16,0.074028
110N05436,17,0.070857
110N05436,18,0.058855
110N05436,19,0.046843
110N05436,20,0.039419
110N05436,21,0.035922
110N05436,22,0.028828
110N05436,23,0.021707
110N05437,0,0.01467
110N05437,1,0.01223
110N05437,2,0.011943
110N05437,3,0.012893
110N05437,4,0.014913
110N05437,5,0.020558
110N05437,6,0.031752
110N05437,7,0.04163
110N05437,8,0.045916
110N05437,9,0.047775
110N05437,10,0.050492
110N05437,11,0.054437
110N05437,12,0.060113
110N05437,13,0.064008
110N05437,14,0.067273
110N05437,15,0.072939
110N05437,16,0.074028
110N05437,17,0.070857
110N05437,18,0.058855
110N05437,19,0.046843
110N05437,20,0.039419
110N05437,21,0.035922
110N05437,22,0.028828
110N05437,23,0.021707
110N05438,0,0.01467
110N05438,1,0.01223
110N05438,2,0.011943
110N05438,3,0.012893
110N05438,4,0.014913
110N05438,5,0.020558
110N05438,6,0.031752
110N05438,7,0.04163
110N05438,8,0.045916
110N05438,9,0.047775
110N05438,10,0.050492
110N05438,11,0.054437
110N05438,12,0.060113
110N05438,13,0.064008
110N05438,14,0.067273
110N05438,15,0.072939
110N05438,16,0.074028
110N05438,17,0.070857
110N05438,18,0.058855
110N05438,19,0.046843
110N05438,20,0.039419
110N05438,21,0.035922
110N05438,22,0.028828
110N05438,23,0.021707
110N05439,0,0.011945
110N05439,1,0.009011
110N05439,2,0.008591
110N05439,3,0.009489
110N05439,4,0.014303
110N05439,5,0.021099
110N05439,6,0.041525
110N05439,7,0.043936
110N05439,8,0.043482
110N05439,9,0.043336
110N05439,10,0.046011
110N05439,11,0.050659
110N05439,12,0.055464
110N05439,13,0.058481
110N05439,14,0.063727
110N05439,15,0.07669
110N05439,16,0.084195
110N05439,17,0.088871
110N05439,18,0.063454
110N05439,19,0.048492
110N05439,20,0.039461
110N05439,21,0.033616
110N05439,22,0.025316
110N05439,23,0.018847
110N05440,0,0.011945
110N05440,1,0.009011
110N05440,2,0.008591
110N05440,3,0.009489
110N05440,4,0.014303
110N05440,5,0.021099
110N05440,6,0.041525
110N05440,7,0.043936
110N05440,8,0.043482
110N05440,9,0.043336
110N05440,10,0.046011
110N05440,11,0.050659
110N05440,12,0.055464
110N05440,13,0.058481
110N05440,14,0.063727
110N05440,15,0.07669
110N05440,16,0.084195
110N05440,17,0.088871
110N05440,18,0.063454
110N05440,19,0.048492
110N05440,20,0.039461
110N05440,21,0.033616
110N05440,22,0.025316
110N05440,23,0.018847
110N05443,0,0.006203
110N05443,1,0.004234
110N05443,2,0.003744
110N05443,3,0.004891
110N05443,4,0.008025
110N05443,5,0.020312
110N05443,6,0.058141
110N05443,7,0.097102
110N05443,8,0.08742
110N05443,9,0.06164
110N05443,10,0.054575
110N05443,11,0.05367
110N05443,12,0.053577
110N05443,13,0.054753
110N05443,14,0.057669
110N05443,15,0.064161
110N05443,16,0.071704
110N05443,17,0.070205
110N05443,18,0.057897
110N05443,19,0.037341
110N05443,20,0.027678
110N05443,21,0.020082
110N05443,22,0.014963
110N05443,23,0.010013
110N05444,0,0.00683
110N05444,1,0.004697
110N05444,2,0.004234
110N05444,3,0.005627
110N05444,4,0.009395
110N05444,5,0.024089
110N05444,6,0.065206
110N05444,7,0.097296
110N05444,8,0.082376
110N05444,9,0.059481
110N05444,10,0.053723
110N05444,11,0.052696
110N05444,12,0.052296
110N05444,13,0.053525
110N05444,14,0.056904
110N05444,15,0.064007
110N05444,16,0.069067
110N05444,17,0.069396
110N05444,18,0.057569
110N05444,19,0.03728
110N05444,20,0.027209
110N05444,21,0.020723
110N05444,22,0.015737
110N05444,23,0.010637
110N05445,0,0.007836
110N05445,1,0.005522
110N05445,2,0.004935
110N05445,3,0.006426
110N05445,4,0.009979
110N05445,5,0.024157
110N05445,6,0.057743
110N05445,7,0.077531
110N05445,8,0.067001
110N05445,9,0.056922
110N05445,10,0.05429
110N05445,11,0.054513
110N05445,12,0.054469
110N05445,13,0.057544
110N05445,14,0.062435
110N05445,15,0.068491
110N05445,16,0.073921
110N05445,17,0.075127
110N05445,18,0.060576
110N05445,19,0.039601
110N05445,20,0.029359
110N05445,21,0.022462
110N05445,22,0.017137
110N05445,23,0.012022
110N05446,0,0.00846
110N05446,1,0.006014
110N05446,2,0.005531
110N05446,3,0.006959
110N05446,4,0.009701
110N05446,5,0.021701
110N05446,6,0.046156
110N05446,7,0.060556
110N05446,8,0.058467
110N05446,9,0.054857
110N05446,10,0.054028
110N05446,11,0.055913
110N05446,12,0.056372
110N05446,13,0.061066
110N05446,14,0.066879
110N05446,15,0.074509
110N05446,16,0.080047
110N05446,17,0.081837
110N05446,18,0.06297
110N05446,19,0.041404
110N05446,20,0.031199
110N05446,21,0.024107
110N05446,22,0.018526
110N05446,23,0.012742
110N05447,0,0.008623
110N05447,1,0.006129
110N05447,2,0.005794
110N05447,3,0.007106
110N05447,4,0.009409
110N05447,5,0.021
110N05447,6,0.041434
110N05447,7,0.05495
110N05447,8,0.055286
110N05447,9,0.053725
110N05447,10,0.053784
110N05447,11,0.056126
110N05447,12,0.057224
110N05447,13,0.062256
110N05447,14,0.068625
110N05447,15,0.07708
110N05447,16,0.082971
110N05447,17,0.084931
110N05447,18,0.063803
110N05447,19,0.042377
110N05447,20,0.031704
110N05447,21,0.024476
110N05447,22,0.018446
110N05447,23,0.012742
110N05448,0,0.008923
110N05448,1,0.006216
110N05448,2,0.005813
110N05448,3,0.006873
110N05448,4,0.008921
110N05448,5,0.018831
110N05448,6,0.034993
110N05448,7,0.048009
110N05448,8,0.052522
110N05448,9,0.052426
110N05448,10,0.053534
110N05448,11,0.056335
110N05448,12,0.057704
110N05448,13,0.063152
110N05448,14,0.070023
110N05448,15,0.079428
110N05448,16,0.086372
110N05448,17,0.08878
110N05448,18,0.06597
110N05448,19,0.044003
110N05448,20,0.033038
110N05448,21,0.025739
110N05448,22,0.019106
110N05448,23,0.013289
110N05449,0,0.008666
110N05449,1,0.005962
110N05449,2,0.005783
110N05449,3,0.006458
110N05449,4,0.008576
110N05449,5,0.017464
110N05449,6,0.031925
110N05449,7,0.046679
110N05449,8,0.049426
110N05449,9,0.049583
110N05449,10,0.051488
110N05449,11,0.054826
110N05449,12,0.057157
110N05449,13,0.062749
110N05449,14,0.07123
110N05449,15,0.081993
110N05449,16,0.090951
110N05449,17,0.094359
110N05449,18,0.066584
110N05449,19,0.04449
110N05449,20,0.033825
110N05449,21,0.026832
110N05449,22,0.019509
110N05449,23,0.013484
110N05450,0,0.007935
110N05450,1,0.005705
110N05450,2,0.00564
110N05450,3,0.006918
110N05450,4,0.00905
110N05450,5,0.014853
110N05450,6,0.030231
110N05450,7,0.048069
110N05450,8,0.052462
110N05450,9,0.04761
110N05450,10,0.048167
110N05450,11,0.051446
110N05450,12,0.053315
110N05450,13,0.055315
110N05450,14,0.066299
110N05450,15,0.080104
110N05450,16,0.097154
110N05450,17,0.103876
110N05450,18,0.070562
110N05450,19,0.046429
110N05450,20,0.039019
110N05450,21,0.027903
110N05450,22,0.019214
110N05450,23,0.012722
110N05451,0,0.007622
110N05451,1,0.004872
110N05451,2,0.004818
110N05451,3,0.005686
110N05451,4,0.007753
110N05451,5,0.014565
110N05451,6,0.027409
110N05451,7,0.039106
110N05451,8,0.043417
110N05451,9,0.042944
110N05451,10,0.046113
110N05451,11,0.05025
110N05451,12,0.05482
110N05451,13,0.060684
110N05451,14,0.07011
110N05451,15,0.087545
110N05451,16,0.104475
110N05451,17,0.110762
110N05451,18,0.069512
110N05451,19,0.048091
110N05451,20,0.037325
110N05451,21,0.028866
110N05451,22,0.019728
110N05451,23,0.013529
110N05452,0,0.006647
110N05452,1,0.004502
110N05452,2,0.004427
110N05452,3,0.005304
110N05452,4,0.007873
110N05452,5,0.014794
110N05452,6,0.033538
110N05452,7,0.060067
110N05452,8,0.064467
110N05452,9,0.051794
110N05452,10,0.050264
110N05452,11,0.052327
110N05452,12,0.056652
110N05452,13,0.060136
110N05452,14,0.068025
110N05452,15,0.081323
110N05452,16,0.094767
110N05452,17,0.099235
110N05452,18,0.061816
110N05452,19,0.040567
110N05452,20,0.031079
110N05452,21,0.023491
110N05452,22,0.016037
110N05452,23,0.010867
110N05453,0,0.006268
110N05453,1,0.004236
110N05453,2,0.00409
110N05453,3,0.004825
110N05453,4,0.007119
110N05453,5,0.013838
110N05453,6,0.03254
110N05453,7,0.06174
110N05453,8,0.07442
110N05453,9,0.056475
110N05453,10,0.051607
110N05453,11,0.051644
110N05453,12,0.056617
110N05453,13,0.059177
110N05453,14,0.065046
110N05453,15,0.080679
110N05453,16,0.092259
110N05453,17,0.09755
110N05453,18,0.061731
110N05453,19,0.039663
110N05453,20,0.029422
110N05453,21,0.022735
110N05453,22,0.015646
110N05453,23,0.010672
110N05454,0,0.005883
110N05454,1,0.00417
110N05454,2,0.00402
110N05454,3,0.004653
110N05454,4,0.007035
110N05454,5,0.013918
110N05454,6,0.033961
110N05454,7,0.064786
110N05454,8,0.076589
110N05454,9,0.057614
110N05454,10,0.051955
110N05454,11,0.05277
110N05454,12,0.056925
110N05454,13,0.058528
110N05454,14,0.064456
110N05454,15,0.078023
110N05454,16,0.089617
110N05454,17,0.093909
110N05454,18,0.060937
110N05454,19,0.040005
110N05454,20,0.030303
110N05454,21,0.023463
110N05454,22,0.015908
110N05454,23,0.010569
110N05455,0,0.006019
110N05455,1,0.004614
110N05455,2,0.004745
110N05455,3,0.006032
110N05455,4,0.010359
110N05455,5,0.021321
110N05455,6,0.054827
110N05455,7,0.099277
110N05455,8,0.098515
110N05455,9,0.068186
110N05455,10,0.057515
110N05455,11,0.054312
110N05455,12,0.055883
110N05455,13,0.056579
110N05455,14,0.059744
110N05455,15,0.062017
110N05455,16,0.065114
110N05455,17,0.063496
110N05455,18,0.04997
110N05455,19,0.033018
110N05455,20,0.02494
110N05455,21,0.019506
110N05455,22,0.014401
110N05455,23,0.009611
110N05456,0,0.00556
110N05456,1,0.00426
110N05456,2,0.004067
110N05456,3,0.007359
110N05456,4,0.009516
110N05456,5,0.021662
110N05456,6,0.055662
110N05456,7,0.107865
110N05456,8,0.107588
110N05456,9,0.070324
110N05456,10,0.056326
110N05456,11,0.053199
110N05456,12,0.051982
110N05456,13,0.053144
110N05456,14,0.054445
110N05456,15,0.05746
110N05456,16,0.064653
110N05456,17,0.062578
110N05456,18,0.05082
110N05456,19,0.032174
110N05456,20,0.027499
110N05456,21,0.018204
110N05456,22,0.014994
110N05456,23,0.008659
110N05457,0,0.00556
110N05457,1,0.00426
110N05457,2,0.004067
110N05457,3,0.007359
110N05457,4,0.009516
110N05457,5,0.021662
110N05457,6,0.055662
110N05457,7,0.107865
110N05457,8,0.107588
110N05457,9,0.070324
110N05457,10,0.056326
110N05457,11,0.053199
110N05457,12,0.051982
110N05457,13,0.053144
110N05457,14,0.054445
110N05457,15,0.05746
110N05457,16,0.064653
110N05457,17,0.062578
110N05457,18,0.05082
110N05457,19,0.032174
110N05457,20,0.027499
110N05457,21,0.018204
110N05457,22,0.014994
110N05457,23,0.008659
110N05458,0,0.007358
110N05458,1,0.005593
110N05458,2,0.005818
110N05458,3,0.006683
110N05458,4,0.010265
110N05458,5,0.023281
110N05458,6,0.050464
110N05458,7,0.077633
110N05458,8,0.066391
110N05458,9,0.056496
110N05458,10,0.053725
110N05458,11,0.055473
110N05458,12,0.059345
110N05458,13,0.061468
110N05458,14,0.065516
110N05458,15,0.070476
110N05458,16,0.073669
110N05458,17,0.07375
110N05458,18,0.053613
110N05458,19,0.03949
110N05458,20,0.03087
110N05458,21,0.023674
110N05458,22,0.016882
110N05458,23,0.012068
110N05459,0,0.007358
110N05459,1,0.005593
110N05459,2,0.005818
110N05459,3,0.006683
110N05459,4,0.010265
110N05459,5,0.023281
110N05459,6,0.050464
110N05459,7,0.077633
110N05459,8,0.066391
110N05459,9,0.056496
110N05459,10,0.053725
110N05459,11,0.055473
110N05459,12,0.059345
110N05459,13,0.061468
110N05459,14,0.065516
110N05459,15,0.070476
110N05459,16,0.073669
110N05459,17,0.07375
110N05459,18,0.053613
110N05459,19,0.03949
110N05459,20,0.03087
110N05459,21,0.023674
110N05459,22,0.016882
110N05459,23,0.012068
110N05460,0,0.008132
110N05460,1,0.006368
110N05460,2,0.006001
110N05460,3,0.008377
110N05460,4,0.010435
110N05460,5,0.02185
110N05460,6,0.044189
110N05460,7,0.069517
110N05460,8,0.06572
110N05460,9,0.059105
110N05460,10,0.058493
110N05460,11,0.055676
110N05460,12,0.059767
110N05460,13,0.06403
110N05460,14,0.06109
110N05460,15,0.070913
110N05460,16,0.075175
110N05460,17,0.075469
110N05460,18,0.055186
110N05460,19,0.041102
110N05460,20,0.031696
110N05460,21,0.024446
110N05460,22,0.016558
110N05460,23,0.010704
110N05461,0,0.008077
110N05461,1,0.006558
110N05461,2,0.006726
110N05461,3,0.008203
110N05461,4,0.01258
110N05461,5,0.027091
110N05461,6,0.050986
110N05461,7,0.076785
110N05461,8,0.066097
110N05461,9,0.05591
110N05461,10,0.056594
110N05461,11,0.057462
110N05461,12,0.05988
110N05461,13,0.062226
110N05461,14,0.064436
110N05461,15,0.069412
110N05461,16,0.070077
110N05461,17,0.069338
110N05461,18,0.052615
110N05461,19,0.038472
110N05461,20,0.030132
110N05461,21,0.022795
110N05461,22,0.016302
110N05461,23,0.011245
110N05463,0,0.010723
110N05463,1,0.008704
110N05463,2,0.008139
110N05463,3,0.008295
110N05463,4,0.009752
110N05463,5,0.015689
110N05463,6,0.030905
110N05463,7,0.051798
110N05463,8,0.054389
110N05463,9,0.054284
110N05463,10,0.057819
110N05463,11,0.060191
110N05463,12,0.066025
110N05463,13,0.067517
110N05463,14,0.067975
110N05463,15,0.072131
110N05463,16,0.073338
110N05463,17,0.077328
110N05463,18,0.058438
110N05463,19,0.043582
110N05463,20,0.035857
110N05463,21,0.028934
110N05463,22,0.021843
110N05463,23,0.016343
110N05464,0,0.010723
110N05464,1,0.008704
110N05464,2,0.008139
110N05464,3,0.008295
110N05464,4,0.009752
110N05464,5,0.015689
110N05464,6,0.030905
110N05464,7,0.051798
110N05464,8,0.054389
110N05464,9,0.054284
110N05464,10,0.057819
110N05464,11,0.060191
110N05464,12,0.066025
110N05464,13,0.067517
110N05464,14,0.067975
110N05464,15,0.072131
110N05464,16,0.073338
110N05464,17,0.077328
110N05464,18,0.058438
110N05464,19,0.043582
110N05464,20,0.035857
110N05464,21,0.028934
110N05464,22,0.021843
110N05464,23,0.016343
110N05465,0,0.010773
110N05465,1,0.007681
110N05465,2,0.007515
110N05465,3,0.007348
110N05465,4,0.009366
110N05465,5,0.015419
110N05465,6,0.032208
110N05465,7,0.055215
110N05465,8,0.059121
110N05465,9,0.0569
110N05465,10,0.056418
110N05465,11,0.05664
110N05465,12,0.062175
110N05465,13,0.065562
110N05465,14,0.064618
110N05465,15,0.07143
110N05465,16,0.076575
110N05465,17,0.081351
110N05465,18,0.059343
110N05465,19,0.042925
110N05465,20,0.036335
110N05465,21,0.028375
110N05465,22,0.020805
110N05465,23,0.0159
110N05466,0,0.01005
110N05466,1,0.007995
110N05466,2,0.007752
110N05466,3,0.007943
110N05466,4,0.009585
110N05466,5,0.016541
110N05466,6,0.03117
110N05466,7,0.056155
110N05466,8,0.058087
110N05466,9,0.054906
110N05466,10,0.057321
110N05466,11,0.059686
110N05466,12,0.064564
110N05466,13,0.065582
110N05466,14,0.066616
110N05466,15,0.071257
110N05466,16,0.074439
110N05466,17,0.079086
110N05466,18,0.057575
110N05466,19,0.042751
110N05466,20,0.034464
110N05466,21,0.028799
110N05466,22,0.021797
110N05466,23,0.01588
110N05467,0,0.009713
110N05467,1,0.008043
110N05467,2,0.007931
110N05467,3,0.008169
110N05467,4,0.009781
110N05467,5,0.016774
110N05467,6,0.031572
110N05467,7,0.056102
110N05467,8,0.056821
110N05467,9,0.055089
110N05467,10,0.058341
110N05467,11,0.062663
110N05467,12,0.066328
110N05467,13,0.065813
110N05467,14,0.066948
110N05467,15,0.072064
110N05467,16,0.076117
110N05467,17,0.079793
110N05467,18,0.057865
110N05467,19,0.041258
110N05467,20,0.031816
110N05467,21,0.026092
110N05467,22,0.020088
110N05467,23,0.014818
110N05468,0,0.009713
110N05468,1,0.008043
110N05468,2,0.007931
110N05468,3,0.008169
110N05468,4,0.009781
110N05468,5,0.016774
110N05468,6,0.031572
110N05468,7,0.056102
110N05468,8,0.056821
110N05468,9,0.055089
110N05468,10,0.058341
110N05468,11,0.062663
110N05468,12,0.066328
110N05468,13,0.065813
110N05468,14,0.066948
110N05468,15,0.072064
110N05468,16,0.076117
110N05468,17,0.079793
110N05468,18,0.057865
110N05468,19,0.041258
110N05468,20,0.031816
110N05468,21,0.026092
110N05468,22,0.020088
110N05468,23,0.014818
110N05469,0,0.010544
110N05469,1,0.008216
110N05469,2,0.008138
110N05469,3,0.008079
110N05469,4,0.011366
110N05469,5,0.018663
110N05469,6,0.035722
110N05469,7,0.060273
110N05469,8,0.061877
110N05469,9,0.05593
110N05469,10,0.056811
110N05469,11,0.058317
110N05469,12,0.065653
110N05469,13,0.063032
110N05469,14,0.063755
110N05469,15,0.073557
110N05469,16,0.075455
110N05469,17,0.078507
110N05469,18,0.054757
110N05469,19,0.039126
110N05469,20,0.031595
110N05469,21,0.02598
110N05469,22,0.019367
110N05469,23,0.015278
110N05470,0,0.011332
110N05470,1,0.00873
110N05470,2,0.010966
110N05470,3,0.009848
110N05470,4,0.01174
110N05470,5,0.018836
110N05470,6,0.033093
110N05470,7,0.062379
110N05470,8,0.064486
110N05470,9,0.055907
110N05470,10,0.057734
110N05470,11,0.057799
110N05470,12,0.061777
110N05470,13,0.058423
110N05470,14,0.064336
110N05470,15,0.077839
110N05470,16,0.075668
110N05470,17,0.073947
110N05470,18,0.054531
110N05470,19,0.038339
110N05470,20,0.032017
110N05470,21,0.024857
110N05470,22,0.019352
110N05470,23,0.016062
110N05471,0,0.011694
110N05471,1,0.009978
110N05471,2,0.011694
110N05471,3,0.010918
110N05471,4,0.011466
110N05471,5,0.017425
110N05471,6,0.03087
110N05471,7,0.054292
110N05471,8,0.057703
110N05471,9,0.053078
110N05471,10,0.056607
110N05471,11,0.060815
110N05471,12,0.06334
110N05471,13,0.062417
110N05471,14,0.066888
110N05471,15,0.075957
110N05471,16,0.074865
110N05471,17,0.071263
110N05471,18,0.054807
110N05471,19,0.041231
110N05471,20,0.033916
110N05471,21,0.028917
110N05471,22,0.021658
110N05471,23,0.0182
110N05472,0,0.011694
110N05472,1,0.009978
110N05472,2,0.011694
110N05472,3,0.010918
110N05472,4,0.011466
110N05472,5,0.017425
110N05472,6,0.03087
110N05472,7,0.054292
110N05472,8,0.057703
110N05472,9,0.053078
110N05472,10,0.056607
110N05472,11,0.060815
110N05472,12,0.06334
110N05472,13,0.062417
110N05472,14,0.066888
110N05472,15,0.075957
110N05472,16,0.074865
110N05472,17,0.071263
110N05472,18,0.054807
110N05472,19,0.041231
110N05472,20,0.033916
110N05472,21,0.028917
110N05472,22,0.021658
110N05472,23,0.0182
110N05473,0,0.013118
110N05473,1,0.009413
110N05473,2,0.01203
110N05473,3,0.009589
110N05473,4,0.012188
110N05473,5,0.020687
110N05473,6,0.035052
110N05473,7,0.060182
110N05473,8,0.063132
110N05473,9,0.055001
110N05473,10,0.056828
110N05473,11,0.059971
110N05473,12,0.058619
110N05473,13,0.056459
110N05473,14,0.062219
110N05473,15,0.07395
110N05473,16,0.07878
110N05473,17,0.071773
110N05473,18,0.053087
110N05473,19,0.039372
110N05473,20,0.03463
110N05473,21,0.027184
110N05473,22,0.020354
110N05473,23,0.016385
110N05474,0,0.013343
110N05474,1,0.009513
110N05474,2,0.012452
110N05474,3,0.009833
110N05474,4,0.012773
110N05474,5,0.020575
110N05474,6,0.03495
110N05474,7,0.059551
110N05474,8,0.06331
110N05474,9,0.054082
110N05474,10,0.056914
110N05474,11,0.05948
110N05474,12,0.05793
110N05474,13,0.056897
110N05474,14,0.062846
110N05474,15,0.074532
110N05474,16,0.078165
110N05474,17,0.070791
110N05474,18,0.052087
110N05474,19,0.039475
110N05474,20,0.035413
110N05474,21,0.02802
110N05474,22,0.020504
110N05474,23,0.016567
110N05475,0,0.014069
110N05475,1,0.010014
110N05475,2,0.013409
110N05475,3,0.010278
110N05475,4,0.013239
110N05475,5,0.020858
110N05475,6,0.035889
110N05475,7,0.059463
110N05475,8,0.061971
110N05475,9,0.054295
110N05475,10,0.057482
110N05475,11,0.058293
110N05475,12,0.05852
110N05475,13,0.056671
110N05475,14,0.062461
110N05475,15,0.07272
110N05475,16,0.076643
110N05475,17,0.071023
110N05475,18,0.052711
110N05475,19,0.038963
110N05475,20,0.034682
110N05475,21,0.027798
110N05475,22,0.021047
110N05475,23,0.017501
110N05476,0,0.015439
110N05476,1,0.012197
110N05476,2,0.011037
110N05476,3,0.011402
110N05476,4,0.013636
110N05476,5,0.021839
110N05476,6,0.030343
110N05476,7,0.050378
110N05476,8,0.054093
110N05476,9,0.05143
110N05476,10,0.057958
110N05476,11,0.058559
110N05476,12,0.057765
110N05476,13,0.05886
110N05476,14,0.061802
110N05476,15,0.072325
110N05476,16,0.080635
110N05476,17,0.072239
110N05476,18,0.054823
110N05476,19,0.042733
110N05476,20,0.03773
110N05476,21,0.030064
110N05476,22,0.022268
110N05476,23,0.020443
110N05477,0,0.014008
110N05477,1,0.011923
110N05477,2,0.012919
110N05477,3,0.01267
110N05477,4,0.012452
110N05477,5,0.018709
110N05477,6,0.027269
110N05477,7,0.042803
110N05477,8,0.046912
110N05477,9,0.053262
110N05477,10,0.059333
110N05477,11,0.057371
110N05477,12,0.057683
110N05477,13,0.063597
110N05477,14,0.065652
110N05477,15,0.078072
110N05477,16,0.077823
110N05477,17,0.078104
110N05477,18,0.055255
110N05477,19,0.04218
110N05477,20,0.038725
110N05477,21,0.028421
110N05477,22,0.023721
110N05477,23,0.021137
110N05478,0,0.01329
110N05478,1,0.011776
110N05478,2,0.013411
110N05478,3,0.012412
110N05478,4,0.012079
110N05478,5,0.016712
110N05478,6,0.025401
110N05478,7,0.039569
110N05478,8,0.045593
110N05478,9,0.051709
110N05478,10,0.05843
110N05478,11,0.05619
110N05478,12,0.057916
110N05478,13,0.06397
110N05478,14,0.067543
110N05478,15,0.082408
110N05478,16,0.083104
110N05478,17,0.080713
110N05478,18,0.056069
110N05478,19,0.043837
110N05478,20,0.037117
110N05478,21,0.028216
110N05478,22,0.022615
110N05478,23,0.019921
110N05479,0,0.013775
110N05479,1,0.011529
110N05479,2,0.013824
110N05479,3,0.011881
110N05479,4,0.011932
110N05479,5,0.016037
110N05479,6,0.023598
110N05479,7,0.035821
110N05479,8,0.041772
110N05479,9,0.04852
110N05479,10,0.056394
110N05479,11,0.061623
110N05479,12,0.063275
110N05479,13,0.064779
110N05479,14,0.07452
110N05479,15,0.081337
110N05479,16,0.078124
110N05479,17,0.075036
110N05479,18,0.055403
110N05479,19,0.044849
110N05479,20,0.038119
110N05479,21,0.030722
110N05479,22,0.025255
110N05479,23,0.021874
110N05480,0,0.013775
110N05480,1,0.011529
110N05480,2,0.013824
110N05480,3,0.011881
110N05480,4,0.011932
110N05480,5,0.016037
110N05480,6,0.023598
110N05480,7,0.035821
110N05480,8,0.041772
110N05480,9,0.04852
110N05480,10,0.056394
110N05480,11,0.061623
110N05480,12,0.063275
110N05480,13,0.064779
110N05480,14,0.07452
110N05480,15,0.081337
110N05480,16,0.078124
110N05480,17,0.075036
110N05480,18,0.055403
110N05480,19,0.044849
110N05480,20,0.038119
110N05480,21,0.030722
110N05480,22,0.025255
110N05480,23,0.021874
110N05481,0,0.013994
110N05481,1,0.013323
110N05481,2,0.016915
110N05481,3,0.013524
110N05481,4,0.012182
110N05481,5,0.016311
110N05481,6,0.023291
110N05481,7,0.041346
110N05481,8,0.048361
110N05481,9,0.051717
110N05481,10,0.058328
110N05481,11,0.0591
110N05481,12,0.056415
110N05481,13,0.065409
110N05481,14,0.072993
110N05481,15,0.079371
110N05481,16,0.078532
110N05481,17,0.073665
110N05481,18,0.053227
110N05481,19,0.043192
110N05481,20,0.037185
110N05481,21,0.028929
110N05481,22,0.022721
110N05481,23,0.019969
110N05482,0,0.014241
110N05482,1,0.013234
110N05482,2,0.018514
110N05482,3,0.014519
110N05482,4,0.013373
110N05482,5,0.017993
110N05482,6,0.028448
110N05482,7,0.04526
110N05482,8,0.050124
110N05482,9,0.055091
110N05482,10,0.057418
110N05482,11,0.059154
110N05482,12,0.05523
110N05482,13,0.064087
110N05482,14,0.074021
110N05482,15,0.072284
110N05482,16,0.072666
110N05482,17,0.067213
110N05482,18,0.052173
110N05482,19,0.045225
110N05482,20,0.03734
110N05482,21,0.029213
110N05482,22,0.023134
110N05482,23,0.020043
110N05483,0,0.014241
110N05483,1,0.013234
110N05483,2,0.018514
110N05483,3,0.014519
110N05483,4,0.013373
110N05483,5,0.017993
110N05483,6,0.028448
110N05483,7,0.04526
110N05483,8,0.050124
110N05483,9,0.055091
110N05483,10,0.057418
110N05483,11,0.059154
110N05483,12,0.05523
110N05483,13,0.064087
110N05483,14,0.074021
110N05483,15,0.072284
110N05483,16,0.072666
110N05483,17,0.067213
110N05483,18,0.052173
110N05483,19,0.045225
110N05483,20,0.03734
110N05483,21,0.029213
110N05483,22,0.023134
110N05483,23,0.020043
110N05484,0,0.013835
110N05484,1,0.011689
110N05484,2,0.010701
110N05484,3,0.011495
110N05484,4,0.01324
110N05484,5,0.020867
110N05484,6,0.025398
110N05484,7,0.04032
110N05484,8,0.045635
110N05484,9,0.051061
110N05484,10,0.058503
110N05484,11,0.063012
110N05484,12,0.064113
110N05484,13,0.066168
110N05484,14,0.07024
110N05484,15,0.076358
110N05484,16,0.070889
110N05484,17,0.068213
110N05484,18,0.055264
110N05484,19,0.047147
110N05484,20,0.03804
