TMC,YEAR,PERIOD,ALL_WEATHER
110N05364,2021,WE,0.000290416
110N05365,2021,AMP,0
110N05365,2021,MIDD,0.00204907
110N05365,2021,PMP,0.001016704
110N05365,2021,WE,0
110N05366,2021,AMP,0.00056634
110N05366,2021,MIDD,0.000438718
110N05366,2021,PMP,0
110N05366,2021,WE,0.00056634
110N05367,2021,AMP,0.0000874042
110N05367,2021,MIDD,0.001375158
110N05367,2021,PMP,0.002198031
110N05367,2021,WE,0.0000874042
110N05368,2021,AMP,0.001360758
110N05368,2021,MIDD,0.000177128
110N05368,2021,PMP,0.000859579
110N05368,2021,WE,0.001360758
110N05369,2021,AMP,0.000680662
110N05369,2021,MIDD,0.000137475
110N05369,2021,PMP,0.0000447943
110N05369,2021,WE,0.000680662
110N05370,2021,AMP,0.000188378
110N05370,2021,MIDD,0.000220267
110N05370,2021,PMP,0.000797708
110N05370,2021,WE,0.000188378
110N05371,2021,AMP,0.000273746
110N05371,2021,MIDD,0.000902482
110N05371,2021,PMP,0.00139113
110N05371,2021,WE,0.000273746
110N05372,2021,AMP,0
110N05372,2021,MIDD,0.000437598
110N05372,2021,PMP,0.00003742
110N05372,2021,WE,0
110N05373,2021,AMP,0.000264395
110N05373,2021,MIDD,0.00029046
110N05373,2021,PMP,0.001250761
110N05373,2021,WE,0.000264395
110N05374,2021,AMP,0.0000913953
110N05374,2021,MIDD,0.0000295338
110N05374,2021,PMP,0
110N05374,2021,WE,0.0000913953
110N05375,2021,AMP,0.001781931
110N05375,2021,MIDD,0.002458209
110N05375,2021,PMP,0.003131816
110N05375,2021,WE,0.001781931
110N05376,2021,AMP,0.000556175
110N05376,2021,MIDD,0.000273345
110N05376,2021,PMP,0.000265055
110N05376,2021,WE,0.000556175
110N05377,2021,AMP,0.000225711
110N05377,2021,MIDD,0.000269821
110N05377,2021,PMP,0.0000242525
110N05377,2021,WE,0.000225711
110N05379,2021,AMP,0.003892071
110N05379,2021,MIDD,0.002687881
110N05379,2021,PMP,0.002748528
110N05379,2021,WE,0.003892071
110N05380,2021,AMP,0.003246373
110N05380,2021,MIDD,0.002283709
110N05380,2021,PMP,0.002401796
110N05380,2021,WE,0.003246373
110N05381,2021,AMP,0.008087006
110N05381,2021,MIDD,0.004171365
110N05381,2021,PMP,0.00271732
110N05381,2021,WE,0.008087006
110N05382,2021,AMP,0.004222585
110N05382,2021,MIDD,0.002754514
110N05382,2021,PMP,0.003143808
110N05382,2021,WE,0.004222585
110N05383,2021,AMP,0.000806583
110N05383,2021,MIDD,0.000807662
110N05383,2021,PMP,0.001767891
110N05383,2021,WE,0.000806583
110N05390,2021,AMP,0.000629306
110N05390,2021,MIDD,0.000903564
110N05390,2021,PMP,0.000230465
110N05390,2021,WE,0.000629306
110N05391,2021,AMP,0.0000613293
110N05391,2021,MIDD,0.000702686
110N05391,2021,PMP,0.000256614
110N05391,2021,WE,0.0000613293
110N05392,2021,AMP,0.001428753
110N05392,2021,MIDD,0.0011531
110N05392,2021,PMP,0.002358875
110N05392,2021,WE,0.001428753
110N05393,2021,AMP,0.000839297
110N05393,2021,MIDD,0.000192747
110N05393,2021,PMP,0.000671657
110N05393,2021,WE,0.000839297
110N05394,2021,AMP,0.002012321
110N05394,2021,MIDD,0.000986628
110N05394,2021,PMP,0.00104088
110N05394,2021,WE,0.002012321
110N05395,2021,AMP,0.000605552
110N05395,2021,MIDD,0.00022391
110N05395,2021,PMP,0
110N05395,2021,WE,0.000605552
110N05396,2021,AMP,0.000218803
110N05396,2021,MIDD,0.000227402
110N05396,2021,PMP,0.000670232
110N05396,2021,WE,0.000218803
110N05397,2021,AMP,0
110N05397,2021,MIDD,0
110N05397,2021,PMP,0.000163633
110N05397,2021,WE,0
110N05398,2021,AMP,0.00000824819
110N05398,2021,MIDD,0.000663257
110N05398,2021,PMP,0.000786455
110N05398,2021,WE,0.00000824819
110N05399,2021,AMP,0.0000147106
110N05399,2021,MIDD,0
110N05399,2021,PMP,0.000100974
110N05399,2021,WE,0.0000147106
110N05400,2021,AMP,0.000115851
110N05400,2021,MIDD,0.000355825
110N05400,2021,PMP,0.0000287585
110N05400,2021,WE,0.000115851
110N05401,2021,AMP,0.000445003
110N05401,2021,MIDD,0.0000722825
110N05401,2021,PMP,0.000867296
110N05401,2021,WE,0.000445003
110N05402,2021,AMP,0.000741962
110N05402,2021,MIDD,0.002105604
110N05402,2021,PMP,0.003123676
110N05402,2021,WE,0.000741962
110N05403,2021,AMP,0.002982752
110N05403,2021,MIDD,0.002296038
110N05403,2021,PMP,0.003497093
110N05403,2021,WE,0.002982752
110N05404,2021,AMP,0.0000537442
110N05404,2021,MIDD,0.000389449
110N05404,2021,PMP,0.000494082
110N05404,2021,WE,0.0000537442
110N05405,2021,AMP,0.009312539
110N05405,2021,MIDD,0.007514506
110N05405,2021,PMP,0.00533122
110N05405,2021,WE,0.009312539
110N05406,2021,AMP,0
110N05406,2021,MIDD,0.0000222612
110N05406,2021,PMP,0.000815392
110N05406,2021,WE,0
110N05407,2021,AMP,0
110N05407,2021,MIDD,0.000302958
110N05407,2021,PMP,0
110N05407,2021,WE,0
110N05408,2021,AMP,0.000604808
110N05408,2021,MIDD,0.0000494005
110N05408,2021,PMP,0
110N05408,2021,WE,0.000604808
110N05409,2021,AMP,0.000212094
110N05409,2021,MIDD,0.000432044
110N05409,2021,PMP,0.001151002
110N05409,2021,WE,0.000212094
110N05410,2021,AMP,0.000287105
110N05410,2021,MIDD,0.001395746
110N05410,2021,PMP,0.000931581
110N05410,2021,WE,0.000287105
110N05412,2021,AMP,0.000168575
110N05412,2021,MIDD,0.0000149
110N05412,2021,PMP,0.0000561917
110N05412,2021,WE,0.000168575
110N05415,2021,AMP,0
110N05415,2021,MIDD,0
110N05415,2021,PMP,0
110N05415,2021,WE,0
110N05416,2021,AMP,0
110N05416,2021,MIDD,0
110N05416,2021,PMP,0
110N05416,2021,WE,0
110N05417,2021,AMP,0.001954992
110N05417,2021,MIDD,0.004779963
110N05417,2021,PMP,0.002928108
110N05417,2021,WE,0.001954992
110N05419,2021,AMP,0
110N05419,2021,MIDD,0
110N05419,2021,PMP,0
110N05419,2021,WE,0
110N05420,2021,AMP,0.0000583121
110N05420,2021,MIDD,0.00028838
110N05420,2021,PMP,0.000240794
110N05420,2021,WE,0.0000583121
110N05421,2021,AMP,0.001908397
110N05421,2021,MIDD,0.0000487701
110N05421,2021,PMP,0.000321812
110N05421,2021,WE,0.001908397
110N05422,2021,AMP,0
110N05422,2021,MIDD,0.000538327
110N05422,2021,PMP,0
110N05422,2021,WE,0
110N05423,2021,AMP,0.000463171
110N05423,2021,MIDD,0.000350937
110N05423,2021,PMP,0.000495277
110N05423,2021,WE,0.000463171
110N05424,2021,AMP,0
110N05424,2021,MIDD,0.0000972045
110N05424,2021,PMP,0
110N05424,2021,WE,0
110N05427,2021,AMP,0
110N05427,2021,MIDD,0
110N05427,2021,PMP,0
110N05427,2021,WE,0
110N05428,2021,AMP,0
110N05428,2021,MIDD,0
110N05428,2021,PMP,0.000593935
110N05428,2021,WE,0
110N05429,2021,AMP,0
110N05429,2021,MIDD,0
110N05429,2021,PMP,0.000615954
110N05429,2021,WE,0
110N05430,2021,AMP,0.000250905
110N05430,2021,MIDD,0.001118902
110N05430,2021,PMP,0.000147536
110N05430,2021,WE,0.000250905
110N05431,2021,AMP,0.00041201
110N05431,2021,MIDD,0
110N05431,2021,PMP,0
110N05431,2021,WE,0.00041201
110N05432,2021,AMP,0
110N05432,2021,MIDD,0
110N05432,2021,PMP,0
110N05432,2021,WE,0
110N05433,2021,AMP,0
110N05433,2021,MIDD,0
110N05433,2021,PMP,0.000118668
110N05433,2021,WE,0
110N05434,2021,AMP,0.000740697
110N05434,2021,MIDD,0
110N05434,2021,PMP,0.000133058
110N05434,2021,WE,0.000740697
110N05435,2021,AMP,0
110N05435,2021,MIDD,0.000181372
110N05435,2021,PMP,0.00020608
110N05435,2021,WE,0
110N05436,2021,AMP,0
110N05436,2021,MIDD,0
110N05436,2021,PMP,0
110N05436,2021,WE,0
110N05437,2021,AMP,0.000757263
110N05437,2021,MIDD,0.000203367
110N05437,2021,PMP,0
110N05437,2021,WE,0.000757263
110N05438,2021,AMP,0
110N05438,2021,MIDD,0.000434602
110N05438,2021,PMP,0
110N05438,2021,WE,0
110N05439,2021,AMP,0.000379284
110N05439,2021,MIDD,0.000272102
110N05439,2021,PMP,0.000022483
110N05439,2021,WE,0.000379284
110N05440,2021,AMP,0.001514951
110N05440,2021,MIDD,0.001721608
110N05440,2021,PMP,0.00155448
110N05440,2021,WE,0.001514951
110N05443,2021,AMP,0.000952961
110N05443,2021,MIDD,0.000932249
110N05443,2021,PMP,0.000475601
110N05443,2021,WE,0.000952961
110N05444,2021,AMP,0
110N05444,2021,MIDD,0
110N05444,2021,PMP,0.000335825
110N05444,2021,WE,0
110N05445,2021,AMP,0
110N05445,2021,MIDD,0
110N05445,2021,PMP,0.000963343
110N05445,2021,WE,0
110N05446,2021,AMP,0.000239212
110N05446,2021,MIDD,0.000660082
110N05446,2021,PMP,0.000680772
110N05446,2021,WE,0.000239212
110N05447,2021,AMP,0
110N05447,2021,MIDD,0
110N05447,2021,PMP,0.0000919274
110N05447,2021,WE,0
110N05448,2021,AMP,0.000460256
110N05448,2021,MIDD,0.001239835
110N05448,2021,PMP,0.0000201442
110N05448,2021,WE,0.000460256
110N05449,2021,AMP,0.001419797
110N05449,2021,MIDD,0.001002967
110N05449,2021,PMP,0.000520694
110N05449,2021,WE,0.001419797
110N05450,2021,AMP,0
110N05450,2021,MIDD,0.000856845
110N05450,2021,PMP,0.000993857
110N05450,2021,WE,0
110N05451,2021,AMP,0.00027525
110N05451,2021,MIDD,0.00040213
110N05451,2021,PMP,0
110N05451,2021,WE,0.00027525
110N05452,2021,AMP,0
110N05452,2021,MIDD,0.000202036
110N05452,2021,PMP,0.000381414
110N05452,2021,WE,0
110N05453,2021,AMP,0.003198438
110N05453,2021,MIDD,0.00448125
110N05453,2021,PMP,0.003656661
110N05453,2021,WE,0.003198438
110N05454,2021,AMP,0.003822498
110N05454,2021,MIDD,0.004978188
110N05454,2021,PMP,0.004330961
110N05454,2021,WE,0.003822498
110N05455,2021,AMP,0
110N05455,2021,MIDD,0.000410319
110N05455,2021,PMP,0.000160992
110N05455,2021,WE,0
110N05456,2021,AMP,0
110N05456,2021,MIDD,0
110N05456,2021,PMP,0
110N05456,2021,WE,0
110N05457,2021,AMP,0
110N05457,2021,MIDD,0
110N05457,2021,PMP,0.000113213
110N05457,2021,WE,0
110N05458,2021,AMP,0
110N05458,2021,MIDD,0
110N05458,2021,PMP,0
110N05458,2021,WE,0
110N05459,2021,AMP,0.000217345
110N05459,2021,MIDD,0.0000146664
110N05459,2021,PMP,0
110N05459,2021,WE,0.000217345
110N05460,2021,AMP,0
110N05460,2021,MIDD,0.000379206
110N05460,2021,PMP,0.000202767
110N05460,2021,WE,0
110N05461,2021,AMP,0.000384652
110N05461,2021,MIDD,0.0000996736
110N05461,2021,PMP,0.000292456
110N05461,2021,WE,0.000384652
110N05463,2021,AMP,0.000541727
110N05463,2021,MIDD,0.000192691
110N05463,2021,PMP,0.000856696
110N05463,2021,WE,0.000541727
110N05464,2021,AMP,0.0000826972
110N05464,2021,MIDD,0.000615578
110N05464,2021,PMP,0.001476924
110N05464,2021,WE,0.0000826972
110N05465,2021,AMP,0.00015532
110N05465,2021,MIDD,0.000327174
110N05465,2021,PMP,0.00196833
110N05465,2021,WE,0.00015532
110N05466,2021,AMP,0
110N05466,2021,MIDD,0.00030392
110N05466,2021,PMP,0.001356796
110N05466,2021,WE,0
110N05467,2021,AMP,0.001974911
110N05467,2021,MIDD,0.002592207
110N05467,2021,PMP,0.003030982
110N05467,2021,WE,0.001974911
110N05468,2021,AMP,0.000843818
110N05468,2021,MIDD,0.000527624
110N05468,2021,PMP,0.000940677
110N05468,2021,WE,0.000843818
110N05469,2021,AMP,0.000108783
110N05469,2021,MIDD,0.00057183
110N05469,2021,PMP,0.002087419
110N05469,2021,WE,0.000108783
110N05470,2021,AMP,0.00060398
110N05470,2021,MIDD,0.000760379
110N05470,2021,PMP,0.000535313
110N05470,2021,WE,0.00060398
110N05471,2021,AMP,0.001149761
110N05471,2021,MIDD,0
110N05471,2021,PMP,0.000205523
110N05471,2021,WE,0.001149761
110N05472,2021,AMP,0.00000901187
110N05472,2021,MIDD,0
110N05472,2021,PMP,0.000146871
110N05472,2021,WE,0.00000901187
110N05473,2021,AMP,0
110N05473,2021,MIDD,0
110N05473,2021,PMP,0
110N05473,2021,WE,0
110N05474,2021,AMP,0
110N05474,2021,MIDD,0
110N05474,2021,PMP,0
110N05474,2021,WE,0
110N05475,2021,AMP,0
110N05475,2021,MIDD,0.000109
110N05475,2021,PMP,0.000106685
110N05475,2021,WE,0
110N05476,2021,AMP,0.001915709
110N05476,2021,MIDD,0.000931122
110N05476,2021,PMP,0.002541241
110N05476,2021,WE,0.001915709
110N05477,2021,AMP,0
110N05477,2021,MIDD,0
110N05477,2021,PMP,0
110N05477,2021,WE,0
110N05478,2021,AMP,0
110N05478,2021,MIDD,0
110N05478,2021,PMP,0
110N05478,2021,WE,0
110N05479,2021,AMP,0
110N05479,2021,MIDD,0
110N05479,2021,PMP,0
110N05479,2021,WE,0
110N05480,2021,AMP,0
110N05480,2021,MIDD,0
110N05480,2021,PMP,0
110N05480,2021,WE,0
110N05481,2021,AMP,0
110N05481,2021,MIDD,0.0000678541
110N05481,2021,PMP,0.000030066
110N05481,2021,WE,0
110N05482,2021,AMP,0
110N05482,2021,MIDD,0.000131909
110N05482,2021,PMP,0
110N05482,2021,WE,0
110N05483,2021,AMP,0
110N05483,2021,MIDD,0
110N05483,2021,PMP,0
110N05483,2021,WE,0
110N05484,2021,AMP,0
110N05484,2021,MIDD,0
110N05484,2021,PMP,0
110N05484,2021,WE,0
110N05485,2021,AMP,0
110N05485,2021,MIDD,0
110N05485,2021,PMP,0
110N05485,2021,WE,0
110N05486,2021,AMP,0
110N05486,2021,MIDD,0.000939295
110N05486,2021,PMP,0
110N05486,2021,WE,0
110N05487,2021,AMP,0.000362255
110N05487,2021,MIDD,0.000369909
110N05487,2021,PMP,0.000186996
110N05487,2021,WE,0.000362255
110N05488,2021,AMP,0.0000732497
110N05488,2021,MIDD,0.000114278
110N05488,2021,PMP,0.000245001
110N05488,2021,WE,0.0000732497
110N05490,2021,AMP,0
110N05490,2021,MIDD,0
110N05490,2021,PMP,0.00042163
110N05490,2021,WE,0
110N05491,2021,AMP,0
110N05491,2021,MIDD,0.0000240351
110N05491,2021,PMP,0.0000936569
110N05491,2021,WE,0
110N05492,2021,AMP,0.000774214
110N05492,2021,MIDD,0.001122232
110N05492,2021,PMP,0.002075642
110N05492,2021,WE,0.000774214
110N05495,2021,AMP,0.000789858
110N05495,2021,MIDD,0.002955125
110N05495,2021,PMP,0.001274709
110N05495,2021,WE,0.000789858
110N05496,2021,AMP,0
110N05496,2021,MIDD,0.000432747
110N05496,2021,PMP,0.000311436
110N05496,2021,WE,0
110N05497,2021,AMP,0.001244573
110N05497,2021,MIDD,0.001690338
110N05497,2021,PMP,0.002018736
110N05497,2021,WE,0.001244573
110N05498,2021,AMP,0.000618504
110N05498,2021,MIDD,0.00113914
110N05498,2021,PMP,0.000231923
110N05498,2021,WE,0.000618504
110N05499,2021,AMP,0
110N05499,2021,MIDD,0.0000220879
110N05499,2021,PMP,0.001661611
110N05499,2021,WE,0
110N05500,2021,AMP,0.000901832
110N05500,2021,MIDD,0.000930189
110N05500,2021,PMP,0
110N05500,2021,WE,0.000901832
110N05503,2021,AMP,0.0000556743
110N05503,2021,MIDD,0.000575611
110N05503,2021,PMP,0.000429533
110N05503,2021,WE,0.0000556743
110N05504,2021,AMP,0.001000184
110N05504,2021,MIDD,0.000967777
110N05504,2021,PMP,0.000180928
110N05504,2021,WE,0.001000184
110N05507,2021,AMP,0
110N05507,2021,MIDD,0
110N05507,2021,PMP,0
110N05507,2021,WE,0
110N05508,2021,AMP,0
110N05508,2021,MIDD,0
110N05508,2021,PMP,0
110N05508,2021,WE,0
110N05509,2021,AMP,0.000231481
110N05509,2021,MIDD,0.000116359
110N05509,2021,PMP,0.0000231923
110N05509,2021,WE,0.000231481
110N05510,2021,AMP,0.000566555
110N05510,2021,MIDD,0
110N05510,2021,PMP,0
110N05510,2021,WE,0.000566555
110N05511,2021,AMP,0
110N05511,2021,MIDD,0
110N05511,2021,PMP,0
110N05511,2021,WE,0
110N05512,2021,AMP,0.000214453
110N05512,2021,MIDD,0.0000825706
110N05512,2021,PMP,0
110N05512,2021,WE,0.000214453
110N05513,2021,AMP,0.000325753
110N05513,2021,MIDD,0.000338885
110N05513,2021,PMP,0
110N05513,2021,WE,0.000325753
110N05514,2021,AMP,0
110N05514,2021,MIDD,0
110N05514,2021,PMP,0
110N05514,2021,WE,0
110N05517,2021,AMP,0.010137107
110N05517,2021,MIDD,0.007559065
110N05517,2021,PMP,0.008040448
110N05517,2021,WE,0.010137107
110N05518,2021,AMP,0.001188299
110N05518,2021,MIDD,0.000224558
110N05518,2021,PMP,0.000218413
110N05518,2021,WE,0.001188299
110N05519,2021,AMP,0.0000804442
110N05519,2021,MIDD,0.000175569
110N05519,2021,PMP,0.000319551
110N05519,2021,WE,0.0000804442
110N05520,2021,AMP,0
110N05520,2021,MIDD,0.000225465
110N05520,2021,PMP,0.000771204
110N05520,2021,WE,0
110N05521,2021,AMP,0.212179525
110N05521,2021,MIDD,0.180630618
110N05521,2021,PMP,0.151984404
110N05521,2021,WE,0.212179525
110N05522,2021,AMP,0.000934689
110N05522,2021,MIDD,0.000873259
110N05522,2021,PMP,0.001896818
110N05522,2021,WE,0.000934689
110N05529,2021,AMP,0
110N05529,2021,MIDD,0
110N05529,2021,PMP,0
110N05529,2021,WE,0
110N05530,2021,AMP,0
110N05530,2021,MIDD,0
110N05530,2021,PMP,0
110N05530,2021,WE,0
110N05531,2021,AMP,0
110N05531,2021,MIDD,0
110N05531,2021,PMP,0
110N05531,2021,WE,0
110N05532,2021,AMP,0
110N05532,2021,MIDD,0
110N05532,2021,PMP,0
110N05532,2021,WE,0
110N05533,2021,AMP,0
110N05533,2021,MIDD,0.0000222646
110N05533,2021,PMP,0
110N05533,2021,WE,0
110N05534,2021,AMP,0
110N05534,2021,MIDD,0
110N05534,2021,PMP,0
110N05534,2021,WE,0
110N05535,2021,AMP,0.001610894
110N05535,2021,MIDD,0.000369487
110N05535,2021,PMP,0
110N05535,2021,WE,0.001610894
110N05536,2021,AMP,0
110N05536,2021,MIDD,0
110N05536,2021,PMP,0
110N05536,2021,WE,0
110N05537,2021,AMP,0
110N05537,2021,MIDD,0
110N05537,2021,PMP,0
110N05537,2021,WE,0
110N05538,2021,AMP,0.00000359195
110N05538,2021,MIDD,0.000282301
110N05538,2021,PMP,0
110N05538,2021,WE,0.00000359195
110N05539,2021,AMP,0
110N05539,2021,MIDD,0.0000677793
110N05539,2021,PMP,0.00038872
110N05539,2021,WE,0
110N05540,2021,AMP,0
110N05540,2021,MIDD,0
110N05540,2021,PMP,0
110N05540,2021,WE,0
110N05541,2021,AMP,0
110N05541,2021,MIDD,0.000234839
110N05541,2021,PMP,0
110N05541,2021,WE,0
110N10918,2021,AMP,0.000840767
110N10918,2021,MIDD,0.002379311
110N10918,2021,PMP,0.00601149
110N10918,2021,WE,0.000840767
110N10919,2021,AMP,0.003863583
110N10919,2021,MIDD,0.00764668
110N10919,2021,PMP,0.010532776
110N10919,2021,WE,0.003863583
110N10920,2021,AMP,0.003237224
110N10920,2021,MIDD,0.004420009
110N10920,2021,PMP,0.006167132
110N10920,2021,WE,0.003237224
110N10921,2021,AMP,0.004643671
110N10921,2021,MIDD,0.006729279
110N10921,2021,PMP,0.010899871
110N10921,2021,WE,0.004643671
110N15859,2021,AMP,0.001744723
110N15859,2021,MIDD,0.002353578
110N15859,2021,PMP,0.001846888
110N15859,2021,WE,0.001744723
110N16029,2021,AMP,0.000859553
110N16029,2021,MIDD,0.000544292
110N16029,2021,PMP,0.002265899
110N16029,2021,WE,0.000859553
110N16072,2021,AMP,0.00214766
110N16072,2021,MIDD,0.000471832
110N16072,2021,PMP,0.000166005
110N16072,2021,WE,0.00214766
110P04121,2021,AMP,0.005535315
110P04121,2021,MIDD,0.005988097
110P04121,2021,PMP,0.006902942
110P04121,2021,WE,0.005535315
110P04122,2021,AMP,0.01678231
110P04122,2021,MIDD,0.011926831
110P04122,2021,PMP,0.010615515
110P04122,2021,WE,0.01678231
110P04123,2021,AMP,0.005634621
110P04123,2021,MIDD,0.002145058
110P04123,2021,PMP,0.006510571
110P04123,2021,WE,0.005634621
110P04124,2021,AMP,0.018298346
110P04124,2021,MIDD,0.004531053
110P04124,2021,PMP,0.006596632
110P04124,2021,WE,0.018298346
110P04125,2021,AMP,0.008197337
110P04125,2021,MIDD,0.003811833
110P04125,2021,PMP,0.005533487
110P04125,2021,WE,0.008197337
110P04126,2021,AMP,0.001566594
110P04126,2021,MIDD,0.002786
110P04126,2021,PMP,0.003587171
110P04126,2021,WE,0.001566594
110P04127,2021,AMP,0.019957895
110P04127,2021,MIDD,0.014880835
110P04127,2021,PMP,0.019907821
110P04127,2021,WE,0.019957895
110P04128,2021,AMP,0.005095993
110P04128,2021,MIDD,0.004193025
110P04128,2021,PMP,0.010192923
110P04128,2021,WE,0.005095993
110P04129,2021,AMP,0.002319402
110P04129,2021,MIDD,0.002740647
110P04129,2021,PMP,0.006332429
110P04129,2021,WE,0.002319402
110P04130,2021,AMP,0.02509042
110P04130,2021,MIDD,0.016061179
110P04130,2021,PMP,0.023427274
110P04130,2021,WE,0.02509042
110P04143,2021,AMP,0.014401195
110P04143,2021,MIDD,0.012008485
110P04143,2021,PMP,0.009120501
110P04143,2021,WE,0.014401195
110P04144,2021,AMP,0.002427748
110P04144,2021,MIDD,0.000958204
110P04144,2021,PMP,0.000689534
110P04144,2021,WE,0.002427748
110P04145,2021,AMP,0.011845698
110P04145,2021,MIDD,0.006931307
110P04145,2021,PMP,0.004622907
110P04145,2021,WE,0.011845698
110P04146,2021,AMP,0.006689582
110P04146,2021,MIDD,0.011023523
110P04146,2021,PMP,0.008844641
110P04146,2021,WE,0.006689582
110P04147,2021,AMP,0.00134204
110P04147,2021,MIDD,0.004743741
110P04147,2021,PMP,0.003642704
110P04147,2021,WE,0.00134204
110P04148,2021,AMP,0.003252009
110P04148,2021,MIDD,0.00345293
110P04148,2021,PMP,0.006140595
110P04148,2021,WE,0.003252009
110P04149,2021,AMP,0.00312097
110P04149,2021,MIDD,0.002064327
110P04149,2021,PMP,0.003526074
110P04149,2021,WE,0.00312097
110P04150,2021,AMP,0.010807216
110P04150,2021,MIDD,0.009309326
110P04150,2021,PMP,0.004947509
110P04150,2021,WE,0.010807216
110P04151,2021,AMP,0.036591555
110P04151,2021,MIDD,0.01357917
110P04151,2021,PMP,0.016678355
110P04151,2021,WE,0.036591555
110P04152,2021,AMP,0.024566147
110P04152,2021,MIDD,0.008362725
110P04152,2021,PMP,0.013742991
110P04152,2021,WE,0.024566147
110P04153,2021,AMP,0.018141481
110P04153,2021,MIDD,0.01114865
110P04153,2021,PMP,0.011663627
110P04153,2021,WE,0.018141481
110P04154,2021,AMP,0.007392456
110P04154,2021,MIDD,0.004145309
110P04154,2021,PMP,0.004627676
110P04154,2021,WE,0.007392456
110P04155,2021,AMP,0.016704311
110P04155,2021,MIDD,0.013379193
110P04155,2021,PMP,0.009891708
110P04155,2021,WE,0.016704311
110P04156,2021,AMP,0.035436601
110P04156,2021,MIDD,0.021409909
110P04156,2021,PMP,0.013299579
110P04156,2021,WE,0.035436601
110P04157,2021,AMP,0.025998655
110P04157,2021,MIDD,0.013420011
110P04157,2021,PMP,0.018423996
110P04157,2021,WE,0.025998655
110P04163,2021,AMP,0
110P04163,2021,MIDD,0
110P04163,2021,PMP,0
110P04163,2021,WE,0
110P04164,2021,AMP,0.000686063
110P04164,2021,MIDD,0.001000458
110P04164,2021,PMP,0.000949872
110P04164,2021,WE,0.000686063
110P04165,2021,AMP,0.000590012
110P04165,2021,MIDD,0.003026234
110P04165,2021,PMP,0.003030986
110P04165,2021,WE,0.000590012
110P04166,2021,AMP,0.000969762
110P04166,2021,MIDD,0.000765308
110P04166,2021,PMP,0.001222509
110P04166,2021,WE,0.000969762
110P04167,2021,AMP,0.001634768
110P04167,2021,MIDD,0.000866912
110P04167,2021,PMP,0.000747505
110P04167,2021,WE,0.001634768
110P04168,2021,AMP,0.005106125
110P04168,2021,MIDD,0.004049935
110P04168,2021,PMP,0.00082607
110P04168,2021,WE,0.005106125
110P04169,2021,AMP,0
110P04169,2021,MIDD,0
110P04169,2021,PMP,0
110P04169,2021,WE,0
110P04170,2021,AMP,0.000504045
110P04170,2021,MIDD,0.00291674
110P04170,2021,PMP,0.006505523
110P04170,2021,WE,0.000504045
110P04171,2021,AMP,0.001624457
110P04171,2021,MIDD,0.000789279
110P04171,2021,PMP,0.000351974
110P04171,2021,WE,0.001624457
110P04172,2021,AMP,0.000594535
110P04172,2021,MIDD,0.000362932
110P04172,2021,PMP,0.000891603
110P04172,2021,WE,0.000594535
110P04173,2021,AMP,0.00263181
110P04173,2021,MIDD,0.000949251
110P04173,2021,PMP,0.00253873
110P04173,2021,WE,0.00263181
110P04174,2021,AMP,0.001347931
110P04174,2021,MIDD,0.003331177
110P04174,2021,PMP,0.001869097
110P04174,2021,WE,0.001347931
110P04175,2021,AMP,0.007622191
