TMC,YEAR,PERIOD,ALL_WEATHER
110N04609,2021,AMP,0.006344625
110N04609,2021,MIDD,0.004442766
110N04609,2021,PMP,0.006410623
110N04609,2021,WE,0.006344625
110N04610,2021,AMP,0.002517626
110N04610,2021,MIDD,0.001931192
110N04610,2021,PMP,0.000271682
110N04610,2021,WE,0.002517626
110N04611,2021,AMP,0.028956577
110N04611,2021,MIDD,0.024460413
110N04611,2021,PMP,0.021645413
110N04611,2021,WE,0.028956577
110N04612,2021,AMP,0.010282715
110N04612,2021,MIDD,0.005539171
110N04612,2021,PMP,0.005433588
110N04612,2021,WE,0.010282715
110N04613,2021,AMP,0.011758115
110N04613,2021,MIDD,0.013057972
110N04613,2021,PMP,0.011277771
110N04613,2021,WE,0.011758115
110N04645,2021,AMP,0.018888327
110N04645,2021,MIDD,0.011658748
110N04645,2021,PMP,0.045649258
110N04645,2021,WE,0.018888327
110N04646,2021,AMP,0.006550272
110N04646,2021,MIDD,0.005599291
110N04646,2021,PMP,0.019657004
110N04646,2021,WE,0.006550272
110N04647,2021,AMP,0.011508881
110N04647,2021,MIDD,0.01125919
110N04647,2021,PMP,0.025593409
110N04647,2021,WE,0.011508881
110N04648,2021,AMP,0.01242799
110N04648,2021,MIDD,0.013689773
110N04648,2021,PMP,0.009972861
110N04648,2021,WE,0.01242799
110N04670,2021,AMP,0.005018288
110N04670,2021,MIDD,0.006627026
110N04670,2021,PMP,0.011844392
110N04670,2021,WE,0.005018288
110N04681,2021,AMP,0.000525843
110N04681,2021,MIDD,0.001822295
110N04681,2021,PMP,0.00043732
110N04681,2021,WE,0.000525843
110N04682,2021,AMP,0.000856817
110N04682,2021,MIDD,0.000740381
110N04682,2021,PMP,0.000613735
110N04682,2021,WE,0.000856817
110N04683,2021,AMP,0.000109865
110N04683,2021,MIDD,0.000067915
110N04683,2021,PMP,0
110N04683,2021,WE,0.000109865
110N04684,2021,AMP,0.0000271682
110N04684,2021,MIDD,0.000307641
110N04684,2021,PMP,0.000606976
110N04684,2021,WE,0.0000271682
110N04686,2021,AMP,0.002373304
110N04686,2021,MIDD,0.001426526
110N04686,2021,PMP,0.002257978
110N04686,2021,WE,0.002373304
110N04687,2021,AMP,0.000117429
110N04687,2021,MIDD,0.001013863
110N04687,2021,PMP,0.001520114
110N04687,2021,WE,0.000117429
110N04688,2021,AMP,0.001301713
110N04688,2021,MIDD,0.000516898
110N04688,2021,PMP,0.002264979
110N04688,2021,WE,0.001301713
110N04689,2021,AMP,0.002631596
110N04689,2021,MIDD,0.001305912
110N04689,2021,PMP,0.001330545
110N04689,2021,WE,0.002631596
110N04691,2021,AMP,0
110N04691,2021,MIDD,0.000230861
110N04691,2021,PMP,0.00052549
110N04691,2021,WE,0
110N04692,2021,AMP,0.000166427
110N04692,2021,MIDD,0.000051509
110N04692,2021,PMP,0
110N04692,2021,WE,0.000166427
110N04693,2021,AMP,0
110N04693,2021,MIDD,0.000124021
110N04693,2021,PMP,0.000292091
110N04693,2021,WE,0
110N04694,2021,AMP,0.000102841
110N04694,2021,MIDD,0.000428093
110N04694,2021,PMP,0.001092131
110N04694,2021,WE,0.000102841
110N04698,2021,AMP,0
110N04698,2021,MIDD,0
110N04698,2021,PMP,0.000995149
110N04698,2021,WE,0
110N04699,2021,AMP,0.004325359
110N04699,2021,MIDD,0.003136651
110N04699,2021,PMP,0.006095287
110N04699,2021,WE,0.004325359
110N04700,2021,AMP,0.005926693
110N04700,2021,MIDD,0.006277974
110N04700,2021,PMP,0.005904729
110N04700,2021,WE,0.005926693
110N04701,2021,AMP,0.005022715
110N04701,2021,MIDD,0.008310891
110N04701,2021,PMP,0.006088038
110N04701,2021,WE,0.005022715
110N04702,2021,AMP,0.011034232
110N04702,2021,MIDD,0.00616553
110N04702,2021,PMP,0.019145865
110N04702,2021,WE,0.011034232
110N04703,2021,AMP,0.013297692
110N04703,2021,MIDD,0.007183932
110N04703,2021,PMP,0.027443954
110N04703,2021,WE,0.013297692
110N04704,2021,AMP,0.005270554
110N04704,2021,MIDD,0.007502166
110N04704,2021,PMP,0.012297149
110N04704,2021,WE,0.005270554
110N04705,2021,AMP,0.013810251
110N04705,2021,MIDD,0.008739576
110N04705,2021,PMP,0.014282768
110N04705,2021,WE,0.013810251
110N04706,2021,AMP,0.004145045
110N04706,2021,MIDD,0.007585384
110N04706,2021,PMP,0.007520824
110N04706,2021,WE,0.004145045
110N04707,2021,AMP,0.006173861
110N04707,2021,MIDD,0.0058963
110N04707,2021,PMP,0.011888959
110N04707,2021,WE,0.006173861
110N04708,2021,AMP,0
110N04708,2021,MIDD,0.000219195
110N04708,2021,PMP,0.000495291
110N04708,2021,WE,0
110N04709,2021,AMP,0
110N04709,2021,MIDD,0.000986558
110N04709,2021,PMP,0.001642689
110N04709,2021,WE,0
110N04710,2021,AMP,0.000742897
110N04710,2021,MIDD,0.0011952
110N04710,2021,PMP,0.000514723
110N04710,2021,WE,0.000742897
110N04728,2021,AMP,0
110N04728,2021,MIDD,0
110N04728,2021,PMP,0
110N04728,2021,WE,0
110N04729,2021,AMP,0.004345681
110N04729,2021,MIDD,0.003568469
110N04729,2021,PMP,0.004588048
110N04729,2021,WE,0.004345681
110N04730,2021,AMP,0.001322118
110N04730,2021,MIDD,0.001129212
110N04730,2021,PMP,0.002558582
110N04730,2021,WE,0.001322118
110N04731,2021,AMP,0.000593737
110N04731,2021,MIDD,0.000651961
110N04731,2021,PMP,0.000537429
110N04731,2021,WE,0.000593737
110N04732,2021,AMP,0.000739895
110N04732,2021,MIDD,0.000935717
110N04732,2021,PMP,0.001398965
110N04732,2021,WE,0.000739895
110N04733,2021,AMP,0
110N04733,2021,MIDD,0
110N04733,2021,PMP,0
110N04733,2021,WE,0
110N04734,2021,AMP,0.000270356
110N04734,2021,MIDD,0.000615601
110N04734,2021,PMP,0.00068481
110N04734,2021,WE,0.000270356
110N04735,2021,AMP,0.002090257
110N04735,2021,MIDD,0.000116094
110N04735,2021,PMP,0.001049516
110N04735,2021,WE,0.002090257
110N04736,2021,AMP,0.000784298
110N04736,2021,MIDD,0.000139684
110N04736,2021,PMP,0.001246588
110N04736,2021,WE,0.000784298
110N04737,2021,AMP,0
110N04737,2021,MIDD,0.001134259
110N04737,2021,PMP,0.001070775
110N04737,2021,WE,0
110N04738,2021,AMP,0.000935842
110N04738,2021,MIDD,0.000712351
110N04738,2021,PMP,0.001224012
110N04738,2021,WE,0.000935842
110N04739,2021,AMP,0
110N04739,2021,MIDD,0
110N04739,2021,PMP,0
110N04739,2021,WE,0
110N04740,2021,AMP,0
110N04740,2021,MIDD,0
110N04740,2021,PMP,0
110N04740,2021,WE,0
110N04741,2021,AMP,0.003521565
110N04741,2021,MIDD,0.000558972
110N04741,2021,PMP,0.001332534
110N04741,2021,WE,0.003521565
110N04742,2021,AMP,0.002228819
110N04742,2021,MIDD,0.001377724
110N04742,2021,PMP,0.000449678
110N04742,2021,WE,0.002228819
110N04743,2021,AMP,0.000704251
110N04743,2021,MIDD,0.000667156
110N04743,2021,PMP,0.002276675
110N04743,2021,WE,0.000704251
110N04770,2021,AMP,0.000375428
110N04770,2021,MIDD,0.000388906
110N04770,2021,PMP,0.000334632
110N04770,2021,WE,0.000375428
110N04771,2021,AMP,0.000487966
110N04771,2021,MIDD,0.000145869
110N04771,2021,PMP,0.000954601
110N04771,2021,WE,0.000487966
110N04772,2021,AMP,0.000394716
110N04772,2021,MIDD,0.000452361
110N04772,2021,PMP,0.001967012
110N04772,2021,WE,0.000394716
110N04773,2021,AMP,0.000122853
110N04773,2021,MIDD,0.000062704
110N04773,2021,PMP,0.000537081
110N04773,2021,WE,0.000122853
110N04774,2021,AMP,0.006385206
110N04774,2021,MIDD,0.005380464
110N04774,2021,PMP,0.006302068
110N04774,2021,WE,0.006385206
110N04775,2021,AMP,0.004289552
110N04775,2021,MIDD,0.005463134
110N04775,2021,PMP,0.006984023
110N04775,2021,WE,0.004289552
110N04776,2021,AMP,0.001237224
110N04776,2021,MIDD,0.00042203
110N04776,2021,PMP,0.001303481
110N04776,2021,WE,0.001237224
110N04784,2021,AMP,0.008891695
110N04784,2021,MIDD,0.007045117
110N04784,2021,PMP,0.014836216
110N04784,2021,WE,0.008891695
110N04785,2021,AMP,0.005416516
110N04785,2021,MIDD,0.002530149
110N04785,2021,PMP,0.006143366
110N04785,2021,WE,0.005416516
110N04786,2021,AMP,0.005868038
110N04786,2021,MIDD,0.002818212
110N04786,2021,PMP,0.003221395
110N04786,2021,WE,0.005868038
110N04787,2021,AMP,0.003121465
110N04787,2021,MIDD,0.001849087
110N04787,2021,PMP,0.002031121
110N04787,2021,WE,0.003121465
110N04788,2021,AMP,0.001179836
110N04788,2021,MIDD,0.003645889
110N04788,2021,PMP,0.006107623
110N04788,2021,WE,0.001179836
110N04789,2021,AMP,0.007618551
110N04789,2021,MIDD,0.006200729
110N04789,2021,PMP,0.008613561
110N04789,2021,WE,0.007618551
110N04790,2021,AMP,0.00449185
110N04790,2021,MIDD,0.004532118
110N04790,2021,PMP,0.007514302
110N04790,2021,WE,0.00449185
110N04791,2021,AMP,0.006346924
110N04791,2021,MIDD,0.00493944
110N04791,2021,PMP,0.00685283
110N04791,2021,WE,0.006346924
110N04792,2021,AMP,0.003154977
110N04792,2021,MIDD,0.004322724
110N04792,2021,PMP,0.006048242
110N04792,2021,WE,0.003154977
110N04793,2021,AMP,0.014111053
110N04793,2021,MIDD,0.01524046
110N04793,2021,PMP,0.029424142
110N04793,2021,WE,0.014111053
110N04794,2021,AMP,0.001501679
110N04794,2021,MIDD,0.002456142
110N04794,2021,PMP,0.008282737
110N04794,2021,WE,0.001501679
110N04795,2021,AMP,0.004684176
110N04795,2021,MIDD,0.006868205
110N04795,2021,PMP,0.011191886
110N04795,2021,WE,0.004684176
110N04798,2021,AMP,0
110N04798,2021,MIDD,0.000275127
110N04798,2021,PMP,0
110N04798,2021,WE,0
110N04799,2021,AMP,0.000660481
110N04799,2021,MIDD,0.000422667
110N04799,2021,PMP,0.001543274
110N04799,2021,WE,0.000660481
110N04800,2021,AMP,0.001309902
110N04800,2021,MIDD,0.001318196
110N04800,2021,PMP,0.001142157
110N04800,2021,WE,0.001309902
110N04801,2021,AMP,0.00073339
110N04801,2021,MIDD,0.000784418
110N04801,2021,PMP,0.001357925
110N04801,2021,WE,0.00073339
110N04803,2021,AMP,0.000115899
110N04803,2021,MIDD,0.0000961829
110N04803,2021,PMP,0.000134913
110N04803,2021,WE,0.000115899
110N04804,2021,AMP,0.000522821
110N04804,2021,MIDD,0.001639896
110N04804,2021,PMP,0.002137706
110N04804,2021,WE,0.000522821
110N04805,2021,AMP,0.001877003
110N04805,2021,MIDD,0.003031492
110N04805,2021,PMP,0.004978462
110N04805,2021,WE,0.001877003
110N04806,2021,AMP,0.000507978
110N04806,2021,MIDD,0.001006624
110N04806,2021,PMP,0.0010801
110N04806,2021,WE,0.000507978
110N04807,2021,AMP,0.003096247
110N04807,2021,MIDD,0.004101383
110N04807,2021,PMP,0.004332393
110N04807,2021,WE,0.003096247
110N04808,2021,AMP,0.001645162
110N04808,2021,MIDD,0.000677798
110N04808,2021,PMP,0.001254324
110N04808,2021,WE,0.001645162
110N04809,2021,AMP,0.000674511
110N04809,2021,MIDD,0.000961442
110N04809,2021,PMP,0.000497376
110N04809,2021,WE,0.000674511
110N04810,2021,AMP,0.000494195
110N04810,2021,MIDD,0.001010488
110N04810,2021,PMP,0.000409896
110N04810,2021,WE,0.000494195
110N04811,2021,AMP,0.006013443
110N04811,2021,MIDD,0.006089134
110N04811,2021,PMP,0.002581662
110N04811,2021,WE,0.006013443
110N04812,2021,AMP,0.023371028
110N04812,2021,MIDD,0.012805059
110N04812,2021,PMP,0.015473786
110N04812,2021,WE,0.023371028
110N04813,2021,AMP,0.002991239
110N04813,2021,MIDD,0.00112746
110N04813,2021,PMP,0.003458552
110N04813,2021,WE,0.002991239
110N04814,2021,AMP,0.003261182
110N04814,2021,MIDD,0.001829672
110N04814,2021,PMP,0.004723466
110N04814,2021,WE,0.003261182
110N04815,2021,AMP,0.004672787
110N04815,2021,MIDD,0.006692066
110N04815,2021,PMP,0.013121277
110N04815,2021,WE,0.004672787
110N04816,2021,AMP,0.003763766
110N04816,2021,MIDD,0.003081164
110N04816,2021,PMP,0.00531282
110N04816,2021,WE,0.003763766
110N04817,2021,AMP,0.009799805
110N04817,2021,MIDD,0.0138655
110N04817,2021,PMP,0.019196453
110N04817,2021,WE,0.009799805
110N04818,2021,AMP,0.000350947
110N04818,2021,MIDD,0.002358088
110N04818,2021,PMP,0.000752971
110N04818,2021,WE,0.000350947
110N04819,2021,AMP,0.003855356
110N04819,2021,MIDD,0.003124713
110N04819,2021,PMP,0.005757149
110N04819,2021,WE,0.003855356
110N04820,2021,AMP,0.005955548
110N04820,2021,MIDD,0.005557711
110N04820,2021,PMP,0.014397841
110N04820,2021,WE,0.005955548
110N04821,2021,AMP,0.004149209
110N04821,2021,MIDD,0.0036801
110N04821,2021,PMP,0.012925605
110N04821,2021,WE,0.004149209
110N04823,2021,AMP,0.000249707
110N04823,2021,MIDD,0.0000646132
110N04823,2021,PMP,0.000505858
110N04823,2021,WE,0.000249707
110N04824,2021,AMP,0.000315283
110N04824,2021,MIDD,0.001406136
110N04824,2021,PMP,0.0006101
110N04824,2021,WE,0.000315283
110N04827,2021,AMP,0.000132902
110N04827,2021,MIDD,0.00035011
110N04827,2021,PMP,0.001356425
110N04827,2021,WE,0.000132902
110N04828,2021,AMP,0
110N04828,2021,MIDD,0
110N04828,2021,PMP,0
110N04828,2021,WE,0
110N04847,2021,AMP,0.000144077
110N04847,2021,MIDD,0.000624887
110N04847,2021,PMP,0.00060194
110N04847,2021,WE,0.000144077
110N04848,2021,AMP,0
110N04848,2021,MIDD,0.000601288
110N04848,2021,PMP,0.000638703
110N04848,2021,WE,0
110N04849,2021,AMP,0.001050433
110N04849,2021,MIDD,0.00027494
110N04849,2021,PMP,0.001577989
110N04849,2021,WE,0.001050433
110N04850,2021,AMP,0
110N04850,2021,MIDD,0
110N04850,2021,PMP,0.000260152
110N04850,2021,WE,0
110N04851,2021,AMP,0
110N04851,2021,MIDD,0.000225385
110N04851,2021,PMP,0
110N04851,2021,WE,0
110N04852,2021,AMP,0.00039711
110N04852,2021,MIDD,0.000368863
110N04852,2021,PMP,0.00037519
110N04852,2021,WE,0.00039711
110N04855,2021,AMP,0.006749771
110N04855,2021,MIDD,0.004742273
110N04855,2021,PMP,0.004199891
110N04855,2021,WE,0.006749771
110N04856,2021,AMP,0.008356927
110N04856,2021,MIDD,0.002508264
110N04856,2021,PMP,0.003328637
110N04856,2021,WE,0.008356927
110N04858,2021,AMP,0
110N04858,2021,MIDD,0
110N04858,2021,PMP,0.000802985
110N04858,2021,WE,0
110N04859,2021,AMP,0.002460853
110N04859,2021,MIDD,0.004409108
110N04859,2021,PMP,0.007892378
110N04859,2021,WE,0.002460853
110N04860,2021,AMP,0.002348597
110N04860,2021,MIDD,0.002065354
110N04860,2021,PMP,0.002876889
110N04860,2021,WE,0.002348597
110N04861,2021,AMP,0.001577717
110N04861,2021,MIDD,0.000833664
110N04861,2021,PMP,0.00249214
110N04861,2021,WE,0.001577717
110N04862,2021,AMP,0.015163741
110N04862,2021,MIDD,0.011908719
110N04862,2021,PMP,0.026506513
110N04862,2021,WE,0.015163741
110N04863,2021,AMP,0
110N04863,2021,MIDD,0
110N04863,2021,PMP,0.00140572
110N04863,2021,WE,0
110N04864,2021,AMP,0.003410931
110N04864,2021,MIDD,0.00240198
110N04864,2021,PMP,0.003126124
110N04864,2021,WE,0.003410931
110N04865,2021,AMP,0
110N04865,2021,MIDD,0
110N04865,2021,PMP,0
110N04865,2021,WE,0
110N04866,2021,AMP,0.009652573
110N04866,2021,MIDD,0.005781195
110N04866,2021,PMP,0.006432666
110N04866,2021,WE,0.009652573
110N04867,2021,AMP,0.002368987
110N04867,2021,MIDD,0.001291825
110N04867,2021,PMP,0.001401333
110N04867,2021,WE,0.002368987
110N04868,2021,AMP,0.007072841
110N04868,2021,MIDD,0.004662909
110N04868,2021,PMP,0.008187671
110N04868,2021,WE,0.007072841
110N04869,2021,AMP,0.001317854
110N04869,2021,MIDD,0.001191621
110N04869,2021,PMP,0.002179911
110N04869,2021,WE,0.001317854
110N04870,2021,AMP,0.00284436
110N04870,2021,MIDD,0.00199412
110N04870,2021,PMP,0.001099277
110N04870,2021,WE,0.00284436
110N04871,2021,AMP,0
110N04871,2021,MIDD,0.000032638
110N04871,2021,PMP,0
110N04871,2021,WE,0
110N04872,2021,AMP,0.001663202
110N04872,2021,MIDD,0.000804197
110N04872,2021,PMP,0.000813057
110N04872,2021,WE,0.001663202
110N04873,2021,AMP,0.001277963
110N04873,2021,MIDD,0.000475951
110N04873,2021,PMP,0.000344704
110N04873,2021,WE,0.001277963
110N04874,2021,AMP,0
110N04874,2021,MIDD,0
110N04874,2021,PMP,0.000188587
110N04874,2021,WE,0
110N04875,2021,AMP,0
110N04875,2021,MIDD,0.000341995
110N04875,2021,PMP,0.001953485
110N04875,2021,WE,0
110N04876,2021,AMP,0
110N04876,2021,MIDD,0
110N04876,2021,PMP,0
110N04876,2021,WE,0
110N04877,2021,AMP,0
110N04877,2021,MIDD,0
110N04877,2021,PMP,0
110N04877,2021,WE,0
110N04878,2021,AMP,0.000512419
110N04878,2021,MIDD,0.002542985
110N04878,2021,PMP,0.002990836
110N04878,2021,WE,0.000512419
110N04879,2021,AMP,0.001566518
110N04879,2021,MIDD,0.003043601
110N04879,2021,PMP,0.005888218
110N04879,2021,WE,0.001566518
110N04880,2021,AMP,0.002173019
110N04880,2021,MIDD,0.002147754
110N04880,2021,PMP,0.002192345
110N04880,2021,WE,0.002173019
110N04881,2021,AMP,0
110N04881,2021,MIDD,0
110N04881,2021,PMP,0
110N04881,2021,WE,0
110N04883,2021,AMP,0.008185959
110N04883,2021,MIDD,0.004714431
110N04883,2021,PMP,0.007249853
110N04883,2021,WE,0.008185959
110N04884,2021,AMP,0.003567982
110N04884,2021,MIDD,0.003405757
110N04884,2021,PMP,0.004172145
110N04884,2021,WE,0.003567982
110N04885,2021,AMP,0.001745842
110N04885,2021,MIDD,0.001946268
110N04885,2021,PMP,0.000163141
110N04885,2021,WE,0.001745842
110N04886,2021,AMP,0.008268835
110N04886,2021,MIDD,0.003834185
110N04886,2021,PMP,0.00383175
110N04886,2021,WE,0.008268835
110N04887,2021,AMP,0.001555235
110N04887,2021,MIDD,0.002123878
110N04887,2021,PMP,0.002862671
110N04887,2021,WE,0.001555235
110N04888,2021,AMP,0.001219129
110N04888,2021,MIDD,0.001783744
110N04888,2021,PMP,0.003509653
110N04888,2021,WE,0.001219129
110N04889,2021,AMP,0.001980951
110N04889,2021,MIDD,0.004246964
110N04889,2021,PMP,0.001819999
110N04889,2021,WE,0.001980951
110N04890,2021,AMP,0.008749903
110N04890,2021,MIDD,0.006519757
110N04890,2021,PMP,0.002741811
110N04890,2021,WE,0.008749903
110N04891,2021,AMP,0
110N04891,2021,MIDD,0
110N04891,2021,PMP,0.000219641
110N04891,2021,WE,0
110N04892,2021,AMP,0.003373328
110N04892,2021,MIDD,0.004860848
110N04892,2021,PMP,0.010014257
110N04892,2021,WE,0.003373328
110N04893,2021,AMP,0
110N04893,2021,MIDD,0
110N04893,2021,PMP,0
110N04893,2021,WE,0
110N04894,2021,AMP,0.001162754
110N04894,2021,MIDD,0.003084512
110N04894,2021,PMP,0.001689903
110N04894,2021,WE,0.001162754
110N04895,2021,AMP,0.004447697
110N04895,2021,MIDD,0.002860027
110N04895,2021,PMP,0.003952517
110N04895,2021,WE,0.004447697
110N04896,2021,AMP,0.000936705
110N04896,2021,MIDD,0.001067554
110N04896,2021,PMP,0.00272037
110N04896,2021,WE,0.000936705
110N04897,2021,AMP,0.000225502
110N04897,2021,MIDD,0.000551713
110N04897,2021,PMP,0.000365776
110N04897,2021,WE,0.000225502
110N04898,2021,AMP,0.001495441
110N04898,2021,MIDD,0.002247014
110N04898,2021,PMP,0.000398414
110N04898,2021,WE,0.001495441
110N04899,2021,AMP,0
110N04899,2021,MIDD,0.00000954198
110N04899,2021,PMP,0.0000630831
110N04899,2021,WE,0
110N04900,2021,AMP,0.00025114
110N04900,2021,MIDD,0.000314143
110N04900,2021,PMP,0.000539043
110N04900,2021,WE,0.00025114
110N04901,2021,AMP,0.000860581
110N04901,2021,MIDD,0.003329369
110N04901,2021,PMP,0.006588605
110N04901,2021,WE,0.000860581
110N04902,2021,AMP,0.000858078
110N04902,2021,MIDD,0.002036469
110N04902,2021,PMP,0.005352673
110N04902,2021,WE,0.000858078
110N04903,2021,AMP,0.004495546
110N04903,2021,MIDD,0.00476438
110N04903,2021,PMP,0.013125385
110N04903,2021,WE,0.004495546
110N04904,2021,AMP,0.000289308
110N04904,2021,MIDD,0.0000591442
110N04904,2021,PMP,0.001663277
110N04904,2021,WE,0.000289308
110N04905,2021,AMP,0.000382116
110N04905,2021,MIDD,0.001383627
110N04905,2021,PMP,0.000270495
110N04905,2021,WE,0.000382116
110N04906,2021,AMP,0.000916927
110N04906,2021,MIDD,0.004914768
110N04906,2021,PMP,0.00153532
110N04906,2021,WE,0.000916927
110N04907,2021,AMP,0.00816869
110N04907,2021,MIDD,0.008698898
110N04907,2021,PMP,0.013487681
110N04907,2021,WE,0.00816869
110N04910,2021,AMP,0.003411589
110N04910,2021,MIDD,0.002209842
110N04910,2021,PMP,0.002987024
110N04910,2021,WE,0.003411589
110N04911,2021,AMP,0.001217029
110N04911,2021,MIDD,0.000889741
110N04911,2021,PMP,0.00307241
110N04911,2021,WE,0.001217029
110N04912,2021,AMP,0.001053055
110N04912,2021,MIDD,0.001803358
110N04912,2021,PMP,0.001063884
110N04912,2021,WE,0.001053055
110N04913,2021,AMP,0.001995638
110N04913,2021,MIDD,0.002266892
110N04913,2021,PMP,0.003037198
110N04913,2021,WE,0.001995638
110N04914,2021,AMP,0.0000760708
110N04914,2021,MIDD,0.000364528
110N04914,2021,PMP,0.0003661
110N04914,2021,WE,0.0000760708
110N04915,2021,AMP,0.000398775
110N04915,2021,MIDD,0.000388197
110N04915,2021,PMP,0.000590864
110N04915,2021,WE,0.000398775
110N04925,2021,AMP,0.005557095
110N04925,2021,MIDD,0.011106848
110N04925,2021,PMP,0.011779645
110N04925,2021,WE,0.005557095
110N04926,2021,AMP,0.002149597
110N04926,2021,MIDD,0.000146399
110N04926,2021,PMP,0.000439064
110N04926,2021,WE,0.002149597
110N04944,2021,AMP,0.004594727
110N04944,2021,MIDD,0.004026098
110N04944,2021,PMP,0.016086019
110N04944,2021,WE,0.004594727
110N04945,2021,AMP,0.000209664
110N04945,2021,MIDD,0
110N04945,2021,PMP,0.001614822
110N04945,2021,WE,0.000209664
110N04946,2021,AMP,0.003571242
110N04946,2021,MIDD,0.003241591
110N04946,2021,PMP,0.01095178
110N04946,2021,WE,0.003571242
110N04947,2021,AMP,0.000342438
110N04947,2021,MIDD,0.001078156
110N04947,2021,PMP,0.002168785
110N04947,2021,WE,0.000342438
110N04948,2021,AMP,0.003819553
110N04948,2021,MIDD,0.001197197
110N04948,2021,PMP,0.002441202
110N04948,2021,WE,0.003819553
110N04949,2021,AMP,0.003993637
110N04949,2021,MIDD,0.003676523
110N04949,2021,PMP,0.004068949
110N04949,2021,WE,0.003993637
110N04950,2021,AMP,0.00168797
110N04950,2021,MIDD,0.000864031
110N04950,2021,PMP,0.002101731
110N04950,2021,WE,0.00168797
110N04951,2021,AMP,0.001332575
110N04951,2021,MIDD,0.002433541
110N04951,2021,PMP,0.004563538
110N04951,2021,WE,0.001332575
110N04954,2021,AMP,0.008431887
110N04954,2021,MIDD,0.005148491
110N04954,2021,PMP,0.008052115
110N04954,2021,WE,0.008431887
110N04955,2021,AMP,0.004525742
110N04955,2021,MIDD,0.000346517
110N04955,2021,PMP,0.00265733
110N04955,2021,WE,0.004525742
110N04956,2021,AMP,0.000814575
110N04956,2021,MIDD,0.000532777
110N04956,2021,PMP,0.002386676
110N04956,2021,WE,0.000814575
110N04957,2021,AMP,0.000498224
110N04957,2021,MIDD,0.002014906
110N04957,2021,PMP,0.004075955
110N04957,2021,WE,0.000498224
110N04958,2021,AMP,0.000199587
110N04958,2021,MIDD,0.001397196
110N04958,2021,PMP,0.000103321
110N04958,2021,WE,0.000199587
110N05007,2021,AMP,0.003091861
110N05007,2021,MIDD,0.001747487
110N05007,2021,PMP,0.003728933
110N05007,2021,WE,0.003091861
110N05008,2021,AMP,0.002795894
110N05008,2021,MIDD,0.003301601
110N05008,2021,PMP,0.004015736
110N05008,2021,WE,0.002795894
110N05009,2021,AMP,0.0000324693
110N05009,2021,MIDD,0.000525693
110N05009,2021,PMP,0.0000928587
110N05009,2021,WE,0.0000324693
110N05010,2021,AMP,0.00010462
110N05010,2021,MIDD,0.000524303
110N05010,2021,PMP,0.000919378
110N05010,2021,WE,0.00010462
110N05011,2021,AMP,0.000221105
110N05011,2021,MIDD,0.00087872
110N05011,2021,PMP,0.000358225
110N05011,2021,WE,0.000221105
110N05012,2021,AMP,0.000807195
110N05012,2021,MIDD,0.000892427
110N05012,2021,PMP,0.000955675
110N05012,2021,WE,0.000807195
110N05017,2021,AMP,0.002590861
110N05017,2021,MIDD,0.002246757
110N05017,2021,PMP,0.002248804
110N05017,2021,WE,0.002590861
110N05018,2021,AMP,0.001064172
110N05018,2021,MIDD,0.000733617
110N05018,2021,PMP,0.000410703
110N05018,2021,WE,0.001064172
110N05019,2021,AMP,0.000311153
110N05019,2021,MIDD,0.00000576486
110N05019,2021,PMP,0.000388724
110N05019,2021,WE,0.000311153
110N05020,2021,AMP,0.0000794221
110N05020,2021,MIDD,0
110N05020,2021,PMP,0
110N05020,2021,WE,0.0000794221
110N05021,2021,AMP,0.003792562
110N05021,2021,MIDD,0.002853873
110N05021,2021,PMP,0.006552502
110N05021,2021,WE,0.003792562
110N05022,2021,AMP,0.001037328
110N05022,2021,MIDD,0.001403702
110N05022,2021,PMP,0.003912834
110N05022,2021,WE,0.001037328
110N05353,2021,AMP,0.003323324
110N05353,2021,MIDD,0.002157741
110N05353,2021,PMP,0.000639259
110N05353,2021,WE,0.003323324
110N05354,2021,AMP,0.000000927693
110N05354,2021,MIDD,0.0000150198
110N05354,2021,PMP,0
110N05354,2021,WE,0.000000927693
110N05355,2021,AMP,0
110N05355,2021,MIDD,0.000231515
110N05355,2021,PMP,0.001346837
110N05355,2021,WE,0
110N05356,2021,AMP,0.000713303
110N05356,2021,MIDD,0.000530114
110N05356,2021,PMP,0.001692841
110N05356,2021,WE,0.000713303
110N05357,2021,AMP,0.00130177
110N05357,2021,MIDD,0.003405571
110N05357,2021,PMP,0.00177098
110N05357,2021,WE,0.00130177
110N05358,2021,AMP,0.001533556
110N05358,2021,MIDD,0.002906566
110N05358,2021,PMP,0.007958924
110N05358,2021,WE,0.001533556
110N05359,2021,AMP,0.000366004
110N05359,2021,MIDD,0.000992567
110N05359,2021,PMP,0.000158635
110N05359,2021,WE,0.000366004
110N05360,2021,AMP,0.001915709
110N05360,2021,MIDD,0.000554549
110N05360,2021,PMP,0.000986394
110N05360,2021,WE,0.001915709
110N05361,2021,AMP,0.00015731
110N05361,2021,MIDD,0.000219024
110N05361,2021,PMP,0.000521894
110N05361,2021,WE,0.00015731
110N05362,2021,AMP,0
110N05362,2021,MIDD,0.000581542
110N05362,2021,PMP,0.0000922392
110N05362,2021,WE,0
110N05363,2021,AMP,0.00044181
110N05363,2021,MIDD,0.000609008
110N05363,2021,PMP,0.0000830821
110N05363,2021,WE,0.00044181
110N05364,2021,AMP,0.000290416
110N05364,2021,MIDD,0.00079543
110N05364,2021,PMP,0.001322843
