TMC,YEAR,PERIOD,Crashes
110P04790,2023,PMP,7.124134272
110P04790,2023,WE,5.461836275
110P04790,2024,AMP,7.086695035
110P04790,2024,MIDD,6.353588652
110P04790,2024,PMP,7.331063829
110P04790,2024,WE,5.620482269
110P04791,2017,AMP,0
110P04791,2017,MIDD,3
110P04791,2017,PMP,8
110P04791,2017,WE,2
110P04791,2018,AMP,3
110P04791,2018,MIDD,4
110P04791,2018,PMP,8
110P04791,2018,WE,3
110P04791,2019,AMP,3
110P04791,2019,MIDD,3
110P04791,2019,PMP,6
110P04791,2019,WE,1
110P04791,2020,AMP,2
110P04791,2020,MIDD,2
110P04791,2020,PMP,2
110P04791,2020,WE,4
110P04791,2021,AMP,3.608337785
110P04791,2021,MIDD,1.732002137
110P04791,2021,PMP,3.464004274
110P04791,2021,WE,1.443335114
110P04791,2022,AMP,3.656274354
110P04791,2022,MIDD,1.75501169
110P04791,2022,PMP,3.510023379
110P04791,2022,WE,1.462509741
110P04791,2023,AMP,3.704714174
110P04791,2023,MIDD,1.778262803
110P04791,2023,PMP,3.556525607
110P04791,2023,WE,1.481885669
110P04791,2024,AMP,3.753654369
110P04791,2024,MIDD,1.801754097
110P04791,2024,PMP,3.603508194
110P04791,2024,WE,1.501461747
110P04792,2017,AMP,8
110P04792,2017,MIDD,5
110P04792,2017,PMP,2
110P04792,2017,WE,3
110P04792,2018,AMP,7
110P04792,2018,MIDD,4
110P04792,2018,PMP,1
110P04792,2018,WE,1
110P04792,2019,AMP,3
110P04792,2019,MIDD,4
110P04792,2019,PMP,1
110P04792,2019,WE,1
110P04792,2020,AMP,1
110P04792,2020,MIDD,2
110P04792,2020,PMP,3
110P04792,2020,WE,0
110P04792,2021,AMP,1.435534893
110P04792,2021,MIDD,1.133317021
110P04792,2021,PMP,0.528881276
110P04792,2021,WE,0.982208084
110P04792,2022,AMP,1.455147967
110P04792,2022,MIDD,1.148801027
110P04792,2022,PMP,0.536107146
110P04792,2022,WE,0.995627557
110P04792,2023,AMP,1.474972553
110P04792,2023,MIDD,1.164452016
110P04792,2023,PMP,0.543410941
110P04792,2023,WE,1.009191747
110P04792,2024,AMP,1.495007921
110P04792,2024,MIDD,1.180269411
110P04792,2024,PMP,0.550792392
110P04792,2024,WE,1.022900156
110P04793,2017,AMP,0
110P04793,2017,MIDD,2
110P04793,2017,PMP,0
110P04793,2017,WE,0
110P04793,2018,AMP,0
110P04793,2018,MIDD,0
110P04793,2018,PMP,0
110P04793,2018,WE,0
110P04793,2019,AMP,4
110P04793,2019,MIDD,1
110P04793,2019,PMP,2
110P04793,2019,WE,0
110P04793,2020,AMP,1
110P04793,2020,MIDD,2
110P04793,2020,PMP,4
110P04793,2020,WE,0
110P04793,2021,AMP,1.59419993
110P04793,2021,MIDD,1.138714235
110P04793,2021,PMP,1.821942777
110P04793,2021,WE,4.099371248
110P04793,2022,AMP,1.615345926
110P04793,2022,MIDD,1.153818518
110P04793,2022,PMP,1.846109629
110P04793,2022,WE,4.153746666
110P04793,2023,AMP,1.636742314
110P04793,2023,MIDD,1.169101653
110P04793,2023,PMP,1.870562645
110P04793,2023,WE,4.208765951
110P04793,2024,AMP,1.658327869
110P04793,2024,MIDD,1.184519906
110P04793,2024,PMP,1.89523185
110P04793,2024,WE,4.264271662
110P04794,2017,AMP,2
110P04794,2017,MIDD,5
110P04794,2017,PMP,2
110P04794,2017,WE,2
110P04794,2018,AMP,2
110P04794,2018,MIDD,4
110P04794,2018,PMP,6
110P04794,2018,WE,2
110P04794,2019,AMP,5
110P04794,2019,MIDD,8
110P04794,2019,PMP,4
110P04794,2019,WE,0
110P04794,2020,AMP,6
110P04794,2020,MIDD,2
110P04794,2020,PMP,2
110P04794,2020,WE,1
110P04794,2021,AMP,1.397638702
110P04794,2021,MIDD,1.770342356
110P04794,2021,PMP,1.304462789
110P04794,2021,WE,2.236221924
110P04794,2022,AMP,1.415823982
110P04794,2022,MIDD,1.793377044
110P04794,2022,PMP,1.321435717
110P04794,2022,WE,2.265318371
110P04794,2023,AMP,1.434226295
110P04794,2023,MIDD,1.816686641
110P04794,2023,PMP,1.338611209
110P04794,2023,WE,2.294762072
110P04794,2024,AMP,1.452771974
110P04794,2024,MIDD,1.840177834
110P04794,2024,PMP,1.355920509
110P04794,2024,WE,2.324435159
110P04795,2017,AMP,5
110P04795,2017,MIDD,4
110P04795,2017,PMP,3
110P04795,2017,WE,1
110P04795,2018,AMP,6
110P04795,2018,MIDD,2
110P04795,2018,PMP,7
110P04795,2018,WE,0
110P04795,2019,AMP,8
110P04795,2019,MIDD,10
110P04795,2019,PMP,3
110P04795,2019,WE,4
110P04795,2020,AMP,1
110P04795,2020,MIDD,5
110P04795,2020,PMP,11
110P04795,2020,WE,3
110P04795,2021,AMP,2.219263124
110P04795,2021,MIDD,2.33022628
110P04795,2021,PMP,2.663115748
110P04795,2021,WE,2.663115748
110P04795,2022,AMP,2.248138913
110P04795,2022,MIDD,2.360545858
110P04795,2022,PMP,2.697766695
110P04795,2022,WE,2.697766695
110P04795,2023,AMP,2.277359322
110P04795,2023,MIDD,2.391227288
110P04795,2023,PMP,2.732831186
110P04795,2023,WE,2.732831186
110P04795,2024,AMP,2.306807377
110P04795,2024,MIDD,2.422147746
110P04795,2024,PMP,2.768168852
110P04795,2024,WE,2.768168852
110P04798,2017,AMP,0
110P04798,2017,MIDD,0
110P04798,2017,PMP,0
110P04798,2017,WE,0
110P04798,2018,AMP,0
110P04798,2018,MIDD,1
110P04798,2018,PMP,0
110P04798,2018,WE,2
110P04798,2019,AMP,0
110P04798,2019,MIDD,0
110P04798,2019,PMP,0
110P04798,2019,WE,0
110P04798,2020,AMP,0
110P04798,2020,MIDD,2
110P04798,2020,PMP,0
110P04798,2020,WE,0
110P04798,2021,AMP,2.365044783
110P04798,2021,MIDD,1.182522392
110P04798,2021,PMP,2.365044783
110P04798,2021,WE,1.478152989
110P04798,2022,AMP,2.401503963
110P04798,2022,MIDD,1.200751981
110P04798,2022,PMP,2.401503963
110P04798,2022,WE,1.500939977
110P04798,2023,AMP,2.439156791
110P04798,2023,MIDD,1.219578395
110P04798,2023,PMP,2.439156791
110P04798,2023,WE,1.524472994
110P04798,2024,AMP,2.477897606
110P04798,2024,MIDD,1.238948803
110P04798,2024,PMP,2.477897606
110P04798,2024,WE,1.548686004
110P04799,2017,AMP,1
110P04799,2017,MIDD,1
110P04799,2017,PMP,0
110P04799,2017,WE,1
110P04799,2018,AMP,0
110P04799,2018,MIDD,0
110P04799,2018,PMP,1
110P04799,2018,WE,1
110P04799,2019,AMP,0
110P04799,2019,MIDD,0
110P04799,2019,PMP,0
110P04799,2019,WE,2
110P04799,2020,AMP,0
110P04799,2020,MIDD,0
110P04799,2020,PMP,0
110P04799,2020,WE,0
110P04799,2021,AMP,1.751736362
110P04799,2021,MIDD,1.751736362
110P04799,2021,PMP,2.001984414
110P04799,2021,WE,1.000992207
110P04799,2022,AMP,1.78178434
110P04799,2022,MIDD,1.78178434
110P04799,2022,PMP,2.03632496
110P04799,2022,WE,1.01816248
110P04799,2023,AMP,1.812714885
110P04799,2023,MIDD,1.812714885
110P04799,2023,PMP,2.071674154
110P04799,2023,WE,1.035837077
110P04799,2024,AMP,1.844665552
110P04799,2024,MIDD,1.844665552
110P04799,2024,PMP,2.108189202
110P04799,2024,WE,1.054094601
110P04800,2017,AMP,0
110P04800,2017,MIDD,0
110P04800,2017,PMP,0
110P04800,2017,WE,2
110P04800,2018,AMP,0
110P04800,2018,MIDD,0
110P04800,2018,PMP,0
110P04800,2018,WE,2
110P04800,2019,AMP,0
110P04800,2019,MIDD,1
110P04800,2019,PMP,0
110P04800,2019,WE,0
110P04800,2020,AMP,0
110P04800,2020,MIDD,0
110P04800,2020,PMP,0
110P04800,2020,WE,0
110P04800,2021,AMP,2.228770203
110P04800,2021,MIDD,2.057326342
110P04800,2021,PMP,2.228770203
110P04800,2021,WE,1.371550894
110P04800,2022,AMP,2.267000864
110P04800,2022,MIDD,2.092616182
110P04800,2022,PMP,2.267000864
110P04800,2022,WE,1.395077455
110P04800,2023,AMP,2.306354432
110P04800,2023,MIDD,2.128942552
110P04800,2023,PMP,2.306354432
110P04800,2023,WE,1.419295035
110P04800,2024,AMP,2.347005923
110P04800,2024,MIDD,2.166467006
110P04800,2024,PMP,2.347005923
110P04800,2024,WE,1.444311337
110P04801,2017,AMP,0
110P04801,2017,MIDD,0
110P04801,2017,PMP,0
110P04801,2017,WE,0
110P04801,2018,AMP,1
110P04801,2018,MIDD,0
110P04801,2018,PMP,0
110P04801,2018,WE,0
110P04801,2019,AMP,2
110P04801,2019,MIDD,1
110P04801,2019,PMP,0
110P04801,2019,WE,0
110P04801,2020,AMP,0
110P04801,2020,MIDD,0
110P04801,2020,PMP,0
110P04801,2020,WE,0
110P04801,2021,AMP,1.980852841
110P04801,2021,MIDD,1.980852841
110P04801,2021,PMP,2.971279261
110P04801,2021,WE,2.971279261
110P04801,2022,AMP,1.999385351
110P04801,2022,MIDD,1.999385351
110P04801,2022,PMP,2.999078027
110P04801,2022,WE,2.999078027
110P04801,2023,AMP,2.018236915
110P04801,2023,MIDD,2.018236915
110P04801,2023,PMP,3.027355373
110P04801,2023,WE,3.027355373
110P04801,2024,AMP,2.037528687
110P04801,2024,MIDD,2.037528687
110P04801,2024,PMP,3.056293031
110P04801,2024,WE,3.056293031
110P04803,2017,AMP,0
110P04803,2017,MIDD,1
110P04803,2017,PMP,1
110P04803,2017,WE,1
110P04803,2018,AMP,1
110P04803,2018,MIDD,0
110P04803,2018,PMP,0
110P04803,2018,WE,0
110P04803,2019,AMP,0
110P04803,2019,MIDD,0
110P04803,2019,PMP,1
110P04803,2019,WE,1
110P04803,2020,AMP,0
110P04803,2020,MIDD,0
110P04803,2020,PMP,0
110P04803,2020,WE,1
110P04803,2021,AMP,4.822977099
110P04803,2021,MIDD,3.617232824
110P04803,2021,PMP,3.014360687
110P04803,2021,WE,2.411488549
110P04803,2022,AMP,4.875582758
110P04803,2022,MIDD,3.656687069
110P04803,2022,PMP,3.047239224
110P04803,2022,WE,2.437791379
110P04803,2023,AMP,4.92921954
110P04803,2023,MIDD,3.696914655
110P04803,2023,PMP,3.080762213
110P04803,2023,WE,2.46460977
110P04803,2024,AMP,4.983906272
110P04803,2024,MIDD,3.737929704
110P04803,2024,PMP,3.11494142
110P04803,2024,WE,2.491953136
110P04804,2017,AMP,0
110P04804,2017,MIDD,0
110P04804,2017,PMP,0
110P04804,2017,WE,1
110P04804,2018,AMP,0
110P04804,2018,MIDD,0
110P04804,2018,PMP,1
110P04804,2018,WE,0
110P04804,2019,AMP,1
110P04804,2019,MIDD,2
110P04804,2019,PMP,0
110P04804,2019,WE,0
110P04804,2020,AMP,2
110P04804,2020,MIDD,1
110P04804,2020,PMP,2
110P04804,2020,WE,2
110P04804,2021,AMP,1.339611971
110P04804,2021,MIDD,1.339611971
110P04804,2021,PMP,1.786149294
110P04804,2021,WE,1.562880632
110P04804,2022,AMP,1.353177934
110P04804,2022,MIDD,1.353177934
110P04804,2022,PMP,1.804237246
110P04804,2022,WE,1.57870759
110P04804,2023,AMP,1.36695454
110P04804,2023,MIDD,1.36695454
110P04804,2023,PMP,1.822606053
110P04804,2023,WE,1.594780296
110P04804,2024,AMP,1.38094513
110P04804,2024,MIDD,1.38094513
110P04804,2024,PMP,1.841260173
110P04804,2024,WE,1.611102651
110P04805,2017,AMP,1
110P04805,2017,MIDD,1
110P04805,2017,PMP,4
110P04805,2017,WE,0
110P04805,2018,AMP,0
110P04805,2018,MIDD,2
110P04805,2018,PMP,0
110P04805,2018,WE,0
110P04805,2019,AMP,4
110P04805,2019,MIDD,3
110P04805,2019,PMP,1
110P04805,2019,WE,1
110P04805,2020,AMP,3
110P04805,2020,MIDD,1
110P04805,2020,PMP,2
110P04805,2020,WE,4
110P04805,2021,AMP,1.249930146
110P04805,2021,MIDD,0.874951102
110P04805,2021,PMP,1.124937131
110P04805,2021,WE,1.62490919
110P04805,2022,AMP,1.262587921
110P04805,2022,MIDD,0.883811545
110P04805,2022,PMP,1.136329129
110P04805,2022,WE,1.641364298
110P04805,2023,AMP,1.275442236
110P04805,2023,MIDD,0.892809565
110P04805,2023,PMP,1.147898012
110P04805,2023,WE,1.658074907
110P04805,2024,AMP,1.288496211
110P04805,2024,MIDD,0.901947347
110P04805,2024,PMP,1.159646589
110P04805,2024,WE,1.675045074
110P04806,2017,AMP,3
110P04806,2017,MIDD,2
110P04806,2017,PMP,4
110P04806,2017,WE,3
110P04806,2018,AMP,2
110P04806,2018,MIDD,3
110P04806,2018,PMP,1
110P04806,2018,WE,4
110P04806,2019,AMP,1
110P04806,2019,MIDD,2
110P04806,2019,PMP,3
110P04806,2019,WE,1
110P04806,2020,AMP,2
110P04806,2020,MIDD,1
110P04806,2020,PMP,5
110P04806,2020,WE,0
110P04806,2021,AMP,0.663833537
110P04806,2021,MIDD,0.663833537
110P04806,2021,PMP,1.078729498
110P04806,2021,WE,1.576604651
110P04806,2022,AMP,0.674046754
110P04806,2022,MIDD,0.674046754
110P04806,2022,PMP,1.095325975
110P04806,2022,WE,1.600861041
110P04806,2023,AMP,0.684410444
110P04806,2023,MIDD,0.684410444
110P04806,2023,PMP,1.112166971
110P04806,2023,WE,1.625474804
110P04806,2024,AMP,0.694889869
110P04806,2024,MIDD,0.694889869
110P04806,2024,PMP,1.129196037
110P04806,2024,WE,1.650363438
110P04807,2017,AMP,2
110P04807,2017,MIDD,1
110P04807,2017,PMP,2
110P04807,2017,WE,1
110P04807,2018,AMP,2
110P04807,2018,MIDD,1
110P04807,2018,PMP,4
110P04807,2018,WE,2
110P04807,2019,AMP,2
110P04807,2019,MIDD,0
110P04807,2019,PMP,1
110P04807,2019,WE,1
110P04807,2020,AMP,0
110P04807,2020,MIDD,0
110P04807,2020,PMP,0
110P04807,2020,WE,2
110P04807,2021,AMP,1.615456069
110P04807,2021,MIDD,1.777001676
110P04807,2021,PMP,1.777001676
110P04807,2021,WE,0.969273642
110P04807,2022,AMP,1.63858608
110P04807,2022,MIDD,1.802444688
110P04807,2022,PMP,1.802444688
110P04807,2022,WE,0.983151648
110P04807,2023,AMP,1.662005692
110P04807,2023,MIDD,1.828206261
110P04807,2023,PMP,1.828206261
110P04807,2023,WE,0.997203415
110P04807,2024,AMP,1.685715104
110P04807,2024,MIDD,1.854286615
110P04807,2024,PMP,1.854286615
110P04807,2024,WE,1.011429063
110P04808,2017,AMP,0
110P04808,2017,MIDD,0
110P04808,2017,PMP,0
110P04808,2017,WE,0
110P04808,2018,AMP,0
110P04808,2018,MIDD,0
110P04808,2018,PMP,0
110P04808,2018,WE,0
110P04808,2019,AMP,3
110P04808,2019,MIDD,0
110P04808,2019,PMP,0
110P04808,2019,WE,2
110P04808,2020,AMP,1
110P04808,2020,MIDD,2
110P04808,2020,PMP,1
110P04808,2020,WE,2
110P04808,2021,AMP,2.299978096
110P04808,2021,MIDD,4.599956193
110P04808,2021,PMP,4.024961669
110P04808,2021,WE,2.299978096
110P04808,2022,AMP,2.332272976
110P04808,2022,MIDD,4.664545952
110P04808,2022,PMP,4.081477708
110P04808,2022,WE,2.332272976
110P04808,2023,AMP,2.36492261
110P04808,2023,MIDD,4.72984522
110P04808,2023,PMP,4.138614567
110P04808,2023,WE,2.36492261
110P04808,2024,AMP,2.397984952
110P04808,2024,MIDD,4.795969903
110P04808,2024,PMP,4.196473665
110P04808,2024,WE,2.397984952
110P04809,2017,AMP,0
110P04809,2017,MIDD,3
110P04809,2017,PMP,0
110P04809,2017,WE,0
110P04809,2018,AMP,0
110P04809,2018,MIDD,0
110P04809,2018,PMP,0
110P04809,2018,WE,1
110P04809,2019,AMP,0
110P04809,2019,MIDD,1
110P04809,2019,PMP,0
110P04809,2019,WE,1
110P04809,2020,AMP,0
110P04809,2020,MIDD,3
110P04809,2020,PMP,0
110P04809,2020,WE,0
110P04809,2021,AMP,2.242572101
110P04809,2021,MIDD,1.868810084
110P04809,2021,PMP,2.242572101
110P04809,2021,WE,1.495048067
110P04809,2022,AMP,2.274815091
110P04809,2022,MIDD,1.895679243
110P04809,2022,PMP,2.274815091
110P04809,2022,WE,1.516543394
110P04809,2023,AMP,2.307405337
110P04809,2023,MIDD,1.922837781
110P04809,2023,PMP,2.307405337
110P04809,2023,WE,1.538270225
110P04809,2024,AMP,2.340475493
110P04809,2024,MIDD,1.950396244
110P04809,2024,PMP,2.340475493
110P04809,2024,WE,1.560316995
110P04810,2017,AMP,2
110P04810,2017,MIDD,2
110P04810,2017,PMP,1
110P04810,2017,WE,1
110P04810,2018,AMP,2
110P04810,2018,MIDD,3
110P04810,2018,PMP,1
110P04810,2018,WE,1
110P04810,2019,AMP,1
110P04810,2019,MIDD,0
110P04810,2019,PMP,2
110P04810,2019,WE,0
110P04810,2020,AMP,1
110P04810,2020,MIDD,1
110P04810,2020,PMP,1
110P04810,2020,WE,1
110P04810,2021,AMP,3.001386984
110P04810,2021,MIDD,5.00231164
110P04810,2021,PMP,2.50115582
110P04810,2021,WE,3.501618148
110P04810,2022,AMP,3.043761864
110P04810,2022,MIDD,5.07293644
110P04810,2022,PMP,2.53646822
110P04810,2022,WE,3.551055508
110P04810,2023,AMP,3.086702343
110P04810,2023,MIDD,5.144503904
110P04810,2023,PMP,2.572251952
110P04810,2023,WE,3.601152733
110P04810,2024,AMP,3.13012909
110P04810,2024,MIDD,5.216881817
110P04810,2024,PMP,2.608440908
110P04810,2024,WE,3.651817272
110P04811,2017,AMP,2
110P04811,2017,MIDD,1
110P04811,2017,PMP,2
110P04811,2017,WE,2
110P04811,2018,AMP,3
110P04811,2018,MIDD,0
110P04811,2018,PMP,1
110P04811,2018,WE,1
110P04811,2019,AMP,1
110P04811,2019,MIDD,2
110P04811,2019,PMP,0
110P04811,2019,WE,0
110P04811,2020,AMP,1
110P04811,2020,MIDD,2
110P04811,2020,PMP,1
110P04811,2020,WE,0
110P04811,2021,AMP,2.152684729
110P04811,2021,MIDD,3.690316678
110P04811,2021,PMP,2.460211119
110P04811,2021,WE,3.690316678
110P04811,2022,AMP,2.205199314
110P04811,2022,MIDD,3.780341681
110P04811,2022,PMP,2.520227787
110P04811,2022,WE,3.780341681
110P04811,2023,AMP,2.259713821
110P04811,2023,MIDD,3.873795122
110P04811,2023,PMP,2.582530081
110P04811,2023,WE,3.873795122
110P04811,2024,AMP,2.316208213
110P04811,2024,MIDD,3.970642651
110P04811,2024,PMP,2.647095101
110P04811,2024,WE,3.970642651
110P04812,2017,AMP,5
110P04812,2017,MIDD,2
110P04812,2017,PMP,6
110P04812,2017,WE,3
110P04812,2018,AMP,4
110P04812,2018,MIDD,3
110P04812,2018,PMP,4
110P04812,2018,WE,0
110P04812,2019,AMP,1
110P04812,2019,MIDD,2
110P04812,2019,PMP,5
110P04812,2019,WE,1
110P04812,2020,AMP,2
110P04812,2020,MIDD,1
110P04812,2020,PMP,2
110P04812,2020,WE,2
110P04812,2021,AMP,3.580956489
110P04812,2021,MIDD,2.387304326
110P04812,2021,PMP,5.073021693
110P04812,2021,WE,5.371434734
110P04812,2022,AMP,3.630048112
110P04812,2022,MIDD,2.420032075
110P04812,2022,PMP,5.142568159
110P04812,2022,WE,5.445072169
110P04812,2023,AMP,3.679680232
110P04812,2023,MIDD,2.453120155
110P04812,2023,PMP,5.212880328
110P04812,2023,WE,5.519520348
110P04812,2024,AMP,3.72985119
110P04812,2024,MIDD,2.48656746
110P04812,2024,PMP,5.283955852
110P04812,2024,WE,5.594776785
110P04813,2017,AMP,1
110P04813,2017,MIDD,0
110P04813,2017,PMP,2
110P04813,2017,WE,0
110P04813,2018,AMP,1
110P04813,2018,MIDD,3
110P04813,2018,PMP,0
110P04813,2018,WE,0
110P04813,2019,AMP,0
110P04813,2019,MIDD,0
110P04813,2019,PMP,0
110P04813,2019,WE,1
110P04813,2020,AMP,2
110P04813,2020,MIDD,2
110P04813,2020,PMP,0
110P04813,2020,WE,1
110P04813,2021,AMP,1.74577998
110P04813,2021,MIDD,3.840715956
110P04813,2021,PMP,4.888183944
110P04813,2021,WE,4.539027948
110P04813,2022,AMP,1.770367212
110P04813,2022,MIDD,3.894807867
110P04813,2022,PMP,4.957028194
110P04813,2022,WE,4.602954751
110P04813,2023,AMP,1.795229654
110P04813,2023,MIDD,3.94950524
110P04813,2023,PMP,5.026643032
110P04813,2023,WE,4.667597102
110P04813,2024,AMP,1.820412169
110P04813,2024,MIDD,4.004906772
110P04813,2024,PMP,5.097154074
110P04813,2024,WE,4.73307164
110P04814,2017,AMP,5
110P04814,2017,MIDD,0
110P04814,2017,PMP,0
110P04814,2017,WE,1
110P04814,2018,AMP,1
110P04814,2018,MIDD,0
110P04814,2018,PMP,0
110P04814,2018,WE,0
110P04814,2019,AMP,3
110P04814,2019,MIDD,1
110P04814,2019,PMP,0
110P04814,2019,WE,0
110P04814,2020,AMP,0
110P04814,2020,MIDD,1
110P04814,2020,PMP,0
110P04814,2020,WE,0
110P04814,2021,AMP,6.32153325
110P04814,2021,MIDD,5.746848409
110P04814,2021,PMP,9.194957454
110P04814,2021,WE,6.32153325
110P04814,2022,AMP,6.410131765
110P04814,2022,MIDD,5.827392514
110P04814,2022,PMP,9.323828022
110P04814,2022,WE,6.410131765
110P04814,2023,AMP,6.499692162
110P04814,2023,MIDD,5.908811056
110P04814,2023,PMP,9.454097689
110P04814,2023,WE,6.499692162
110P04814,2024,AMP,6.590371805
110P04814,2024,MIDD,5.991247095
110P04814,2024,PMP,9.585995352
110P04814,2024,WE,6.590371805
110P04815,2017,AMP,1
110P04815,2017,MIDD,3
110P04815,2017,PMP,2
110P04815,2017,WE,1
110P04815,2018,AMP,3
110P04815,2018,MIDD,5
110P04815,2018,PMP,4
110P04815,2018,WE,2
110P04815,2019,AMP,2
110P04815,2019,MIDD,4
110P04815,2019,PMP,7
110P04815,2019,WE,2
110P04815,2020,AMP,4
110P04815,2020,MIDD,1
110P04815,2020,PMP,6
110P04815,2020,WE,2
110P04815,2021,AMP,5.66093556
110P04815,2021,MIDD,7.359216228
110P04815,2021,PMP,10.75577756
110P04815,2021,WE,3.962654892
110P04815,2022,AMP,5.740275566
110P04815,2022,MIDD,7.462358235
110P04815,2022,PMP,10.90652357
110P04815,2022,WE,4.018192896
110P04815,2023,AMP,5.820476937
110P04815,2023,MIDD,7.566620018
110P04815,2023,PMP,11.05890618
110P04815,2023,WE,4.074333856
110P04815,2024,AMP,5.901680594
110P04815,2024,MIDD,7.672184772
110P04815,2024,PMP,11.21319313
110P04815,2024,WE,4.131176416
110P04816,2017,AMP,4
110P04816,2017,MIDD,0
110P04816,2017,PMP,0
110P04816,2017,WE,0
110P04816,2018,AMP,5
110P04816,2018,MIDD,2
110P04816,2018,PMP,1
110P04816,2018,WE,2
110P04816,2019,AMP,3
110P04816,2019,MIDD,0
110P04816,2019,PMP,2
110P04816,2019,WE,1
110P04816,2020,AMP,5
110P04816,2020,MIDD,7
110P04816,2020,PMP,2
110P04816,2020,WE,1
110P04816,2021,AMP,3.780616541
110P04816,2021,MIDD,5.337340999
110P04816,2021,PMP,2.446281291
110P04816,2021,WE,2.223892083
110P04816,2022,AMP,3.834316276
110P04816,2022,MIDD,5.41315239
110P04816,2022,PMP,2.481028179
110P04816,2022,WE,2.255480162
110P04816,2023,AMP,3.888653117
110P04816,2023,MIDD,5.489863224
110P04816,2023,PMP,2.516187311
110P04816,2023,WE,2.28744301
110P04816,2024,AMP,3.943730404
110P04816,2024,MIDD,5.567619394
110P04816,2024,PMP,2.551825555
110P04816,2024,WE,2.319841414
110P04817,2017,AMP,3
110P04817,2017,MIDD,2
110P04817,2017,PMP,1
110P04817,2017,WE,0
110P04817,2018,AMP,0
110P04817,2018,MIDD,1
110P04817,2018,PMP,1
110P04817,2018,WE,0
110P04817,2019,AMP,5
110P04817,2019,MIDD,0
110P04817,2019,PMP,0
110P04817,2019,WE,0
110P04817,2020,AMP,1
110P04817,2020,MIDD,2
110P04817,2020,PMP,1
110P04817,2020,WE,0
110P04817,2021,AMP,3.928301612
110P04817,2021,MIDD,3.928301612
110P04817,2021,PMP,3.323947518
110P04817,2021,WE,7.554426177
110P04817,2022,AMP,3.982754553
110P04817,2022,MIDD,3.982754553
110P04817,2022,PMP,3.370023083
110P04817,2022,WE,7.659143372
110P04817,2023,AMP,4.037850845
110P04817,2023,MIDD,4.037850845
110P04817,2023,PMP,3.416643023
110P04817,2023,WE,7.76509778
110P04817,2024,AMP,4.093496667
110P04817,2024,MIDD,4.093496667
110P04817,2024,PMP,3.463727949
110P04817,2024,WE,7.872108976
110P04818,2017,AMP,6
110P04818,2017,MIDD,1
110P04818,2017,PMP,5
110P04818,2017,WE,1
110P04818,2018,AMP,3
110P04818,2018,MIDD,3
110P04818,2018,PMP,4
110P04818,2018,WE,0
110P04818,2019,AMP,7
110P04818,2019,MIDD,1
110P04818,2019,PMP,2
110P04818,2019,WE,4
110P04818,2020,AMP,0
110P04818,2020,MIDD,1
110P04818,2020,PMP,5
110P04818,2020,WE,0
110P04818,2021,AMP,5.565291133
110P04818,2021,MIDD,1.284297954
110P04818,2021,PMP,3.424794544
110P04818,2021,WE,6.20744011
110P04818,2022,AMP,5.640534227
110P04818,2022,MIDD,1.301661745
110P04818,2022,PMP,3.471097986
110P04818,2022,WE,6.2913651
110P04818,2023,AMP,5.716537689
110P04818,2023,MIDD,1.319201005
110P04818,2023,PMP,3.517869347
110P04818,2023,WE,6.376138191
110P04818,2024,AMP,5.793412583
110P04818,2024,MIDD,1.336941365
110P04818,2024,PMP,3.565176974
110P04818,2024,WE,6.461883265
110P04819,2017,AMP,0
110P04819,2017,MIDD,0
110P04819,2017,PMP,0
110P04819,2017,WE,0
110P04819,2018,AMP,2
110P04819,2018,MIDD,1
110P04819,2018,PMP,2
110P04819,2018,WE,1
110P04819,2019,AMP,3
110P04819,2019,MIDD,2
110P04819,2019,PMP,4
110P04819,2019,WE,1
110P04819,2020,AMP,3
110P04819,2020,MIDD,1
110P04819,2020,PMP,4
110P04819,2020,WE,0
110P04819,2021,AMP,1.149441396
110P04819,2021,MIDD,0.574720698
110P04819,2021,PMP,1.436801745
110P04819,2021,WE,1.58048192
110P04819,2022,AMP,1.164981918
110P04819,2022,MIDD,0.582490959
110P04819,2022,PMP,1.456227397
110P04819,2022,WE,1.601850137
110P04819,2023,AMP,1.180679484
110P04819,2023,MIDD,0.590339742
110P04819,2023,PMP,1.475849355
110P04819,2023,WE,1.62343429
110P04819,2024,AMP,1.196557033
110P04819,2024,MIDD,0.598278517
110P04819,2024,PMP,1.495696292
110P04819,2024,WE,1.645265921
110P04820,2017,AMP,0
110P04820,2017,MIDD,1
110P04820,2017,PMP,0
110P04820,2017,WE,2
110P04820,2018,AMP,2
110P04820,2018,MIDD,2
110P04820,2018,PMP,1
110P04820,2018,WE,1
110P04820,2019,AMP,2
110P04820,2019,MIDD,2
110P04820,2019,PMP,2
110P04820,2019,WE,1
110P04820,2020,AMP,1
110P04820,2020,MIDD,2
110P04820,2020,PMP,2
110P04820,2020,WE,1
110P04820,2021,AMP,1.755122669
110P04820,2021,MIDD,1.023821557
110P04820,2021,PMP,1.755122669
110P04820,2021,WE,0.731301112
110P04820,2022,AMP,1.778439377
110P04820,2022,MIDD,1.03742297
110P04820,2022,PMP,1.778439377
110P04820,2022,WE,0.741016407
