TMC,YEAR,PERIOD,Crashes
110-04854,2021,MIDD,2.654999729
110-04854,2021,PMP,3.244999669
110-04854,2021,WE,1.76999982
110-04854,2022,AMP,8.400309358
110-04854,2022,MIDD,2.700099437
110-04854,2022,PMP,3.300121534
110-04854,2022,WE,1.800066291
110-04854,2023,AMP,8.543797274
110-04854,2023,MIDD,2.746220552
110-04854,2023,PMP,3.356491786
110-04854,2023,WE,1.830813702
110-04854,2024,AMP,8.690539495
110-04854,2024,MIDD,2.793387695
110-04854,2024,PMP,3.414140516
110-04854,2024,WE,1.862258463
110-04855,2017,AMP,4
110-04855,2017,MIDD,4
110-04855,2017,PMP,3
110-04855,2017,WE,1
110-04855,2018,AMP,2
110-04855,2018,MIDD,1
110-04855,2018,PMP,4
110-04855,2018,WE,1
110-04855,2019,AMP,4
110-04855,2019,MIDD,6
110-04855,2019,PMP,1
110-04855,2019,WE,2
110-04855,2020,AMP,4
110-04855,2020,MIDD,2
110-04855,2020,PMP,2
110-04855,2020,WE,2
110-04855,2021,AMP,2.212426867
110-04855,2021,MIDD,2.054396376
110-04855,2021,PMP,1.580304905
110-04855,2021,WE,0.948182943
110-04855,2022,AMP,2.248637446
110-04855,2022,MIDD,2.088020486
110-04855,2022,PMP,1.606169605
110-04855,2022,WE,0.963701763
110-04855,2023,AMP,2.285753506
110-04855,2023,MIDD,2.122485398
110-04855,2023,PMP,1.632681076
110-04855,2023,WE,0.979608645
110-04855,2024,AMP,2.323612273
110-04855,2024,MIDD,2.157639968
110-04855,2024,PMP,1.659723052
110-04855,2024,WE,0.995833831
110-04858,2017,AMP,1
110-04858,2017,MIDD,2
110-04858,2017,PMP,2
110-04858,2017,WE,3
110-04858,2018,AMP,0
110-04858,2018,MIDD,5
110-04858,2018,PMP,6
110-04858,2018,WE,2
110-04858,2019,AMP,2
110-04858,2019,MIDD,6
110-04858,2019,PMP,9
110-04858,2019,WE,5
110-04858,2020,AMP,0
110-04858,2020,MIDD,8
110-04858,2020,PMP,6
110-04858,2020,WE,5
110-04858,2021,AMP,4.271378375
110-04858,2021,MIDD,2.242473647
110-04858,2021,PMP,2.456042565
110-04858,2021,WE,1.60176689
110-04858,2022,AMP,4.346363711
110-04858,2022,MIDD,2.281840948
110-04858,2022,PMP,2.499159134
110-04858,2022,WE,1.629886392
110-04858,2023,AMP,4.42325933
110-04858,2023,MIDD,2.322211148
110-04858,2023,PMP,2.543374115
110-04858,2023,WE,1.658722249
110-04858,2024,AMP,4.501971528
110-04858,2024,MIDD,2.363535052
110-04858,2024,PMP,2.588633629
110-04858,2024,WE,1.688239323
110-04859,2017,AMP,1
110-04859,2017,MIDD,0
110-04859,2017,PMP,1
110-04859,2017,WE,2
110-04859,2018,AMP,1
110-04859,2018,MIDD,2
110-04859,2018,PMP,1
110-04859,2018,WE,0
110-04859,2019,AMP,1
110-04859,2019,MIDD,0
110-04859,2019,PMP,1
110-04859,2019,WE,0
110-04859,2020,AMP,0
110-04859,2020,MIDD,0
110-04859,2020,PMP,2
110-04859,2020,WE,0
110-04859,2021,AMP,2.02321522
110-04859,2021,MIDD,3.709227904
110-04859,2021,PMP,1.686012684
110-04859,2021,WE,4.383632977
110-04859,2022,AMP,2.050772862
110-04859,2022,MIDD,3.759750246
110-04859,2022,PMP,1.708977385
110-04859,2022,WE,4.4433412
110-04859,2023,AMP,2.078854108
110-04859,2023,MIDD,3.811232531
110-04859,2023,PMP,1.732378423
110-04859,2023,WE,4.5041839
110-04859,2024,AMP,2.107336282
110-04859,2024,MIDD,3.86344985
110-04859,2024,PMP,1.756113568
110-04859,2024,WE,4.565895277
110-04860,2017,AMP,0
110-04860,2017,MIDD,1
110-04860,2017,PMP,1
110-04860,2017,WE,2
110-04860,2018,AMP,4
110-04860,2018,MIDD,1
110-04860,2018,PMP,4
110-04860,2018,WE,0
110-04860,2019,AMP,2
110-04860,2019,MIDD,1
110-04860,2019,PMP,3
110-04860,2019,WE,1
110-04860,2020,AMP,3
110-04860,2020,MIDD,2
110-04860,2020,PMP,0
110-04860,2020,WE,2
110-04860,2021,AMP,13.76167758
110-04860,2021,MIDD,5.292952917
110-04860,2021,PMP,20.11322108
110-04860,2021,WE,14.82026817
110-04860,2022,AMP,13.98442595
110-04860,2022,MIDD,5.378625367
110-04860,2022,PMP,20.4387764
110-04860,2022,WE,15.06015103
110-04860,2023,AMP,14.21197723
110-04860,2023,MIDD,5.466145088
110-04860,2023,PMP,20.77135134
110-04860,2023,WE,15.30520625
110-04860,2024,AMP,14.44443322
110-04860,2024,MIDD,5.555551238
110-04860,2024,PMP,21.1110947
110-04860,2024,WE,15.55554347
110-04861,2017,AMP,7
110-04861,2017,MIDD,6
110-04861,2017,PMP,19
110-04861,2017,WE,2
110-04861,2018,AMP,2
110-04861,2018,MIDD,8
110-04861,2018,PMP,18
110-04861,2018,WE,8
110-04861,2019,AMP,2
110-04861,2019,MIDD,1
110-04861,2019,PMP,9
110-04861,2019,WE,0
110-04861,2020,AMP,0
110-04861,2020,MIDD,0
110-04861,2020,PMP,3
110-04861,2020,WE,2
110-04861,2021,AMP,3.264796873
110-04861,2021,MIDD,4.080996092
110-04861,2021,PMP,9.998440424
110-04861,2021,WE,5.101245114
110-04861,2022,AMP,3.31822112
110-04861,2022,MIDD,4.1477764
110-04861,2022,PMP,10.16205218
110-04861,2022,WE,5.184720501
110-04861,2023,AMP,3.372715821
110-04861,2023,MIDD,4.215894777
110-04861,2023,PMP,10.3289422
110-04861,2023,WE,5.269868471
110-04861,2024,AMP,3.428384486
110-04861,2024,MIDD,4.285480608
110-04861,2024,PMP,10.49942749
110-04861,2024,WE,5.35685076
110-04862,2017,AMP,36
110-04862,2017,MIDD,59
110-04862,2017,PMP,36
110-04862,2017,WE,42
110-04862,2018,AMP,24
110-04862,2018,MIDD,42
110-04862,2018,PMP,44
110-04862,2018,WE,38
110-04862,2019,AMP,4
110-04862,2019,MIDD,6
110-04862,2019,PMP,2
110-04862,2019,WE,4
110-04862,2020,AMP,2
110-04862,2020,MIDD,11
110-04862,2020,PMP,2
110-04862,2020,WE,1
110-04862,2021,AMP,0.950334789
110-04862,2021,MIDD,1.69908341
110-04862,2021,PMP,1.209517004
110-04862,2021,WE,1.223916016
110-04862,2022,AMP,0.966465706
110-04862,2022,MIDD,1.727923536
110-04862,2022,PMP,1.230047263
110-04862,2022,WE,1.244690683
110-04862,2023,AMP,0.982944465
110-04862,2023,MIDD,1.757385558
110-04862,2023,PMP,1.251020228
110-04862,2023,WE,1.265913326
110-04862,2024,AMP,0.999801542
110-04862,2024,MIDD,1.787523969
110-04862,2024,PMP,1.27247469
110-04862,2024,WE,1.287623198
110-04863,2017,AMP,9
110-04863,2017,MIDD,7
110-04863,2017,PMP,9
110-04863,2017,WE,2
110-04863,2018,AMP,6
110-04863,2018,MIDD,8
110-04863,2018,PMP,3
110-04863,2018,WE,2
110-04863,2019,AMP,3
110-04863,2019,MIDD,3
110-04863,2019,PMP,4
110-04863,2019,WE,5
110-04863,2020,AMP,2
110-04863,2020,MIDD,2
110-04863,2020,PMP,7
110-04863,2020,WE,4
110-04863,2021,AMP,2.879671398
110-04863,2021,MIDD,2.879671398
110-04863,2021,PMP,3.311622108
110-04863,2021,WE,1.871786409
110-04863,2022,AMP,2.923115977
110-04863,2022,MIDD,2.923115977
110-04863,2022,PMP,3.361583374
110-04863,2022,WE,1.900025385
110-04863,2023,AMP,2.967356857
110-04863,2023,MIDD,2.967356857
110-04863,2023,PMP,3.412460386
110-04863,2023,WE,1.928781957
110-04863,2024,AMP,3.012488036
110-04863,2024,MIDD,3.012488036
110-04863,2024,PMP,3.464361241
110-04863,2024,WE,1.958117223
110-04864,2017,AMP,0
110-04864,2017,MIDD,0
110-04864,2017,PMP,0
110-04864,2017,WE,0
110-04864,2018,AMP,0
110-04864,2018,MIDD,0
110-04864,2018,PMP,1
110-04864,2018,WE,0
110-04864,2019,AMP,0
110-04864,2019,MIDD,0
110-04864,2019,PMP,0
110-04864,2019,WE,0
110-04864,2020,AMP,0
110-04864,2020,MIDD,0
110-04864,2020,PMP,0
110-04864,2020,WE,0
110-04864,2021,AMP,0.47394351
110-04864,2021,MIDD,0.47394351
110-04864,2021,PMP,0.47394351
110-04864,2021,WE,0.47394351
110-04864,2022,AMP,0.481668173
110-04864,2022,MIDD,0.481668173
110-04864,2022,PMP,0.481668173
110-04864,2022,WE,0.481668173
110-04864,2023,AMP,0.489547553
110-04864,2023,MIDD,0.489547553
110-04864,2023,PMP,0.489547553
110-04864,2023,WE,0.489547553
110-04864,2024,AMP,0.497584806
110-04864,2024,MIDD,0.497584806
110-04864,2024,PMP,0.497584806
110-04864,2024,WE,0.497584806
110-04865,2017,AMP,2
110-04865,2017,MIDD,2
110-04865,2017,PMP,5
110-04865,2017,WE,0
110-04865,2018,AMP,2
110-04865,2018,MIDD,3
110-04865,2018,PMP,0
110-04865,2018,WE,1
110-04865,2019,AMP,11
110-04865,2019,MIDD,4
110-04865,2019,PMP,8
110-04865,2019,WE,1
110-04865,2020,AMP,6
110-04865,2020,MIDD,2
110-04865,2020,PMP,2
110-04865,2020,WE,4
110-04865,2021,AMP,4.745584536
110-04865,2021,MIDD,2.485782376
110-04865,2021,PMP,4.745584536
110-04865,2021,WE,3.841663672
110-04865,2022,AMP,4.822931397
110-04865,2022,MIDD,2.526297399
110-04865,2022,PMP,4.822931397
110-04865,2022,WE,3.904277798
110-04865,2023,AMP,4.90182743
110-04865,2023,MIDD,2.567623892
110-04865,2023,PMP,4.90182743
110-04865,2023,WE,3.968146014
110-04865,2024,AMP,4.982304239
110-04865,2024,MIDD,2.609778411
110-04865,2024,PMP,4.982304239
110-04865,2024,WE,4.033293908
110-04866,2017,AMP,4
110-04866,2017,MIDD,0
110-04866,2017,PMP,3
110-04866,2017,WE,3
110-04866,2018,AMP,7
110-04866,2018,MIDD,4
110-04866,2018,PMP,3
110-04866,2018,WE,2
110-04866,2019,AMP,3
110-04866,2019,MIDD,8
110-04866,2019,PMP,7
110-04866,2019,WE,2
110-04866,2020,AMP,4
110-04866,2020,MIDD,6
110-04866,2020,PMP,2
110-04866,2020,WE,6
110-04866,2021,AMP,3.277288592
110-04866,2021,MIDD,5.82629083
110-04866,2021,PMP,2.731073827
110-04866,2021,WE,2.36693065
110-04866,2022,AMP,3.328272225
110-04866,2022,MIDD,5.9169284
110-04866,2022,PMP,2.773560187
110-04866,2022,WE,2.403752162
110-04866,2023,AMP,3.380277151
110-04866,2023,MIDD,6.009381603
110-04866,2023,PMP,2.816897626
110-04866,2023,WE,2.441311276
110-04866,2024,AMP,3.433236439
110-04866,2024,MIDD,6.103531447
110-04866,2024,PMP,2.861030366
110-04866,2024,WE,2.479559651
110-04867,2017,AMP,2
110-04867,2017,MIDD,5
110-04867,2017,PMP,0
110-04867,2017,WE,1
110-04867,2018,AMP,0
110-04867,2018,MIDD,0
110-04867,2018,PMP,0
110-04867,2018,WE,1
110-04867,2019,AMP,1
110-04867,2019,MIDD,0
110-04867,2019,PMP,4
110-04867,2019,WE,1
110-04867,2020,AMP,0
110-04867,2020,MIDD,3
110-04867,2020,PMP,1
110-04867,2020,WE,5
110-04867,2021,AMP,4.033189999
110-04867,2021,MIDD,3.608643683
110-04867,2021,PMP,3.608643683
110-04867,2021,WE,1.698185263
110-04867,2022,AMP,4.092399296
110-04867,2022,MIDD,3.661620423
110-04867,2022,PMP,3.661620423
110-04867,2022,WE,1.723115493
110-04867,2023,AMP,4.152582652
110-04867,2023,MIDD,3.715468689
110-04867,2023,PMP,3.715468689
110-04867,2023,WE,1.748455854
110-04867,2024,AMP,4.213988115
110-04867,2024,MIDD,3.770410419
110-04867,2024,PMP,3.770410419
110-04867,2024,WE,1.774310785
110-04868,2017,AMP,2
110-04868,2017,MIDD,2
110-04868,2017,PMP,3
110-04868,2017,WE,0
110-04868,2018,AMP,0
110-04868,2018,MIDD,1
110-04868,2018,PMP,0
110-04868,2018,WE,1
110-04868,2019,AMP,0
110-04868,2019,MIDD,5
110-04868,2019,PMP,6
110-04868,2019,WE,0
110-04868,2020,AMP,2
110-04868,2020,MIDD,1
110-04868,2020,PMP,1
110-04868,2020,WE,2
110-04868,2021,AMP,4.155111777
110-04868,2021,MIDD,1.968210842
110-04868,2021,PMP,2.624281123
110-04868,2021,WE,5.685942432
110-04868,2022,AMP,4.217819935
110-04868,2022,MIDD,1.997914706
110-04868,2022,PMP,2.663886275
110-04868,2022,WE,5.771753596
110-04868,2023,AMP,4.281677506
110-04868,2023,MIDD,2.028163029
110-04868,2023,PMP,2.704217372
110-04868,2023,WE,5.859137639
110-04868,2024,AMP,4.346705344
110-04868,2024,MIDD,2.058965689
110-04868,2024,PMP,2.745287585
110-04868,2024,WE,5.948123102
110-04869,2017,AMP,1
110-04869,2017,MIDD,2
110-04869,2017,PMP,0
110-04869,2017,WE,0
110-04869,2018,AMP,0
110-04869,2018,MIDD,1
110-04869,2018,PMP,2
110-04869,2018,WE,1
110-04869,2019,AMP,0
110-04869,2019,MIDD,0
110-04869,2019,PMP,0
110-04869,2019,WE,0
110-04869,2020,AMP,0
110-04869,2020,MIDD,0
110-04869,2020,PMP,0
110-04869,2020,WE,0
110-04869,2021,AMP,0.318146233
110-04869,2021,MIDD,0.19088774
110-04869,2021,PMP,0.318146233
110-04869,2021,WE,0.254516986
110-04869,2022,AMP,0.322947636
110-04869,2022,MIDD,0.193768581
110-04869,2022,PMP,0.322947636
110-04869,2022,WE,0.258358108
110-04869,2023,AMP,0.327837046
110-04869,2023,MIDD,0.196702227
110-04869,2023,PMP,0.327837046
110-04869,2023,WE,0.262269636
110-04869,2024,AMP,0.33281606
110-04869,2024,MIDD,0.199689636
110-04869,2024,PMP,0.33281606
110-04869,2024,WE,0.266252848
110-04870,2017,AMP,0
110-04870,2017,MIDD,1
110-04870,2017,PMP,1
110-04870,2017,WE,0
110-04870,2018,AMP,0
110-04870,2018,MIDD,0
110-04870,2018,PMP,0
110-04870,2018,WE,0
110-04870,2019,AMP,1
110-04870,2019,MIDD,2
110-04870,2019,PMP,1
110-04870,2019,WE,2
110-04870,2020,AMP,1
110-04870,2020,MIDD,0
110-04870,2020,PMP,0
110-04870,2020,WE,0
110-04870,2021,AMP,1.645636494
110-04870,2021,MIDD,2.303891092
110-04870,2021,PMP,1.974763793
110-04870,2021,WE,2.633018391
110-04870,2022,AMP,1.672674843
110-04870,2022,MIDD,2.341744781
110-04870,2022,PMP,2.007209812
110-04870,2022,WE,2.67627975
110-04870,2023,AMP,1.700284343
110-04870,2023,MIDD,2.38039808
110-04870,2023,PMP,2.040341212
110-04870,2023,WE,2.720454949
110-04870,2024,AMP,1.7285934
110-04870,2024,MIDD,2.420030759
110-04870,2024,PMP,2.07431208
110-04870,2024,WE,2.765749439
110-04871,2017,AMP,1
110-04871,2017,MIDD,1
110-04871,2017,PMP,2
110-04871,2017,WE,0
110-04871,2018,AMP,1
110-04871,2018,MIDD,3
110-04871,2018,PMP,1
110-04871,2018,WE,1
110-04871,2019,AMP,0
110-04871,2019,MIDD,6
110-04871,2019,PMP,1
110-04871,2019,WE,3
110-04871,2020,AMP,6
110-04871,2020,MIDD,0
110-04871,2020,PMP,4
110-04871,2020,WE,1
110-04871,2021,AMP,4.197842195
110-04871,2021,MIDD,4.407734305
110-04871,2021,PMP,1.679136878
110-04871,2021,WE,2.728597427
110-04871,2022,AMP,4.26243749
110-04871,2022,MIDD,4.475559364
110-04871,2022,PMP,1.704974996
110-04871,2022,WE,2.770584368
110-04871,2023,AMP,4.328222983
110-04871,2023,MIDD,4.544634132
110-04871,2023,PMP,1.731289193
110-04871,2023,WE,2.813344939
110-04871,2024,AMP,4.395681201
110-04871,2024,MIDD,4.615465261
110-04871,2024,PMP,1.75827248
110-04871,2024,WE,2.85719278
110-04872,2017,AMP,0
110-04872,2017,MIDD,0
110-04872,2017,PMP,0
110-04872,2017,WE,2
110-04872,2018,AMP,0
110-04872,2018,MIDD,2
110-04872,2018,PMP,0
110-04872,2018,WE,2
110-04872,2019,AMP,0
110-04872,2019,MIDD,0
110-04872,2019,PMP,0
110-04872,2019,WE,2
110-04872,2020,AMP,0
110-04872,2020,MIDD,1
110-04872,2020,PMP,2
110-04872,2020,WE,2
110-04872,2021,AMP,6.053111097
110-04872,2021,MIDD,3.934522213
110-04872,2021,PMP,5.145144432
110-04872,2021,WE,2.421244439
110-04872,2022,AMP,6.140446029
110-04872,2022,MIDD,3.991289919
110-04872,2022,PMP,5.219379125
110-04872,2022,WE,2.456178412
110-04872,2023,AMP,6.229353461
110-04872,2023,MIDD,4.04907975
110-04872,2023,PMP,5.294950442
110-04872,2023,WE,2.491741384
110-04872,2024,AMP,6.320323354
110-04872,2024,MIDD,4.10821018
110-04872,2024,PMP,5.372274851
110-04872,2024,WE,2.528129342
110-04873,2017,AMP,1
110-04873,2017,MIDD,2
110-04873,2017,PMP,1
110-04873,2017,WE,0
110-04873,2018,AMP,2
110-04873,2018,MIDD,4
110-04873,2018,PMP,1
110-04873,2018,WE,1
110-04873,2019,AMP,2
110-04873,2019,MIDD,3
110-04873,2019,PMP,1
110-04873,2019,WE,6
110-04873,2020,AMP,1
110-04873,2020,MIDD,3
110-04873,2020,PMP,3
110-04873,2020,WE,1
110-04873,2021,AMP,1.544543014
110-04873,2021,MIDD,3.089086028
110-04873,2021,PMP,1.544543014
110-04873,2021,WE,4.376205207
110-04873,2022,AMP,1.567369032
110-04873,2022,MIDD,3.134738064
110-04873,2022,PMP,1.567369032
110-04873,2022,WE,4.440878924
110-04873,2023,AMP,1.590723269
110-04873,2023,MIDD,3.181446538
110-04873,2023,PMP,1.590723269
110-04873,2023,WE,4.507049263
110-04873,2024,AMP,1.614502388
110-04873,2024,MIDD,3.229004776
110-04873,2024,PMP,1.614502388
110-04873,2024,WE,4.574423433
110-04874,2017,AMP,0
110-04874,2017,MIDD,0
110-04874,2017,PMP,0
110-04874,2017,WE,0
110-04874,2018,AMP,0
110-04874,2018,MIDD,1
110-04874,2018,PMP,0
110-04874,2018,WE,0
110-04874,2019,AMP,0
110-04874,2019,MIDD,1
110-04874,2019,PMP,0
110-04874,2019,WE,1
110-04874,2020,AMP,0
110-04874,2020,MIDD,0
110-04874,2020,PMP,1
110-04874,2020,WE,0
110-04874,2021,AMP,1.316474968
110-04874,2021,MIDD,1.053179974
110-04874,2021,PMP,1.316474968
110-04874,2021,WE,1.053179974
110-04874,2022,AMP,1.337350571
110-04874,2022,MIDD,1.069880457
110-04874,2022,PMP,1.337350571
110-04874,2022,WE,1.069880457
110-04874,2023,AMP,1.358662572
110-04874,2023,MIDD,1.086930058
110-04874,2023,PMP,1.358662572
110-04874,2023,WE,1.086930058
110-04874,2024,AMP,1.380420722
110-04874,2024,MIDD,1.104336577
110-04874,2024,PMP,1.380420722
110-04874,2024,WE,1.104336577
110-04875,2017,AMP,2
110-04875,2017,MIDD,3
110-04875,2017,PMP,0
110-04875,2017,WE,2
110-04875,2018,AMP,1
110-04875,2018,MIDD,0
110-04875,2018,PMP,1
110-04875,2018,WE,5
110-04875,2019,AMP,15
110-04875,2019,MIDD,22
110-04875,2019,PMP,9
110-04875,2019,WE,15
110-04875,2020,AMP,17
110-04875,2020,MIDD,24
110-04875,2020,PMP,20
110-04875,2020,WE,14
110-04875,2021,AMP,4.376614308
110-04875,2021,MIDD,7.377721261
110-04875,2021,PMP,4.626706554
110-04875,2021,WE,4.501660431
110-04875,2022,AMP,4.455469302
110-04875,2022,MIDD,7.510648252
110-04875,2022,PMP,4.710067548
110-04875,2022,WE,4.582768425
110-04875,2023,AMP,4.536357752
110-04875,2023,MIDD,7.647003067
110-04875,2023,PMP,4.795578195
110-04875,2023,WE,4.665967973
110-04875,2024,AMP,4.619533095
110-04875,2024,MIDD,7.787212932
110-04875,2024,PMP,4.883506415
110-04875,2024,WE,4.751519755
110-04876,2017,AMP,1
110-04876,2017,MIDD,3
110-04876,2017,PMP,0
110-04876,2017,WE,0
110-04876,2018,AMP,3
110-04876,2018,MIDD,6
110-04876,2018,PMP,1
110-04876,2018,WE,7
110-04876,2019,AMP,17
110-04876,2019,MIDD,16
110-04876,2019,PMP,6
110-04876,2019,WE,16
110-04876,2020,AMP,12
110-04876,2020,MIDD,8
110-04876,2020,PMP,8
110-04876,2020,WE,6
110-04876,2021,AMP,1.845689061
110-04876,2021,MIDD,1.845689061
110-04876,2021,PMP,1.174529402
110-04876,2021,WE,1.957549004
110-04876,2022,AMP,1.876628338
110-04876,2022,MIDD,1.876628338
110-04876,2022,PMP,1.194218033
110-04876,2022,WE,1.990363388
110-04876,2023,AMP,1.908266216
110-04876,2023,MIDD,1.908266216
110-04876,2023,PMP,1.214351228
110-04876,2023,WE,2.023918714
110-04876,2024,AMP,1.940695653
110-04876,2024,MIDD,1.940695653
110-04876,2024,PMP,1.234988143
110-04876,2024,WE,2.058313572
110-04877,2017,AMP,3
110-04877,2017,MIDD,2
110-04877,2017,PMP,2
110-04877,2017,WE,1
110-04877,2018,AMP,1
110-04877,2018,MIDD,1
110-04877,2018,PMP,0
110-04877,2018,WE,1
110-04877,2019,AMP,0
110-04877,2019,MIDD,1
110-04877,2019,PMP,0
110-04877,2019,WE,2
110-04877,2020,AMP,3
110-04877,2020,MIDD,2
110-04877,2020,PMP,1
110-04877,2020,WE,3
110-04877,2021,AMP,1.385714464
110-04877,2021,MIDD,0.755844253
110-04877,2021,PMP,1.385714464
110-04877,2021,WE,0.881818295
110-04877,2022,AMP,1.408943189
110-04877,2022,MIDD,0.768514467
110-04877,2022,PMP,1.408943189
110-04877,2022,WE,0.896600211
110-04877,2023,AMP,1.432696413
110-04877,2023,MIDD,0.781470771
110-04877,2023,PMP,1.432696413
110-04877,2023,WE,0.911715899
110-04877,2024,AMP,1.457043927
110-04877,2024,MIDD,0.794751233
110-04877,2024,PMP,1.457043927
110-04877,2024,WE,0.927209772
110-04878,2017,AMP,0
110-04878,2017,MIDD,1
110-04878,2017,PMP,0
110-04878,2017,WE,1
110-04878,2018,AMP,3
110-04878,2018,MIDD,0
110-04878,2018,PMP,1
110-04878,2018,WE,1
110-04878,2019,AMP,0
110-04878,2019,MIDD,2
110-04878,2019,PMP,1
110-04878,2019,WE,0
110-04878,2020,AMP,0
110-04878,2020,MIDD,3
110-04878,2020,PMP,1
110-04878,2020,WE,3
110-04878,2021,AMP,2.176195322
110-04878,2021,MIDD,1.450796881
110-04878,2021,PMP,0.604498701
110-04878,2021,WE,1.088097661
110-04878,2022,AMP,2.209800594
110-04878,2022,MIDD,1.473200396
110-04878,2022,PMP,0.613833498
110-04878,2022,WE,1.104900297
110-04878,2023,AMP,2.24418228
110-04878,2023,MIDD,1.49612152
110-04878,2023,PMP,0.623383967
110-04878,2023,WE,1.12209114
110-04878,2024,AMP,2.279279477
110-04878,2024,MIDD,1.519519652
110-04878,2024,PMP,0.633133188
110-04878,2024,WE,1.139639739
110-04879,2017,AMP,15
110-04879,2017,MIDD,5
110-04879,2017,PMP,6
110-04879,2017,WE,12
110-04879,2018,AMP,8
110-04879,2018,MIDD,6
110-04879,2018,PMP,10
110-04879,2018,WE,7
110-04879,2019,AMP,7
110-04879,2019,MIDD,11
110-04879,2019,PMP,19
110-04879,2019,WE,8
110-04879,2020,AMP,9
110-04879,2020,MIDD,13
110-04879,2020,PMP,14
110-04879,2020,WE,11
110-04879,2021,AMP,2.31175564
110-04879,2021,MIDD,2.074652497
110-04879,2021,PMP,2.904513496
110-04879,2021,WE,2.252479854
110-04879,2022,AMP,2.345649753
110-04879,2022,MIDD,2.105070291
110-04879,2022,PMP,2.947098408
110-04879,2022,WE,2.285504888
110-04879,2023,AMP,2.380157169
110-04879,2023,MIDD,2.136038485
110-04879,2023,PMP,2.99045388
110-04879,2023,WE,2.319127498
110-04879,2024,AMP,2.415463472
110-04879,2024,MIDD,2.167723629
110-04879,2024,PMP,3.03481308
110-04879,2024,WE,2.353528511
110-04880,2017,AMP,0
110-04880,2017,MIDD,1
110-04880,2017,PMP,3
110-04880,2017,WE,2
110-04880,2018,AMP,1
110-04880,2018,MIDD,0
110-04880,2018,PMP,2
110-04880,2018,WE,1
110-04880,2019,AMP,0
110-04880,2019,MIDD,0
110-04880,2019,PMP,0
110-04880,2019,WE,0
110-04880,2020,AMP,0
110-04880,2020,MIDD,0
110-04880,2020,PMP,1
110-04880,2020,WE,0
110-04880,2021,AMP,0.779153302
110-04880,2021,MIDD,0.42499271
110-04880,2021,PMP,0.42499271
110-04880,2021,WE,0.283328474
110-04880,2022,AMP,0.792472615
110-04880,2022,MIDD,0.43225779
110-04880,2022,PMP,0.43225779
110-04880,2022,WE,0.28817186
110-04880,2023,AMP,0.806077333
110-04880,2023,MIDD,0.439678545
110-04880,2023,PMP,0.439678545
110-04880,2023,WE,0.29311903
110-04880,2024,AMP,0.82002765
110-04880,2024,MIDD,0.447287809
110-04880,2024,PMP,0.447287809
110-04880,2024,WE,0.298191873
110-04881,2017,AMP,0
110-04881,2017,MIDD,2
110-04881,2017,PMP,0
110-04881,2017,WE,0
110-04881,2018,AMP,0
110-04881,2018,MIDD,0
110-04881,2018,PMP,0
110-04881,2018,WE,0
110-04881,2019,AMP,0
110-04881,2019,MIDD,0
110-04881,2019,PMP,0
110-04881,2019,WE,0
110-04881,2020,AMP,0
110-04881,2020,MIDD,0
110-04881,2020,PMP,0
110-04881,2020,WE,0
110-04881,2021,AMP,0.153339508
110-04881,2021,MIDD,0.102226339
110-04881,2021,PMP,0.153339508
110-04881,2021,WE,0.153339508
110-04881,2022,AMP,0.155960786
110-04881,2022,MIDD,0.103973857
110-04881,2022,PMP,0.155960786
110-04881,2022,WE,0.155960786
110-04881,2023,AMP,0.158638231
110-04881,2023,MIDD,0.105758821
110-04881,2023,PMP,0.158638231
110-04881,2023,WE,0.158638231
110-04881,2024,AMP,0.161383692
110-04881,2024,MIDD,0.107589128
110-04881,2024,PMP,0.161383692
110-04881,2024,WE,0.161383692
110-04882,2017,AMP,0
110-04882,2017,MIDD,0
110-04882,2017,PMP,3
110-04882,2017,WE,2
110-04882,2018,AMP,0
110-04882,2018,MIDD,1
110-04882,2018,PMP,3
110-04882,2018,WE,1
110-04882,2019,AMP,1
110-04882,2019,MIDD,0
110-04882,2019,PMP,2
110-04882,2019,WE,0
110-04882,2020,AMP,2
110-04882,2020,MIDD,3
110-04882,2020,PMP,2
110-04882,2020,WE,1
110-04882,2021,AMP,2.642523756
110-04882,2021,MIDD,2.114019005
110-04882,2021,PMP,1.761682504
110-04882,2021,WE,1.233177753
110-04882,2022,AMP,2.681770289
110-04882,2022,MIDD,2.145416231
110-04882,2022,PMP,1.787846859
110-04882,2022,WE,1.251492801
110-04882,2023,AMP,2.721737187
110-04882,2023,MIDD,2.177389749
110-04882,2023,PMP,1.814491458
110-04882,2023,WE,1.27014402
110-04882,2024,AMP,2.762511933
110-04882,2024,MIDD,2.210009546
110-04882,2024,PMP,1.841674622
110-04882,2024,WE,1.289172235
110-04883,2017,AMP,2
110-04883,2017,MIDD,1
110-04883,2017,PMP,0
110-04883,2017,WE,4
110-04883,2018,AMP,3
110-04883,2018,MIDD,0
110-04883,2018,PMP,4
110-04883,2018,WE,1
110-04883,2019,AMP,3
110-04883,2019,MIDD,1
110-04883,2019,PMP,3
110-04883,2019,WE,4
110-04883,2020,AMP,10
110-04883,2020,MIDD,4
110-04883,2020,PMP,7
110-04883,2020,WE,1
110-04883,2021,AMP,3.937943865
110-04883,2021,MIDD,3.719169206
110-04883,2021,PMP,5.469366479
110-04883,2021,WE,2.187746592
110-04883,2022,AMP,4.00460823
110-04883,2022,MIDD,3.782129995
110-04883,2022,PMP,5.561955875
110-04883,2022,WE,2.22478235
110-04883,2023,AMP,4.072709793
