tmc,year,AMP Hour TMS,AMP TMS,AMP Lane TMS,AMP Hour Lane TMS,AMP Hour NPMRDS,AMP NPMRDS,AMP Lane NPMRDS,AMP Hour Lane NPMRDS,MIDD Hour TMS,MIDD TMS,MIDD Lane TMS,MIDD Hour Lane TMS,MIDD Hour NPMRDS,MIDD NPMRDS,MIDD Lane NPMRDS,MIDD Hour Lane NPMRDS,PMP Hour TMS,PMP TMS,PMP Lane TMS,PMP Hour Lane TMS,PMP Hour NPMRDS,PMP NPMRDS,PMP Lane NPMRDS,PMP Hour Lane NPMRDS,WE Hour TMS,WE TMS,WE Lane TMS,WE Hour Lane TMS,WE Hour NPMRDS,WE NPMRDS,WE Lane NPMRDS,WE Hour Lane NPMRDS
110+04123,2020,4347.647998,17390.59199,4347.647998,1086.911999,5700.14666,22800.58664,5700.14666,1425.036665,3570.786375,21424.71825,5356.179563,892.6965938,4681.61315,28089.6789,7022.419725,1170.403288,4194.890848,16779.56339,4194.890848,1048.722712,5499.86868,21999.47472,5499.86868,1374.96717,3971.062401,55594.87362,13898.71841,992.7656004,5206.410019,72889.74026,18222.43507,1301.602505
110+04124,2017,5302.708458,21210.83383,5302.708458,1325.677114,5805.046098,23220.18439,5805.046098,1451.261524,4280.258618,25681.55171,6420.387928,1070.064655,4685.737258,28114.42355,7028.605888,1171.434315,5120.73584,20482.94336,5120.73584,1280.18396,5605.8348,22423.3392,5605.8348,1401.4587,4812.523493,67375.3289,16843.83223,1203.130873,5268.424796,73757.94714,18439.48679,1317.106199
110+04124,2018,5149.333833,20597.33533,5149.333833,1287.333458,5943.62414,23774.49656,5943.62414,1485.906035,4156.457158,24938.74295,6234.685738,1039.11429,4797.595167,28785.571,7196.39275,1199.398792,4972.624563,19890.49825,4972.624563,1243.156141,5739.657275,22958.6291,5739.657275,1434.914319,4673.326895,65426.57653,16356.64413,1168.331724,5394.192619,75518.69666,18879.67417,1348.548155
110+04124,2019,5225.244013,20900.97605,5225.244013,1306.311003,6126.964945,24507.85978,6126.964945,1531.741236,4217.730602,25306.38361,6326.595903,1054.43265,4945.584833,29673.509,7418.37725,1236.396208,5045.92974,20183.71896,5045.92974,1261.482435,5916.706388,23666.82555,5916.706388,1479.176597,4742.219901,66391.07862,16597.76966,1185.554975,5560.585309,77848.19433,19462.04858,1390.146327
110+04124,2020,4519.173645,18076.69458,4519.173645,1129.793411,5924.040433,23696.16173,5924.040433,1481.010108,3647.80227,21886.81362,5471.703405,911.9505675,4781.787522,28690.72513,7172.681283,1195.44688,4364.08953,17456.35812,4364.08953,1091.022383,5720.74562,22882.98248,5720.74562,1430.186405,4101.419023,57419.86632,14354.96658,1025.354756,5376.419239,75269.86934,18817.46734,1344.10481
110+04125,2017,5985.062418,23940.24967,5985.062418,1496.265604,6578.92867,26315.71468,6578.92867,1644.732168,4874.231762,29245.39057,7311.347643,1218.55794,5357.876132,32147.25679,8036.814198,1339.469033,5018.374063,20073.49625,5018.374063,1254.593516,5516.320915,22065.28366,5516.320915,1379.080229,5232.795464,73259.13649,18314.78412,1308.198866,5752.018223,80528.25512,20132.06378,1438.004556
110+04125,2018,5811.950013,23247.80005,5811.950013,1452.987503,6963.995333,27855.98133,6963.995333,1740.998833,4733.249107,28399.49464,7099.87366,1183.312277,5671.474225,34028.84535,8507.211338,1417.868556,4873.222225,19492.8889,4873.222225,1218.305556,5839.192828,23356.77131,5839.192828,1459.798207,5081.441684,71140.18358,17785.0459,1270.360421,6088.68557,85241.59798,21310.3995,1522.171393
110+04125,2019,5897.651825,23590.6073,5897.651825,1474.412956,6883.485575,27533.9423,6883.485575,1720.871394,4803.04462,28818.26772,7204.56693,1200.761155,5605.90712,33635.44272,8408.86068,1401.47678,4945.081753,19780.32701,4945.081753,1236.270438,5771.686753,23086.74701,5771.686753,1442.921688,5156.371574,72189.20203,18047.30051,1289.092893,6018.295145,84256.13203,21064.03301,1504.573786
110+04125,2020,5100.769545,20403.07818,5100.769545,1275.192386,6818.683438,27274.73375,6818.683438,1704.670859,4154.0641,24924.3846,6231.09615,1038.516025,5553.132292,33318.79375,8329.698438,1388.283073,4276.909378,17107.63751,4276.909378,1069.227344,5717.35125,22869.405,5717.35125,1429.337813,4459.65002,62435.10028,15608.77507,1114.912505,5961.638036,83462.9325,20865.73313,1490.409509
110+04126,2017,6498.310395,25993.24158,6498.310395,1624.577599,7259.916998,29039.66799,7259.916998,1814.979249,4754.95048,28529.70288,7132.42572,1188.73762,5312.234058,31873.40435,7968.351088,1328.058515,4829.75361,19319.01444,4829.75361,1207.438403,5395.80417,21583.21668,5395.80417,1348.951043,5274.425635,73841.95889,18460.48972,1318.606409,5892.592073,82496.28902,20624.07226,1473.148018
110+04126,2018,6310.352765,25241.41106,6310.352765,1577.588191,7678.004983,30712.01993,7678.004983,1919.501246,4617.417925,27704.50755,6926.126888,1154.354481,5618.157838,33708.94703,8427.236758,1404.53946,4690.057445,18760.22978,4690.057445,1172.514361,5706.540628,22826.16251,5706.540628,1426.635157,5121.867741,71706.14838,17926.5371,1280.466935,6231.93782,87247.12948,21811.78237,1557.984455
110+04126,2019,6403.403923,25613.61569,6403.403923,1600.850981,7269.55036,29078.20144,7269.55036,1817.38759,4685.505417,28113.0325,7028.258125,1171.376354,5319.282993,31915.69796,7978.92449,1329.820748,4759.216063,19036.86425,4759.216063,1189.804016,5402.963995,21611.85598,5402.963995,1350.740999,5197.393745,72763.51243,18190.87811,1299.348436,5900.411099,82605.75539,20651.43885,1475.102775
110+04126,2020,5538.18514,22152.74056,5538.18514,1384.546285,7188.558748,28754.23499,7188.558748,1797.139687,4052.406625,24314.43975,6078.609938,1013.101656,5260.019725,31560.11835,7890.029588,1315.004931,4116.157593,16464.63037,4116.157593,1029.039398,5342.76842,21371.07368,5342.76842,1335.692105,4495.129334,62931.81068,15732.95267,1123.782334,5834.673359,81685.42702,20421.35676,1458.66834
110+04127,2017,6418.96002,25675.84008,6418.96002,1604.740005,7315.861865,29263.44746,7315.861865,1828.965466,4696.88814,28181.32884,7045.33221,1174.222035,5353.170097,32119.02058,8029.755145,1338.292524,4770.777855,19083.11142,4770.777855,1192.694464,5437.384198,21749.53679,5437.384198,1359.346049,5210.020025,72940.28035,18235.07009,1302.505006,5938.000345,83132.00483,20783.00121,1484.500086
110+04127,2018,6233.357213,24933.42885,6233.357213,1558.339303,7729.882433,30919.52973,7729.882433,1932.470608,4561.07866,27366.47196,6841.61799,1140.269665,5656.117658,33936.70595,8484.176488,1414.029415,4632.83187,18531.32748,4632.83187,1158.207968,5745.09762,22980.39048,5745.09762,1436.274405,5059.373449,70831.22829,17707.80707,1264.843362,6274.044725,87836.62615,21959.15654,1568.511181
110+04127,2019,6325.19528,25300.78112,6325.19528,1581.29882,7062.326003,28249.30401,7062.326003,1765.581501,4628.278507,27769.67104,6942.41776,1157.069627,5167.65257,31005.91542,7751.478855,1291.913143,4701.08888,18804.35552,4701.08888,1175.27222,5248.948178,20995.79271,5248.948178,1312.237044,5133.914834,71874.80768,17968.70192,1283.478709,5732.215153,80251.01214,20062.75304,1433.053788
110+04127,2020,5470.53752,21882.15008,5470.53752,1367.63438,6981.905255,27927.62102,6981.905255,1745.476314,4002.907437,24017.44462,6004.361155,1000.726859,5108.807017,30652.8421,7663.210525,1277.201754,4065.879703,16263.51881,4065.879703,1016.469926,5189.176888,20756.70755,5189.176888,1297.294222,4440.222394,62163.11351,15540.77838,1110.055598,5666.940762,79337.17067,19834.29267,1416.735191
110+04128,2017,3018.632833,12074.53133,3018.632833,754.6582081,4159.746293,16638.98517,4159.746293,1039.936573,2649.076428,15894.45857,3973.614643,662.2691071,3650.488968,21902.93381,5475.733453,912.6222421,2466.335655,9865.34262,2466.335655,616.5839138,3398.66793,13594.67172,3398.66793,849.6669825,2702.452323,37834.33252,9458.58313,675.6130807,3724.042193,52136.5907,13034.14768,931.0105482
110+04128,2018,2931.340565,11725.36226,2931.340565,732.8351413,4436.335278,17745.34111,4436.335278,1109.083819,2572.470923,15434.82554,3858.706385,643.1177308,3893.21652,23359.29912,5839.82478,973.30413,2395.014615,9580.05846,2395.014615,598.7536538,3624.65145,14498.6058,3624.65145,906.1628625,2624.303304,36740.24626,9185.061565,656.0758261,3971.660431,55603.24603,13900.81151,992.9151077
110+04128,2019,2974.557593,11898.23037,2974.557593,743.6393981,4380.06119,17520.24476,4380.06119,1095.015298,2610.397103,15662.38262,3915.595655,652.5992758,3843.831792,23062.99075,5765.747688,960.9579479,2430.32454,9721.29816,2430.32454,607.581135,3578.67342,14314.69368,3578.67342,894.668355,2662.993654,37281.91116,9320.47779,665.7484136,3921.280656,54897.92919,13724.4823,980.3201641
110+04128,2020,2572.608575,10290.4343,2572.608575,643.1521438,4266.654803,17066.61921,4266.654803,1066.663701,2257.656732,13545.94039,3386.485098,564.4141829,3744.309192,22465.85515,5616.463788,936.0772979,2101.917195,8407.66878,2101.917195,525.4792988,3486.01617,13944.06468,3486.01617,871.5040425,2303.145962,32244.04347,8061.010868,575.7864905,3819.752789,53476.53904,13369.13476,954.9381971
110+04129,2017,3870.756158,15483.02463,3870.756158,967.6890394,5326.882508,21307.53003,5326.882508,1331.720627,3600.197367,21601.1842,5400.29605,900.0493417,4954.543143,29727.25886,7431.814715,1238.635786,3414.538233,13658.15293,3414.538233,853.6345581,4699.041543,18796.16617,4699.041543,1174.760386,3624.454411,50742.36175,12685.59044,906.1136027,4987.925361,69830.95506,17457.73877,1246.98134
110+04129,2018,3758.8405,15035.362,3758.8405,939.710125,5696.63507,22786.54028,5696.63507,1424.158768,3496.10441,20976.62646,5244.156615,874.0261025,5298.450677,31790.70406,7947.676015,1324.612669,3315.81326,13263.25304,3315.81326,828.953315,5025.214055,20100.85622,5025.214055,1256.303514,3519.660106,49275.24149,12318.81037,879.9150266,5334.15004,74678.10056,18669.52514,1333.53751
110+04129,2019,3814.21604,15256.86416,3814.21604,953.55401,5759.405663,23037.62265,5759.405663,1439.851416,3547.609302,21285.65581,5321.413953,886.9023254,5356.83372,32141.00232,8035.25058,1339.20843,3364.662088,13458.64835,3364.662088,841.1655219,5080.586333,20322.34533,5080.586333,1270.146583,3571.512023,50001.16832,12500.29208,892.8780057,5392.92645,75500.9703,18875.24258,1348.231613
110+04129,2020,3298.833375,13195.3335,3298.833375,824.7083438,5365.546398,21462.18559,5365.546398,1341.386599,3068.250943,18409.50566,4602.376415,767.0627358,4990.504498,29943.02699,7485.756748,1247.626125,2910.023835,11640.09534,2910.023835,727.5059588,4733.1484,18932.5936,4733.1484,1183.2871,3088.923892,43244.93449,10811.23362,772.230973,5024.129013,70337.80618,17584.45155,1256.032253
110+04130,2017,3870.756158,15483.02463,3870.756158,967.6890394,5326.882508,21307.53003,5326.882508,1331.720627,3600.197367,21601.1842,5400.29605,900.0493417,4954.543143,29727.25886,7431.814715,1238.635786,3414.538233,13658.15293,3414.538233,853.6345581,4699.041543,18796.16617,4699.041543,1174.760386,3624.454411,50742.36175,12685.59044,906.1136027,4987.925361,69830.95506,17457.73877,1246.98134
110+04130,2018,3758.8405,15035.362,3758.8405,939.710125,5696.63507,22786.54028,5696.63507,1424.158768,3496.10441,20976.62646,5244.156615,874.0261025,5298.450677,31790.70406,7947.676015,1324.612669,3315.81326,13263.25304,3315.81326,828.953315,5025.214055,20100.85622,5025.214055,1256.303514,3519.660106,49275.24149,12318.81037,879.9150266,5334.15004,74678.10056,18669.52514,1333.53751
110+04130,2019,3814.21604,15256.86416,3814.21604,953.55401,5759.405663,23037.62265,5759.405663,1439.851416,3547.609302,21285.65581,5321.413953,886.9023254,5356.83372,32141.00232,8035.25058,1339.20843,3364.662088,13458.64835,3364.662088,841.1655219,5080.586333,20322.34533,5080.586333,1270.146583,3571.512023,50001.16832,12500.29208,892.8780057,5392.92645,75500.9703,18875.24258,1348.231613
110+04130,2020,3298.833375,13195.3335,3298.833375,824.7083438,5365.546398,21462.18559,5365.546398,1341.386599,3068.250943,18409.50566,4602.376415,767.0627358,4990.504498,29943.02699,7485.756748,1247.626125,2910.023835,11640.09534,2910.023835,727.5059588,4733.1484,18932.5936,4733.1484,1183.2871,3088.923892,43244.93449,10811.23362,772.230973,5024.129013,70337.80618,17584.45155,1256.032253
110+04143,2017,4298.798768,17195.19507,5731.73169,1432.932923,4106.837238,16427.34895,5475.782983,1368.945746,3989.398347,23936.39008,7978.796693,1329.799449,3811.252998,22867.51799,7622.505997,1270.417666,3671.10076,14684.40304,4894.801013,1223.700253,3507.16889,14028.67556,4676.225187,1169.056297,3986.856299,55815.98818,18605.32939,1328.9521,3808.824464,53323.5425,17774.51417,1269.608155
110+04143,2018,4251.584015,17006.33606,5668.778687,1417.194672,4135.94454,16543.77816,5514.59272,1378.64818,3945.581815,23673.49089,7891.16363,1315.193938,3838.26534,23029.59204,7676.53068,1279.42178,3630.780168,14523.12067,4841.040223,1210.260056,3532.02603,14128.10412,4709.36804,1177.34201,3943.067687,55202.94762,18400.98254,1314.355896,3835.819594,53701.47432,17900.49144,1278.606531
110+04143,2019,4265.178705,17060.71482,5686.90494,1421.726235,4242.332858,16969.33143,5656.44381,1414.110953,3958.198045,23749.18827,7916.39609,1319.399348,3936.996497,23621.97898,7873.992993,1312.332166,3642.3898,14569.5592,4856.519733,1214.129933,3622.879838,14491.51935,4830.50645,1207.626613,3955.675878,55379.46229,18459.82076,1318.558626,3934.48784,55082.82976,18360.94325,1311.495947
110+04143,2020,3707.23234,14828.92936,4942.976453,1235.744113,4203.63594,16814.54376,5604.84792,1401.21198,3440.40914,20642.45484,6880.81828,1146.803047,3901.08474,23406.50844,7802.16948,1300.36158,3165.91313,12663.65252,4221.217507,1055.304377,3589.83333,14359.33332,4786.44444,1196.61111,3438.216909,48135.03672,16045.01224,1146.072303,3898.598966,54580.38552,18193.46184,1299.532989
110+04144,2017,3904.383543,15617.53417,5205.844723,1301.461181,3691.32486,14765.29944,4921.76648,1230.44162,3623.370643,21740.22386,7246.741287,1207.790214,3425.646582,20553.87949,6851.293163,1141.882194,3334.276893,13337.10757,4445.702523,1111.425631,3152.328415,12609.31366,4203.104553,1050.776138,3621.061828,50694.86559,16898.28853,1207.020609,3423.463756,47928.49259,15976.1642,1141.154585
110+04144,2018,3950.752153,15803.00861,5267.669537,1316.917384,3879.676183,15518.70473,5172.901577,1293.225394,3666.401932,21998.41159,7332.803863,1222.133977,3600.441562,21602.64937,7200.883123,1200.147187,3373.874893,13495.49957,4498.499857,1124.624964,3313.177228,13252.70891,4417.569637,1104.392409,3664.065697,51296.91976,17098.97325,1221.355232,3598.147357,50374.063,16791.35433,1199.382452
110+04144,2019,3985.669633,15942.67853,5314.226177,1328.556544,3827.83585,15311.3434,5103.781133,1275.945283,3698.806272,22192.83763,7397.612543,1232.935424,3552.332372,21313.99423,7104.664743,1184.110791,3403.693825,13614.7753,4538.258433,1134.564608,3268.90647,13075.62588,4358.54196,1089.63549,3696.44939,51750.29146,17250.09715,1232.149797,3550.068822,49700.96351,16566.98784,1183.356274
110+04144,2020,3585.839095,14343.35638,4781.118793,1195.279698,3808.430983,15233.72393,5077.907977,1269.476994,3327.753017,19966.5181,6655.506033,1109.251006,3534.324143,21205.94486,7068.648287,1178.108048,3062.245373,12248.98149,4082.99383,1020.748458,3252.335043,13009.34017,4336.446723,1084.111681,3325.632569,46558.85597,15519.61866,1108.54419,3532.072069,49449.00896,16483.00299,1177.357356
110+04145,2017,3907.577338,15630.30935,5210.103117,1302.525779,3816.90806,15267.63224,5089.210747,1272.302687,3620.29554,21721.77324,7240.59108,1206.76518,3536.29219,21217.75314,7072.58438,1178.764063,3332.170203,13328.68081,4442.893603,1110.723401,3254.852355,13019.40942,4339.80314,1084.950785,3620.054529,50680.7634,16893.5878,1206.684843,3536.056772,49504.79481,16501.59827,1178.685591
110+04145,2018,3887.409565,15549.63826,5183.212753,1295.803188,3866.04201,15464.16804,5154.72268,1288.68067,3601.610485,21609.66291,7203.22097,1200.536828,3581.813853,21490.88312,7163.627707,1193.937951,3314.97222,13259.88888,4419.96296,1104.99074,3296.751125,13187.0045,4395.668167,1098.917042,3601.370717,50419.19004,16806.39668,1200.456906,3581.575405,50142.05567,16714.01856,1193.858468
110+04145,2019,3942.37103,15769.48412,5256.494707,1314.123677,3912.66213,15650.64852,5216.88284,1304.22071,3652.531228,21915.18737,7305.062457,1217.510409,3625.006502,21750.03901,7250.013003,1208.335501,3361.840378,13447.36151,4482.453837,1120.613459,3336.506238,13346.02495,4448.674983,1112.168746,3652.288071,51132.033,17044.011,1217.429357,3624.765177,50746.71248,16915.57083,1208.255059
110+04145,2020,3829.93427,15319.73708,5106.579027,1276.644757,3878.554028,15514.21611,5171.40537,1292.851343,3548.360725,21290.16435,7096.72145,1182.786908,3593.405998,21560.43599,7186.811997,1197.801999,3265.960403,13063.84161,4354.61387,1088.653468,3307.420698,13229.68279,4409.894263,1102.473566,3548.124503,49673.74304,16557.91435,1182.708168,3593.166778,50304.33489,16768.11163,1197.722259
110+04146,2017,4665.64217,18662.56868,6220.856227,1555.214057,4514.889788,18059.55915,6019.85305,1504.963263,3610.759343,21664.55606,7221.518687,1203.586448,3494.091465,20964.54879,6988.18293,1164.697155,3286.23888,13144.95552,4381.65184,1095.41296,3180.05664,12720.22656,4240.07552,1060.01888,3819.434304,53472.08025,17824.02675,1273.144768,3696.023893,51744.3345,17248.1115,1232.007964
110+04146,2018,4580.82395,18323.2958,6107.765267,1526.941317,4554.770355,18219.08142,6073.02714,1518.256785,3545.11818,21270.70908,7090.23636,1181.70606,3524.955197,21149.73118,7049.910393,1174.985066,3226.49728,12905.98912,4301.996373,1075.499093,3208.146465,12832.58586,4277.52862,1069.382155,3749.999571,52499.994,17499.998,1249.999857,3728.671318,52201.39845,17400.46615,1242.890439
110+04146,2019,4666.986458,18667.94583,6222.64861,1555.662153,4662.697538,18650.79015,6216.93005,1554.232513,3611.799693,21670.79816,7223.599387,1203.933231,3608.48048,21650.88288,7216.96096,1202.826827,3287.185728,13148.74291,4382.914303,1095.728576,3284.164833,13136.65933,4378.886443,1094.721611,3820.534779,53487.4869,17829.1623,1273.511593,3817.023739,53438.33235,17812.77745,1272.341246
110+04146,2020,4134.968183,16539.87273,5513.29091,1378.322728,4478.081883,17912.32753,5970.775843,1492.693961,3200.068598,19200.41159,6400.137197,1066.689533,3465.605678,20793.63407,6931.211357,1155.201893,2912.45936,11649.83744,3883.279147,970.8197867,3154.13104,12616.52416,4205.508053,1051.377013,3385.008696,47390.12175,15796.70725,1128.336232,3665.891839,51322.48575,17107.49525,1221.963946
110+04147,2017,3830.515588,15322.06235,5107.354117,1276.838529,3426.213673,13704.85469,4568.284897,1142.071224,3689.0517,22134.3102,7378.1034,1229.6839,3299.680967,19798.0858,6599.361933,1099.893656,3622.80644,14491.22576,4830.408587,1207.602147,3240.42774,12961.71096,4320.57032,1080.14258,3710.542736,51947.59831,17315.8661,1236.847579,3318.903675,46464.65145,15488.21715,1106.301225
110+04147,2018,3876.826935,15507.30774,5169.10258,1292.275645,4006.344518,16025.37807,5341.79269,1335.448173,3733.652733,22401.9164,7467.305467,1244.550911,3858.387133,23150.3228,7716.774267,1286.129044,3666.606563,14666.42625,4888.80875,1222.202188,3789.101075,15156.4043,5052.134767,1263.033692,3755.403599,52575.65038,17525.21679,1251.8012,3880.864655,54332.10517,18110.70172,1293.621552
110+04147,2019,3935.418223,15741.67289,5247.224297,1311.806074,3757.992348,15031.96939,5010.656463,1252.664116,3790.0802,22740.4812,7580.1604,1263.360067,3619.2068,21715.2408,7238.4136,1206.402267,3722.020745,14888.08298,4962.694327,1240.673582,3554.215765,14216.86306,4738.954353,1184.738588,3812.159791,53370.23707,17790.07902,1270.71993,3640.290946,50964.07325,16988.02442,1213.430315
110+04147,2020,3453.96744,13815.86976,4605.28992,1151.32248,3773.300975,15093.2039,5031.067967,1257.766992,3326.409767,19958.4586,6652.819533,1108.803256,3633.950067,21803.7004,7267.900133,1211.316689,3266.676563,13066.70625,4355.56875,1088.892188,3568.694283,14274.77713,4758.259043,1189.564761,3345.788187,46841.03462,15613.67821,1115.262729,3655.120101,51171.68142,17057.22714,1218.373367
110+04148,2017,4809.593663,19238.37465,6412.79155,1603.197888,5119.172465,20476.68986,6825.563287,1706.390822,3984.59525,23907.5715,7969.1905,1328.198417,4241.071433,25446.4286,8482.142867,1413.690478,4076.282033,16305.12813,5435.04271,1358.760678,4338.659813,17354.63925,5784.87975,1446.219938,4246.505306,59451.07428,19817.02476,1415.501769,4519.839836,63277.75771,21092.5859,1506.613279
110+04148,2018,4882.226085,19528.90434,6509.63478,1627.408695,4321.198998,17284.79599,5761.598663,1440.399666,4044.7689,24268.6134,8089.5378,1348.2563,3579.975817,21479.8549,7159.951633,1193.325272,4137.840298,16551.36119,5517.120397,1379.280099,3662.35218,14649.40872,4883.13624,1220.78406,4310.634209,60348.87893,20116.29298,1436.87807,3815.289972,53414.05961,17804.68654,1271.763324
110+04148,2019,4954.79706,19819.18824,6606.39608,1651.59902,5136.378115,20545.51246,6848.504153,1712.126038,4104.891642,24629.34985,8209.783283,1368.297214,4255.325767,25531.9546,8510.651533,1418.441922,4199.346483,16797.38593,5599.128643,1399.782161,4353.242143,17412.96857,5804.322857,1451.080714,4374.708858,61245.92401,20415.308,1458.236286,4535.031116,63490.43563,21163.47854,1511.677039
110+04148,2020,5027.429483,20109.71793,6703.23931,1675.809828,5170.789415,20683.15766,6894.385887,1723.596472,4165.065292,24990.39175,8330.130583,1388.355097,4283.834433,25703.0066,8567.668867,1427.944811,4260.904748,17043.61899,5681.20633,1420.301583,4382.406803,17529.62721,5843.20907,1460.802268,4438.837761,62143.72866,20714.57622,1479.612587,4565.413676,63915.79147,21305.26382,1521.804559
110+04149,2017,4177.974688,16711.89875,5570.632917,1392.658229,4506.588105,18026.35242,6008.78414,1502.196035,4123.506343,24741.03806,8247.012687,1374.502114,4447.835622,26687.01373,8895.671243,1482.611874,3986.703603,15946.81441,5315.604803,1328.901201,4300.27283,17201.09132,5733.697107,1433.424277,4099.98223,57399.75122,19133.25041,1366.660743,4422.461248,61914.45747,20638.15249,1474.153749
110+04149,2018,4174.28302,16697.13208,5565.710693,1391.427673,4658.497428,18633.98971,6211.329903,1552.832476,4119.862805,24719.17683,8239.72561,1373.287602,4597.764498,27586.58699,9195.528997,1532.588166,3983.180943,15932.72377,5310.907923,1327.726981,4445.22762,17780.91048,5926.97016,1481.74254,4096.359478,57349.03269,19116.34423,1365.453159,4571.534798,64001.48717,21333.82906,1523.844933
110+04149,2019,4220.125805,16880.50322,5626.834407,1406.708602,4704.615708,18818.46283,6272.820943,1568.205236,4165.107937,24990.64762,8330.215873,1388.369312,4643.281535,27859.68921,9286.56307,1547.760512,4026.925008,16107.70003,5369.233343,1342.308336,4489.234568,17956.93827,5985.64609,1496.411523,4141.34649,57978.85086,19326.28362,1380.44883,4616.792165,64635.09031,21545.0301,1538.930722
110+04149,2020,3676.34884,14705.39536,4901.798453,1225.449613,4689.298048,18757.19219,6252.397397,1563.099349,3628.420202,21770.52121,7256.840403,1209.473401,4628.16357,27768.98142,9256.32714,1542.72119,3508.042595,14032.17038,4677.390127,1169.347532,4474.618163,17898.47265,5966.15755,1491.539388,3607.720496,50508.08695,16836.02898,1202.573499,4601.760447,64424.64626,21474.88209,1533.920149
110+04150,2017,4758.206775,19032.8271,6344.2757,1586.068925,4560.373713,18241.49485,6080.498283,1520.124571,4539.270967,27235.6258,9078.541933,1513.090322,4350.54065,26103.2439,8701.0813,1450.180217,4361.09927,17444.39708,5814.799027,1453.699757,4179.776838,16719.10735,5573.035783,1393.258946,4550.917856,63712.84998,21237.61666,1516.972619,4361.703293,61063.8461,20354.61537,1453.901098
110+04150,2018,4753.97475,19015.899,6338.633,1584.65825,4683.04601,18732.18404,6244.061347,1561.015337,4535.233667,27211.402,9070.467333,1511.744556,4467.568518,26805.41111,8935.137037,1489.189506,4357.220438,17428.88175,5809.62725,1452.406813,4292.211225,17168.8449,5722.9483,1430.737075,4546.870196,63656.18275,21218.72758,1515.623399,4479.031433,62706.44006,20902.14669,1493.010478
110+04150,2019,4806.226153,19224.90461,6408.301537,1602.075384,5588.417225,22353.6689,7451.222967,1862.805742,4585.080863,27510.48518,9170.161727,1528.360288,5331.281565,31987.68939,10662.56313,1777.093855,4405.111075,17620.4443,5873.481433,1468.370358,5122.022525,20488.0901,6829.363367,1707.340842,4596.845292,64355.83409,21451.9447,1532.281764,5344.960599,74829.44839,24943.14946,1781.653533
110+04150,2020,4186.939828,16747.75931,5582.586437,1395.646609,5589.884328,22359.53731,7453.179103,1863.294776,3994.289297,23965.73578,7988.578593,1331.429766,5332.681163,31996.08698,10665.36233,1777.560388,3837.508768,15350.03507,5116.678357,1279.169589,5123.367185,20493.46874,6831.156247,1707.789062,4004.537869,56063.53016,18687.84339,1334.845956,5346.363788,74849.09303,24949.69768,1782.121263
110+04151,2017,4758.206775,19032.8271,6344.2757,1586.068925,4560.373713,18241.49485,6080.498283,1520.124571,4539.270967,27235.6258,9078.541933,1513.090322,4350.54065,26103.2439,8701.0813,1450.180217,4361.09927,17444.39708,5814.799027,1453.699757,4179.776838,16719.10735,5573.035783,1393.258946,4550.917856,63712.84998,21237.61666,1516.972619,4361.703293,61063.8461,20354.61537,1453.901098
110+04151,2018,4753.97475,19015.899,6338.633,1584.65825,4683.04601,18732.18404,6244.061347,1561.015337,4535.233667,27211.402,9070.467333,1511.744556,4467.568518,26805.41111,8935.137037,1489.189506,4357.220438,17428.88175,5809.62725,1452.406813,4292.211225,17168.8449,5722.9483,1430.737075,4546.870196,63656.18275,21218.72758,1515.623399,4479.031433,62706.44006,20902.14669,1493.010478
110+04151,2019,4806.226153,19224.90461,6408.301537,1602.075384,5588.417225,22353.6689,7451.222967,1862.805742,4585.080863,27510.48518,9170.161727,1528.360288,5331.281565,31987.68939,10662.56313,1777.093855,4405.111075,17620.4443,5873.481433,1468.370358,5122.022525,20488.0901,6829.363367,1707.340842,4596.845292,64355.83409,21451.9447,1532.281764,5344.960599,74829.44839,24943.14946,1781.653533
110+04151,2020,4186.939828,16747.75931,5582.586437,1395.646609,5589.884328,22359.53731,7453.179103,1863.294776,3994.289297,23965.73578,7988.578593,1331.429766,5332.681163,31996.08698,10665.36233,1777.560388,3837.508768,15350.03507,5116.678357,1279.169589,5123.367185,20493.46874,6831.156247,1707.789062,4004.537869,56063.53016,18687.84339,1334.845956,5346.363788,74849.09303,24949.69768,1782.121263
110+04152,2017,5536.235923,22144.94369,7381.647897,1845.411974,5463.566103,21854.26441,7284.754803,1821.188701,4966.426417,29798.5585,9932.852833,1655.475472,4901.236038,29407.41623,9802.472077,1633.745346,4692.399865,18769.59946,6256.533153,1564.133288,4630.80642,18523.22568,6174.40856,1543.60214,5050.935832,70713.10165,23571.03388,1683.645277,4984.636165,69784.90631,23261.63544,1661.545388
110+04152,2018,5531.32501,22125.30004,7375.100013,1843.775003,5778.50763,23114.03052,7704.67684,1926.16921,4962.020952,29772.12571,9924.041903,1654.006984,5183.76264,31102.57584,10367.52528,1727.92088,4688.237478,18752.94991,6250.983303,1562.745826,4897.74439,19590.97756,6530.325853,1632.581463,5046.455404,70650.37566,23550.12522,1682.151801,5271.97028,73807.58392,24602.52797,1757.323427
110+04152,2019,5592.12679,22368.50716,7456.169053,1864.042263,6023.176333,24092.70533,8030.901777,2007.725444,5016.564792,30099.38875,10033.12958,1672.188264,5403.24915,32419.4949,10806.4983,1801.08305,4739.771818,18959.08727,6319.695757,1579.923939,5105.120558,20420.48223,6806.82741,1701.706853,5101.92737,71426.98318,23808.99439,1700.642457,5495.191604,76932.68245,25644.22748,1831.730535
