tmc_code,year,obs AMP rel_unrel,obs MIDD rel_unrel,obs PMP rel_unrel,obs WE rel_unrel,obs rel_unrel,obs rel_unrel WD
110N18057,2017,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N18060,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N18061,2017,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N18063,2017,Rel,Rel,Unrel,Rel,Unrel,Unrel
110N18063,2018,Rel,Rel,Unrel,Rel,Unrel,Unrel
110N18063,2019,Rel,Rel,Unrel,Rel,Unrel,Unrel
110N18063,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N18064,2019,Rel,Unrel,Unrel,Unrel,Unrel,Unrel
110N18064,2020,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N18065,2017,Rel,Rel,Unrel,Rel,Unrel,Unrel
110N18065,2018,Rel,Rel,Unrel,Unrel,Unrel,Unrel
110N18065,2019,Rel,Rel,Rel,Unrel,Unrel,Rel
110N18065,2020,Rel,Rel,Unrel,Unrel,Unrel,Unrel
110N18067,2019,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N18067,2020,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N18068,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N18068,2018,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N18068,2019,Rel,Rel,Unrel,Rel,Unrel,Unrel
110N18068,2020,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N18069,2017,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N18069,2018,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N18072,2017,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N18072,2018,Unrel,Rel,Unrel,Unrel,Unrel,Unrel
110N18074,2017,Rel,Rel,Unrel,Rel,Unrel,Unrel
110N18074,2018,Rel,Rel,Unrel,Rel,Unrel,Unrel
110N18074,2019,Rel,Rel,Unrel,Unrel,Unrel,Unrel
110N18074,2020,Rel,Unrel,Unrel,Unrel,Unrel,Unrel
110N18075,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N18075,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N18075,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N18075,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N18077,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N18077,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N18079,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N18079,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N18079,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N18079,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N18080,2017,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N18080,2018,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N18081,2017,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N18081,2018,Unrel,Unrel,Rel,Unrel,Unrel,Unrel
110N18081,2019,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N18081,2020,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N18082,2017,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N18082,2018,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N18083,2019,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N18083,2020,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N18084,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N18084,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N18089,2017,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N18089,2018,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N18089,2019,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N18089,2020,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N18091,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N18091,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N18091,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N18091,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N18092,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N18092,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N18092,2019,Rel,Unrel,Unrel,Unrel,Unrel,Unrel
110N18092,2020,Rel,Unrel,Unrel,Unrel,Unrel,Unrel
110N18093,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N18093,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N18094,2019,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N18094,2020,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N18095,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N18095,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N18095,2019,Rel,Rel,Unrel,Rel,Unrel,Unrel
110N18095,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N18097,2017,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N18097,2018,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N18097,2019,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N18097,2020,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N18098,2017,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N18098,2018,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N18098,2019,Unrel,Rel,Unrel,Rel,Unrel,Unrel
110N18098,2020,Rel,Rel,Unrel,Rel,Unrel,Unrel
110N18099,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N18099,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N18099,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N18099,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N18100,2017,Rel,Unrel,Unrel,Unrel,Unrel,Unrel
110N18100,2018,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N18100,2019,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N18100,2020,Rel,Unrel,Unrel,Unrel,Unrel,Unrel
110N18102,2017,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N18106,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N18106,2018,Rel,Rel,Unrel,Unrel,Unrel,Unrel
110N18106,2019,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N18106,2020,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N18107,2017,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N18107,2018,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N18107,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N18107,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N18109,2017,Unrel,Unrel,Rel,Rel,Unrel,Unrel
110N18109,2018,Rel,Unrel,Rel,Unrel,Unrel,Unrel
110N18109,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N18109,2020,Rel,Unrel,Rel,Rel,Unrel,Unrel
110N18110,2017,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N18110,2018,Unrel,Rel,Unrel,Unrel,Unrel,Unrel
110N18110,2019,Rel,Unrel,Rel,Rel,Unrel,Unrel
110N18110,2020,Rel,Unrel,Rel,Unrel,Unrel,Unrel
110N18114,2017,Rel,Unrel,Unrel,Unrel,Unrel,Unrel
110N18119,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N18119,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N18119,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N18119,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N18120,2017,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N18123,2017,Rel,Unrel,Rel,Rel,Unrel,Unrel
110N18128,2017,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N18131,2017,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N18136,2019,Unrel,Unrel,Rel,Unrel,Unrel,Unrel
110N18136,2020,Rel,Rel,Rel,Unrel,Unrel,Rel
110N18137,2017,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N18137,2018,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N18137,2019,Rel,Rel,Unrel,Rel,Unrel,Unrel
110N18137,2020,Rel,Unrel,Rel,Rel,Unrel,Unrel
110N18140,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N18140,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N18140,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N18140,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N18142,2017,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N18144,2017,Rel,Unrel,Rel,Rel,Unrel,Unrel
110N18166,2017,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N18168,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N18170,2017,Unrel,Rel,Rel,Rel,Unrel,Unrel
110N18170,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N18170,2019,Unrel,Rel,Rel,Rel,Unrel,Unrel
110N18170,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N18171,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N18171,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N18171,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N18171,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N18172,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N18172,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N18172,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N18172,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N18173,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N18173,2018,Rel,Rel,Rel,Unrel,Unrel,Rel
110N18173,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N18173,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N18175,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N18175,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N18176,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N18176,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N18176,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N18176,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N18177,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N18177,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N18177,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N18177,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N18178,2017,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N18178,2018,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N18186,2018,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N18186,2019,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N18186,2020,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N18188,2017,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N18188,2018,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N18188,2019,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N18189,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N18189,2018,Unrel,Rel,Rel,Rel,Unrel,Unrel
110N18189,2019,Unrel,Rel,Rel,Rel,Unrel,Unrel
110N18196,2017,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N18197,2017,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N18215,2017,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N18219,2017,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N18219,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N18221,2017,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N18226,2017,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N18227,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N18227,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N18838,2019,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N18838,2020,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N18840,2019,Unrel,Rel,Unrel,Unrel,Unrel,Unrel
110N18840,2020,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N18845,2020,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N18846,2019,Unrel,Rel,Rel,Unrel,Unrel,Unrel
110N18846,2020,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N18847,2019,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N18847,2020,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N18883,2019,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N18883,2020,Rel,Unrel,Unrel,Unrel,Unrel,Unrel
110N18989,2019,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N18989,2020,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N18990,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N18990,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N19034,2019,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N19034,2020,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N19104,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N19105,2020,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N19107,2020,Rel,Unrel,Unrel,Rel,Unrel,Unrel
110N19108,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N19132,2020,Rel,Rel,Unrel,Unrel,Unrel,Unrel
110N19134,2019,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N19134,2020,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N19135,2019,Unrel,Unrel,Unrel,Rel,Unrel,Unrel
110N19135,2020,Unrel,Rel,Rel,Rel,Unrel,Unrel
110N19209,2020,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N19271,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N19271,2020,Rel,Rel,Unrel,Rel,Unrel,Unrel
110N19298,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N19298,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N19300,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N19481,2019,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N19481,2020,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N19533,2019,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N19533,2020,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N19557,2020,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N19559,2020,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N19602,2019,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N19602,2020,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N19603,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N19603,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N19638,2019,Unrel,Rel,Rel,Rel,Unrel,Unrel
110N19638,2020,Unrel,Unrel,Rel,Rel,Unrel,Unrel
110N19639,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N19639,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N50004,2019,Unrel,Rel,Unrel,Unrel,Unrel,Unrel
110N50004,2020,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N50008,2019,Rel,Rel,Unrel,Unrel,Unrel,Unrel
110N50010,2019,Rel,Unrel,Unrel,Unrel,Unrel,Unrel
110N50010,2020,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N50012,2019,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N50012,2020,Unrel,Rel,Unrel,Unrel,Unrel,Unrel
110N50013,2019,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N50013,2020,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N50017,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N50017,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N50024,2019,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N50024,2020,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N50025,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N50025,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N50027,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N50028,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N50028,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N50033,2019,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N50033,2020,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N50035,2019,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N50035,2020,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N50040,2019,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N50040,2020,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N50041,2019,Rel,Unrel,Unrel,Unrel,Unrel,Unrel
110N50041,2020,Rel,Unrel,Unrel,Unrel,Unrel,Unrel
110N50043,2019,Unrel,Rel,Rel,Unrel,Unrel,Unrel
110N50043,2020,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N50044,2019,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N50044,2020,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N50045,2019,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N50045,2020,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N50047,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N50047,2020,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N50049,2019,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N50049,2020,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N50050,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N50050,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N50052,2019,Unrel,Rel,Rel,Rel,Unrel,Unrel
110N50052,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N50054,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N50054,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N50065,2019,Rel,Unrel,Unrel,Unrel,Unrel,Unrel
110N50065,2020,Rel,Rel,Rel,Unrel,Unrel,Rel
110N50069,2020,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N50071,2019,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N50071,2020,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N50072,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N50072,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N50073,2019,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N50073,2020,Rel,Rel,Unrel,Rel,Unrel,Unrel
110N50079,2019,Rel,Unrel,Rel,Unrel,Unrel,Unrel
110N50079,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N50080,2019,Unrel,Rel,Rel,Unrel,Unrel,Unrel
110N50080,2020,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N50082,2019,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N50082,2020,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N50083,2019,Rel,Unrel,Unrel,Unrel,Unrel,Unrel
110N50083,2020,Unrel,Unrel,Rel,Unrel,Unrel,Unrel
110N50086,2019,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N50086,2020,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N50090,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N50090,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N50091,2019,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N50091,2020,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N50094,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N50094,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N50105,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N50105,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N50106,2019,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N50106,2020,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N50108,2019,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N50108,2020,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N50109,2019,Rel,Unrel,Unrel,Unrel,Unrel,Unrel
110N50109,2020,Rel,Unrel,Unrel,Unrel,Unrel,Unrel
110N50110,2019,Rel,Rel,Unrel,Unrel,Unrel,Unrel
110N50110,2020,Rel,Unrel,Unrel,Unrel,Unrel,Unrel
110N50112,2019,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N50112,2020,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N50113,2019,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N50113,2020,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N50115,2019,Rel,Unrel,Rel,Unrel,Unrel,Unrel
110N50116,2019,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N50116,2020,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N50118,2019,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N50118,2020,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N50119,2019,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N50119,2020,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N50121,2019,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N50121,2020,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N50122,2019,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N50122,2020,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N50134,2020,Rel,Unrel,Unrel,Rel,Unrel,Unrel
110N50157,2019,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N50157,2020,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N50163,2019,Unrel,Rel,Unrel,Unrel,Unrel,Unrel
110N50163,2020,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N50165,2019,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N50165,2020,Rel,Unrel,Unrel,Unrel,Unrel,Unrel
110N50173,2019,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N50173,2020,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N50176,2019,Rel,Unrel,Unrel,Unrel,Unrel,Unrel
110N50176,2020,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N50192,2019,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N50192,2020,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N52936,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N52936,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N52952,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N52969,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N52969,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N53097,2019,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N53127,2020,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N56112,2020,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110P04120,2019,Unrel,Rel,Unrel,Rel,Unrel,Unrel
110P04120,2020,Rel,Rel,Rel,Rel,Rel,Rel
110P04121,2017,Unrel,Rel,Rel,Rel,Unrel,Unrel
110P04121,2018,Unrel,Rel,Rel,Rel,Unrel,Unrel
110P04121,2019,Unrel,Rel,Rel,Rel,Unrel,Unrel
110P04121,2020,Rel,Rel,Rel,Rel,Rel,Rel
110P04122,2017,Unrel,Rel,Rel,Rel,Unrel,Unrel
110P04122,2018,Unrel,Unrel,Rel,Rel,Unrel,Unrel
110P04122,2019,Unrel,Rel,Rel,Rel,Unrel,Unrel
110P04122,2020,Rel,Rel,Rel,Rel,Rel,Rel
110P04123,2017,Unrel,Rel,Rel,Rel,Unrel,Unrel
110P04123,2018,Unrel,Unrel,Rel,Rel,Unrel,Unrel
110P04123,2019,Unrel,Unrel,Rel,Rel,Unrel,Unrel
110P04123,2020,Rel,Rel,Rel,Rel,Rel,Rel
110P04124,2017,Rel,Rel,Rel,Rel,Rel,Rel
110P04124,2018,Rel,Unrel,Rel,Rel,Unrel,Unrel
110P04124,2019,Rel,Unrel,Rel,Rel,Unrel,Unrel
110P04124,2020,Rel,Rel,Rel,Rel,Rel,Rel
110P04125,2017,Unrel,Rel,Rel,Rel,Unrel,Unrel
110P04125,2018,Unrel,Rel,Rel,Rel,Unrel,Unrel
110P04125,2019,Unrel,Rel,Rel,Rel,Unrel,Unrel
110P04125,2020,Rel,Rel,Rel,Rel,Rel,Rel
110P04126,2017,Unrel,Rel,Rel,Rel,Unrel,Unrel
110P04126,2018,Unrel,Rel,Rel,Rel,Unrel,Unrel
110P04126,2019,Unrel,Rel,Rel,Rel,Unrel,Unrel
110P04126,2020,Rel,Rel,Rel,Rel,Rel,Rel
110P04127,2017,Unrel,Rel,Rel,Rel,Unrel,Unrel
110P04127,2018,Unrel,Rel,Rel,Rel,Unrel,Unrel
110P04127,2019,Unrel,Rel,Rel,Rel,Unrel,Unrel
110P04127,2020,Rel,Rel,Rel,Rel,Rel,Rel
110P04128,2017,Unrel,Rel,Unrel,Rel,Unrel,Unrel
110P04128,2018,Unrel,Rel,Unrel,Unrel,Unrel,Unrel
110P04128,2019,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110P04128,2020,Unrel,Rel,Rel,Rel,Unrel,Unrel
110P04129,2017,Rel,Unrel,Unrel,Unrel,Unrel,Unrel
110P04129,2018,Rel,Unrel,Unrel,Unrel,Unrel,Unrel
110P04129,2019,Rel,Unrel,Rel,Unrel,Unrel,Unrel
110P04129,2020,Unrel,Rel,Unrel,Unrel,Unrel,Unrel
110P04130,2017,Rel,Unrel,Rel,Unrel,Unrel,Unrel
110P04130,2018,Rel,Unrel,Rel,Unrel,Unrel,Unrel
110P04130,2019,Rel,Unrel,Rel,Rel,Unrel,Unrel
110P04130,2020,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110P04142,2019,Rel,Rel,Rel,Unrel,Unrel,Rel
110P04142,2020,Rel,Rel,Rel,Rel,Rel,Rel
110P04143,2017,Rel,Rel,Rel,Rel,Rel,Rel
110P04143,2018,Rel,Rel,Rel,Rel,Rel,Rel
110P04143,2019,Rel,Rel,Rel,Unrel,Unrel,Rel
110P04143,2020,Rel,Rel,Rel,Rel,Rel,Rel
110P04144,2017,Unrel,Rel,Rel,Unrel,Unrel,Unrel
110P04144,2018,Rel,Rel,Rel,Rel,Rel,Rel
110P04144,2019,Rel,Rel,Rel,Rel,Rel,Rel
110P04144,2020,Rel,Rel,Rel,Rel,Rel,Rel
110P04145,2017,Rel,Rel,Rel,Unrel,Unrel,Rel
110P04145,2018,Unrel,Rel,Rel,Rel,Unrel,Unrel
110P04145,2019,Unrel,Rel,Rel,Rel,Unrel,Unrel
110P04145,2020,Rel,Rel,Rel,Rel,Rel,Rel
110P04146,2017,Rel,Rel,Rel,Rel,Rel,Rel
110P04146,2018,Rel,Rel,Rel,Rel,Rel,Rel
110P04146,2019,Rel,Rel,Rel,Rel,Rel,Rel
110P04146,2020,Rel,Rel,Rel,Rel,Rel,Rel
110P04147,2017,Rel,Rel,Rel,Rel,Rel,Rel
110P04147,2018,Rel,Rel,Rel,Rel,Rel,Rel
110P04147,2019,Rel,Rel,Rel,Rel,Rel,Rel
110P04147,2020,Rel,Rel,Rel,Rel,Rel,Rel
