tmc_code,year,obs AMP rel_unrel,obs MIDD rel_unrel,obs PMP rel_unrel,obs WE rel_unrel,obs rel_unrel,obs rel_unrel WD
110N05358,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N05358,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N05358,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N05359,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N05359,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N05359,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N05359,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N05360,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N05360,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N05360,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N05360,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N05361,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N05361,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N05361,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N05361,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N05362,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N05362,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N05362,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N05362,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N05363,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N05363,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N05363,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N05363,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N05364,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N05364,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N05364,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N05364,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N05365,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N05365,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N05365,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N05365,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N05366,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N05366,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N05366,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N05366,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N05367,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N05367,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N05367,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N05367,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N05368,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N05368,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N05368,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N05368,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N05369,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N05369,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N05369,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N05369,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N05370,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N05370,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N05370,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N05370,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N05371,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N05371,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N05371,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N05371,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N05372,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N05372,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N05372,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N05372,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N05373,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N05373,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N05373,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N05373,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N05374,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N05374,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N05374,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N05374,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N05375,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N05375,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N05375,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N05375,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N05376,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N05376,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N05376,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N05376,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N05377,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N05377,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N05377,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N05377,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N05378,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N05378,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N05379,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N05379,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N05379,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N05379,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N05380,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N05380,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N05380,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N05380,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N05381,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N05381,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N05381,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N05381,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N05382,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N05382,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N05382,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N05382,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N05383,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N05383,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N05383,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N05383,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N05384,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N05384,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N05385,2017,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N05385,2018,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N05386,2019,Rel,Rel,Rel,Unrel,Unrel,Rel
110N05386,2020,Rel,Rel,Rel,Unrel,Unrel,Rel
110N05387,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N05387,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N05387,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N05387,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N05388,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N05388,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N05388,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N05388,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N05389,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N05389,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N05390,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N05390,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N05390,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N05390,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N05391,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N05391,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N05391,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N05391,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N05392,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N05392,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N05392,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N05392,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N05393,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N05393,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N05393,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N05393,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N05394,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N05394,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N05394,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N05394,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N05395,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N05395,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N05395,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N05395,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N05396,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N05396,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N05396,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N05396,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N05397,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N05397,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N05397,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N05397,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N05398,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N05398,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N05398,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N05398,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N05399,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N05399,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N05399,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N05399,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N05400,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N05400,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N05400,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N05400,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N05401,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N05401,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N05401,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N05401,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N05402,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N05402,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N05402,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N05402,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N05403,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N05403,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N05403,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N05403,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N05404,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N05404,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N05404,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N05404,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N05405,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N05405,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N05405,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N05405,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N05406,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N05406,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N05406,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N05406,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N05407,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N05407,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N05407,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N05407,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N05408,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N05408,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N05408,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N05408,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N05409,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N05409,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N05409,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N05409,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N05410,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N05410,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N05410,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N05410,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N05411,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N05411,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N05411,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N05412,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N05412,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N05412,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N05412,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N05413,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N05413,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N05413,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N05414,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N05414,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N05415,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N05415,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N05415,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N05415,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N05416,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N05416,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N05416,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N05416,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N05417,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N05417,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N05417,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N05417,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N05418,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N05418,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N05419,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N05419,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N05419,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N05419,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N05420,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N05420,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N05420,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N05420,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N05421,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N05421,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N05421,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N05421,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N05422,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N05422,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N05422,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N05422,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N05423,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N05423,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N05423,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N05423,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N05424,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N05424,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N05424,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N05424,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N05425,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N05425,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N05426,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N05426,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N05427,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N05427,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N05427,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N05427,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N05428,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N05428,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N05428,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N05428,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N05429,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N05429,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N05429,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N05429,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N05430,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N05430,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N05430,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N05430,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N05431,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N05431,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N05431,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N05431,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N05432,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N05432,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N05432,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N05432,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N05433,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N05433,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N05433,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N05433,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N05434,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N05434,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N05434,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N05434,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N05435,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N05435,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N05435,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N05435,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N05436,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N05436,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N05436,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N05436,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N05437,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N05437,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N05437,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N05437,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N05438,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N05438,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N05438,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N05438,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N05439,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N05439,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N05439,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N05439,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N05440,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N05440,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N05440,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N05440,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N05441,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N05441,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N05442,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N05442,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N05443,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N05443,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N05443,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N05443,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N05444,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N05444,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N05444,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N05444,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N05445,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N05445,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N05445,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N05445,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N05446,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N05446,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N05446,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N05446,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N05447,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N05447,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N05447,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N05447,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N05448,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N05448,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N05448,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N05448,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N05449,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N05449,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N05449,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N05449,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N05450,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N05450,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N05450,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N05450,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N05451,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N05451,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N05451,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N05451,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N05452,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N05452,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N05452,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N05452,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N05453,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N05453,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N05453,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N05453,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N05454,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N05454,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N05454,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N05454,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N05455,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N05455,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N05455,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N05455,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N05456,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N05456,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N05456,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N05456,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N05457,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N05457,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N05457,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N05457,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N05458,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N05458,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N05458,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N05458,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N05459,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N05459,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N05459,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N05459,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N05460,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N05460,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N05460,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N05460,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N05461,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N05461,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N05461,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N05461,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N05462,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N05462,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N05463,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N05463,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N05463,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N05463,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N05464,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N05464,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N05464,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N05464,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N05465,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N05465,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N05465,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N05465,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N05466,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N05466,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N05466,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N05466,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N05467,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N05467,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N05467,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N05467,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N05468,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N05468,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N05468,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N05468,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N05469,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N05469,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N05469,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N05469,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N05470,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N05470,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N05470,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N05470,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N05471,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N05471,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N05471,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N05471,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N05472,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N05472,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N05472,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N05472,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N05473,2017,Rel,Rel,Rel,Rel,Rel,Rel
