Year_Record,Travel_Time_Code,DIR_AADT
2020,110-07809,8270
2020,110-07810,8270
2020,110-07815,493
2020,110-07816,799
2020,110-07822,5810
2020,110-07845,21198
2020,110-07846,18770
2020,110-07847,6300
2020,110-07851,7741
2020,110-07858,27806
2020,110-07859,16075
2020,110-07860,14106
2020,110-07861,12976
2020,110-07862,11702
2020,110-07863,12198
2020,110-07864,2795
2020,110-07865,2914
2020,110-07866,3210
2020,110-07867,13856
2020,110-07870,17846
2020,110-07871,12548
2020,110-07872,10255
2020,110-07873,8745
2020,110-07874,9765
2020,110-07875,12008
2020,110-07876,10125
2020,110-07877,9890
2020,110-07887,12928
2020,110-07888,16531
2020,110-07889,15509
2020,110-07922,5706
2020,110-07923,11928
2020,110-07931,8248
2020,110-07943,19392
2020,110-07944,10366
2020,110-07945,9340
2020,110-07946,1812
2020,110-07947,15471
2020,110-07950,27178
2020,110-07951,27797
2020,110-07952,27814
2020,110-07953,15948
2020,110-07954,6686
2020,110-07955,15780
2020,110-07974,14838
2020,110-07975,14838
2020,110-07981,9327
2020,110-07982,7885
2020,110-07984,14552
2020,110-07985,17200
2020,110-07991,16916
2020,110-08010,4834
2020,110-08013,3562
2020,110-08014,3384
2020,110-08015,2660
2020,110-08016,1892
2020,110-08020,2424
2020,110-08021,2374
2020,110-08022,6446
2020,110-08023,6446
2020,110-08024,6446
2020,110-08025,8495
2020,110-08026,8314
2020,110-08027,9410
2020,110-08028,9414
2020,110-08029,11828
2020,110-08030,21472
2020,110-08032,1118
2020,110-08033,2544
2020,110-08034,2780
2020,110-08035,5208
2020,110-08037,5564
2020,110-08038,6319
2020,110-08039,6812
2020,110-08040,6864
2020,110-08041,3661
2020,110-08042,4284
2020,110-08043,2654
2020,110-08044,3381
2020,110-08045,8714
2020,110-08046,5564
2020,110-08047,4470
2020,110-08048,4390
2020,110-08049,4619
2020,110-08050,4600
2020,110-08051,6804
2020,110-08052,7082
2020,110-08053,7094
2020,110-08054,7562
2020,110-08055,8696
2020,110-08056,10524
2020,110-08057,8814
2020,110-08058,8814
2020,110-08059,9518
2020,110-08060,9597
2020,110-08061,9990
2020,110-08062,10734
2020,110-08063,10734
2020,110-08064,11068
2020,110-08065,12588
2020,110-08066,12705
2020,110-08067,13599
2020,110-08068,18788
2020,110-08069,13229
2020,110-08070,14274
2020,110-08071,12688
2020,110-08072,9032
2020,110-08073,6798
2020,110-08074,6711
2020,110-08075,6870
2020,110-08076,6870
2020,110-08077,6870
2020,110-08078,8994
2020,110-08079,9184
2020,110-08080,10042
2020,110-08081,12640
2020,110-08082,20586
2020,110-08083,6626
2020,110-08084,5498
2020,110-08085,5452
2020,110-08086,7011
2020,110-08087,6944
2020,110-08088,6406
2020,110-08089,8451
2020,110-08090,21942
2020,110-08091,17940
2020,110-08092,15326
2020,110-08093,14714
2020,110-08094,8730
2020,110-08095,8948
2020,110-08096,10449
2020,110-08097,8438
2020,110-08098,11967
2020,110-08100,8690
2020,110-08101,5522
2020,110-08102,3994
2020,110-08103,4403
2020,110-08104,4686
2020,110-08105,6934
2020,110-08106,6944
2020,110-08107,5397
2020,110-08108,8066
2020,110-08109,8011
2020,110-08110,8472
2020,110-08111,15182
2020,110-08112,15874
2020,110-08114,3698
2020,110-08115,3698
2020,110-08116,4056
2020,110-08117,7783
2020,110-08118,7066
2020,110-08135,17247
2020,110-08136,7686
2020,110-08137,7686
2020,110-08138,8412
2020,110-08151,10574
2020,110-08152,8148
2020,110-08153,7808
2020,110-08154,7782
2020,110-08155,5738
2020,110-08156,6472
2020,110-08157,6075
2020,110-08158,5220
2020,110-08159,4276
2020,110-08160,3736
2020,110-08161,3706
2020,110-08162,5294
2020,110-08166,10424
2020,110-08167,10484
2020,110-08168,6666
2020,110-08169,4780
2020,110-08170,4733
2020,110-08171,8002
2020,110-08172,7854
2020,110-08173,6506
2020,110-08174,3710
2020,110-08176,5402
2020,110-08177,5285
2020,110-08178,3576
2020,110-08179,3573
2020,110-08180,4609
2020,110-08181,3426
2020,110-08189,7974
2020,110-08190,7974
2020,110-08191,7148
2020,110-08192,6100
2020,110-08193,5965
2020,110-08194,6265
2020,110-08195,6633
2020,110-08196,6633
2020,110-08197,5558
2020,110-08198,6740
2020,110-08199,5624
2020,110-08200,4748
2020,110-08202,4066
2020,110-08203,4066
2020,110-08204,4894
2020,110-08205,2343
2020,110-08206,2686
2020,110-08207,8642
2020,110-08208,4367
2020,110-08209,4941
2020,110-08210,5670
2020,110-08211,12418
2020,110-08212,12315
2020,110-08213,12315
2020,110-08214,17118
2020,110-08215,23542
2020,110-08216,27871
2020,110-08217,38920
2020,110-08218,19864
2020,110-08219,20458
2020,110-08220,12692
2020,110-08221,11004
2020,110-08222,11352
2020,110-08223,11110
2020,110-08224,10005
2020,110-08225,8480
2020,110-08249,8177
2020,110-08265,6412
2020,110-08266,9695
2020,110-08267,8875
2020,110-08268,8254
2020,110-08269,4212
2020,110-08270,4175
2020,110-08272,8836
2020,110-08273,9074
2020,110-08274,10208
2020,110-08275,9195
2020,110-08276,9374
2020,110-08277,9681
2020,110-08289,3474
2020,110-08290,5156
2020,110-08291,5501
2020,110-08292,2933
2020,110-08294,3082
2020,110-08296,10386
2020,110-08297,11014
2020,110-08298,5369
2020,110-08300,22139
2020,110-08301,4385
2020,110-08302,5168
2020,110-08303,5986
2020,110-08375,2688
2020,110-08396,6838
2020,110-08437,6882
2020,110-08438,6844
2020,110-08439,8005
2020,110-08440,10568
2020,110-08441,12894
2020,110-08443,6800
2020,110-08444,8354
2020,110-08446,4338
2020,110-08447,3964
2020,110-08448,5071
2020,110-08449,3190
2020,110-08450,5962
2020,110-08451,16672
2020,110-08452,16616
2020,110-08453,14526
2020,110-08454,12644
2020,110-08455,27220
2020,110-08456,12194
2020,110-08457,11924
2020,110-08458,11924
2020,110-08459,10132
2020,110-08460,9795
2020,110-08461,6858
2020,110-08462,5849
2020,110-08463,4793
2020,110-08464,4822
2020,110-08465,11414
2020,110-08466,6702
2020,110-08467,6793
2020,110-08468,7690
2020,110-08469,3943
2020,110-08470,3239
2020,110-08471,2794
2020,110-08472,3432
2020,110-08473,2194
2020,110-08474,2177
2020,110-08475,1412
2020,110-08476,1412
2020,110-08478,5639
2020,110-08479,7717
2020,110-08480,8994
2020,110-08481,10014
2020,110-08482,10014
2020,110-08483,10008
2020,110-08484,8960
2020,110-08485,6445
2020,110-08486,5872
2020,110-08487,4290
2020,110-08496,7942
2020,110-08497,4366
2020,110-08498,3300
2020,110-08499,2901
2020,110-08500,10784
2020,110-08501,11960
2020,110-08502,13311
2020,110-08503,15687
2020,110-08504,4840
2020,110-08505,2521
2020,110-08506,3670
2020,110-08507,1157
2020,110-08508,964
2020,110-08512,3998
2020,110-08525,5446
2020,110-08530,5582
2020,110-08531,5320
2020,110-08532,5866
2020,110-08547,20918
2020,110-08549,6942
2020,110-08554,7373
2020,110-08555,5820
2020,110-08556,4502
2020,110-08557,3314
2020,110-08558,2990
2020,110-08559,2734
2020,110-08560,2819
2020,110-08563,5952
2020,110-08564,4658
2020,110-08565,2456
2020,110-08566,614
2020,110-08567,618
2020,110-08568,1028
2020,110-08569,1483
2020,110-08570,233
2020,110-08571,263
2020,110-08572,341
2020,110-08576,3240
2020,110-08577,2996
2020,110-08578,3656
2020,110-08579,1848
2020,110-08580,1438
2020,110-08582,1134
2020,110-08583,1021
2020,110-08584,854
2020,110-08585,702
2020,110-08586,218
2020,110-08587,193
2020,110-08588,234
2020,110-08589,251
2020,110-08590,316
2020,110-08591,3810
2020,110-08593,8349
2020,110-08594,9638
2020,110-08595,10990
2020,110-08596,8652
2020,110-08598,8532
2020,110-08599,5491
2020,110-08600,5491
2020,110-08601,6368
2020,110-08602,4944
2020,110-08603,15500
2020,110-08604,6919
2020,110-08613,5885
2020,110-08669,13134
2020,110-08670,13134
2020,110-08671,12015
2020,110-08672,17392
2020,110-08673,16397
2020,110-08674,16397
2020,110-08675,15707
2020,110-08676,15710
2020,110-08677,19718
2020,110-08678,19719
2020,110-08679,19764
2020,110-08680,19764
2020,110-08688,14150
2020,110-08706,18113
2020,110-08707,14772
2020,110-08708,14772
2020,110-08709,15802
2020,110-08711,10225
2020,110-08714,3304
2020,110-08715,3290
2020,110-08716,1677
2020,110-08717,7485
2020,110-08734,19432
2020,110-08735,22209
2020,110-08736,34818
2020,110-08737,17996
2020,110-08738,11406
2020,110-08746,30232
2020,110-08747,29766
2020,110-08748,30724
2020,110-08749,22527
2020,110-08773,17286
2020,110-08774,8840
2020,110-08775,17495
2020,110-08776,12697
2020,110-08777,12332
2020,110-08778,12760
2020,110-08779,15632
2020,110-08780,14244
2020,110-08781,22376
2020,110-08782,27630
2020,110-08783,21612
2020,110-08784,16798
2020,110-08785,10278
2020,110-08786,9280
2020,110-08787,10398
2020,110-08788,10418
2020,110-08791,1148
2020,110-08793,2802
2020,110-08796,8690
2020,110-08802,25702
2020,110-08803,23630
2020,110-08804,23384
2020,110-08805,27032
2020,110-08806,21636
2020,110-08807,21685
2020,110-08808,36520
2020,110-08809,29445
2020,110-08868,5706
2020,110-08869,8347
2020,110-08871,6442
2020,110-08872,5950
2020,110-08873,6492
2020,110-08874,8004
2020,110-08875,9582
2020,110-08876,9582
2020,110-08878,4356
2020,110-08879,4562
2020,110-08880,7172
2020,110-08900,16298
2020,110-08901,15599
2020,110-08908,6579
2020,110-08918,3432
2020,110-08919,268
2020,110-08920,277
2020,110-08921,1757
2020,110-08924,702
2020,110-08972,23626
2020,110-08973,7445
2020,110-08977,5244
2020,110-08986,5943
2020,110-08987,16787
2020,110-08988,17016
2020,110-08990,5942
2020,110-08991,7446
2020,110-09024,6461
2020,110-09042,6100
2020,110-09053,6500
2020,110-09054,8395
2020,110-09055,6396
2020,110-09056,5652
2020,110-09057,4781
2020,110-09058,3406
2020,110-09059,5918
2020,110-09099,2442
2020,110-09161,7984
2020,110-09166,9200
2020,110-09167,11630
2020,110-09168,6286
2020,110-09169,6630
2020,110-09170,6934
2020,110-09171,10807
2020,110-09174,3552
2020,110-09187,10957
2020,110-09188,12569
2020,110-09189,15860
2020,110-09208,4744
2020,110-09219,7412
2020,110-09222,6257
2020,110-09225,5488
2020,110-09231,11646
2020,110-09327,2978
2020,110-09329,2928
2020,110-09330,16432
2020,110-09331,16432
2020,110-09335,26378
2020,110-09337,7588
2020,110-09338,14402
2020,110-09339,27170
2020,110-09340,14073
2020,110-09341,10776
2020,110-09342,28146
2020,110-09343,13087
2020,110-09344,15531
2020,110-09345,11662
2020,110-09346,6597
2020,110-09347,7172
2020,110-09348,8342
2020,110-09349,16062
2020,110-09350,16062
2020,110-09351,14014
2020,110-09352,12762
2020,110-09353,13380
2020,110-09354,16500
2020,110-09355,17133
2020,110-09356,21040
2020,110-09357,17164
2020,110-09358,17652
2020,110-09359,13941
2020,110-09360,13692
2020,110-09363,13042
2020,110-09372,25220
2020,110-09373,18940
2020,110-09374,13311
2020,110-09375,10620
2020,110-09376,10364
2020,110-09377,10314
2020,110-09378,12016
2020,110-09379,15623
2020,110-09380,16467
2020,110-09381,12673
2020,110-09382,11832
2020,110-09387,5300
2020,110-09394,9039
2020,110-09403,28112
2020,110-09404,28112
2020,110-09430,37768
2020,110-09431,37768
2020,110-09432,37737
2020,110-09451,22892
2020,110-09455,5282
2020,110-09470,6830
2020,110-09471,6058
2020,110-09472,8970
2020,110-09474,7316
2020,110-09475,11440
2020,110-09476,11033
2020,110-09477,12560
2020,110-09478,9268
2020,110-09479,8575
2020,110-09480,11808
2020,110-09481,9803
2020,110-09482,9872
2020,110-09483,9718
2020,110-09484,5318
2020,110-09485,5318
2020,110-09486,5322
2020,110-09487,6542
2020,110-09488,9454
2020,110-09489,13348
2020,110-09490,16863
2020,110-09491,15867
2020,110-09492,11608
2020,110-09493,8627
2020,110-09494,7719
2020,110-09495,9193
2020,110-09496,12262
2020,110-09497,12798
2020,110-09498,10206
2020,110-09499,14211
2020,110-09505,2507
2020,110-09506,2507
2020,110-09507,2507
2020,110-09508,3466
2020,110-09509,3186
2020,110-09510,4132
2020,110-09511,5700
2020,110-09512,7482
2020,110-09513,9822
2020,110-09514,27784
2020,110-09515,13741
2020,110-09516,14212
2020,110-09517,16276
2020,110-09518,13713
2020,110-09519,16029
2020,110-09520,12756
2020,110-09521,12390
2020,110-09522,10436
2020,110-09523,9194
2020,110-09524,9458
2020,110-09525,12142
2020,110-09526,7943
2020,110-09527,7152
2020,110-09528,19866
2020,110-09529,19255
2020,110-09530,19255
2020,110-09531,19186
2020,110-09532,18995
2020,110-10012,16820
2020,110-10013,18784
2020,110-10014,24084
2020,110-10015,15158
2020,110-10016,12928
2020,110-10017,15276
2020,110-10018,15110
2020,110-10019,10752
2020,110-10020,10680
2020,110-10021,19196
2020,110-10022,10760
2020,110-10023,13204
2020,110-10024,16417
2020,110-10025,16076
2020,110-10026,14032
2020,110-10027,18555
2020,110-10028,22174
2020,110-10029,22174
2020,110-10030,22174
2020,110-10031,22174
2020,110-10032,22174
2020,110-10033,22174
2020,110-10034,23852
2020,110-10035,10016
2020,110-10057,19021
2020,110-10058,22986
2020,110-10059,13180
2020,110-10060,12852
2020,110-10061,14635
2020,110-10062,18310
2020,110-10063,20866
2020,110-10064,20803
2020,110-10065,20936
2020,110-10066,20936
2020,110-10067,21907
2020,110-10076,16428
2020,110-10077,18439
2020,110-10208,7762
2020,110-10223,5878
2020,110-10225,24732
2020,110-10226,24732
2020,110-10227,11395
2020,110-10228,13589
2020,110-10229,11168
2020,110-10230,11168
2020,110-10231,13152
2020,110-10232,13154
2020,110-10233,8743
2020,110-10234,7252
2020,110-10235,5995
2020,110-10236,5995
2020,110-10237,5872
2020,110-10491,14662
2020,110-10492,15789
2020,110-10493,16486
2020,110-10587,15812
2020,110-10588,6886
2020,110-10657,26221
2020,110-10773,10768
2020,110-10784,15588
2020,110-10785,13502
2020,110-10790,11994
2020,110-10791,7626
2020,110-10792,8968
2020,110-10793,8503
2020,110-10794,8959
2020,110-10795,11958
2020,110-10796,11926
2020,110-10797,13782
2020,110-10798,16680
2020,110-10799,16082
2020,110-10800,19560
2020,110-10801,21969
2020,110-10802,30672
2020,110-10803,15925
2020,110-10804,7953
2020,110-10815,17927
2020,110-10819,14662
2020,110-10821,6823
2020,110-10822,6386
2020,110-10901,3102
2020,110-10902,2408
2020,110-10903,2408
2020,110-10904,7224
2020,110-10905,11226
2020,110-10906,6250
2020,110-10908,4740
2020,110-10909,10730
2020,110-10910,6217
2020,110-10911,7432
2020,110-10912,8354
2020,110-10918,45336
2020,110-10919,53464
2020,110-10920,55932
2020,110-10921,53896
2020,110-10922,3643
2020,110-10923,3720
2020,110-10924,2834
2020,110-10925,2864
2020,110-10926,7228
2020,110-10927,10278
2020,110-10938,11879
2020,110-10939,13992
2020,110-10943,16944
2020,110-10944,14502
2020,110-10945,12324
2020,110-10946,12142
2020,110-10947,12142
2020,110-10948,12037
2020,110-10949,12037
2020,110-10950,3958
2020,110-10951,3958
2020,110-11026,25298
2020,110-11027,21435
2020,110-13175,21719
2020,110-13176,17364
2020,110-13177,14079
2020,110-13183,14896
2020,110-13184,14896
2020,110-13640,7946
2020,110-13641,7946
2020,110-13643,6947
2020,110-13644,6421
2020,110-13645,6153
2020,110-13646,6770
2020,110-13647,9295
2020,110-13648,12212
2020,110-13705,14447
2020,110-13706,13865
2020,110-13825,5616
2020,110-13826,5504
2020,110-13827,4456
2020,110-13840,16560
2020,110-13851,17560
2020,110-13852,19104
2020,110-13853,19102
2020,110-13854,18503
2020,110-13855,12898
2020,110-13856,12845
2020,110-13857,12862
2020,110-13858,10719
2020,110-13859,8076
2020,110-13860,7816
2020,110-13861,7816
2020,110-13868,9097
2020,110-13869,9781
2020,110-13884,3179
2020,110-13885,3179
2020,110-13893,4751
2020,110-13898,7527
2020,110-13899,9346
2020,110-13900,9028
2020,110-13901,5638
2020,110-13902,5192
2020,110-13903,5200
2020,110-13904,5233
2020,110-13905,8764
2020,110-13906,8764
2020,110-13907,8890
2020,110-13908,12556
2020,110-13909,12556
2020,110-13910,6332
2020,110-13911,4680
2020,110-13912,4680
2020,110-13924,8055
2020,110-13925,12382
2020,110-13926,11985
2020,110-13927,11446
2020,110-13928,13338
2020,110-13929,11950
2020,110-13930,9654
2020,110-13931,6824
2020,110-13932,5938
2020,110-13933,5926
2020,110-13934,5565
2020,110-13935,4854
2020,110-13936,1103
2020,110-13985,9092
2020,110-13986,9092
2020,110-13987,9092
2020,110-14047,2694
2020,110-14053,7989
2020,110-14063,4528
2020,110-14064,11172
2020,110-14065,11855
2020,110-14068,19686
2020,110-14070,24615
2020,110-14071,35406
2020,110-14072,29004
2020,110-14073,15996
2020,110-14074,15660
2020,110-14075,8072
2020,110-14076,10612
2020,110-14077,6159
2020,110-14078,8106
2020,110-14079,7874
2020,110-14080,3432
2020,110-14081,3343
2020,110-14082,3206
2020,110-14083,4531
2020,110-14084,9007
2020,110-14127,4207
2020,110-14128,4207
2020,110-14155,5254
2020,110-14156,4412
2020,110-14163,9452
2020,110-14164,6072
2020,110-14165,4858
2020,110-14203,10554
2020,110-14204,19580
2020,110-14205,20277
2020,110-14206,12072
2020,110-14218,10268
2020,110-14219,12042
2020,110-14220,7780
2020,110-14221,4948
2020,110-14222,5536
2020,110-14223,5186
2020,110-14224,7890
2020,110-14225,13824
2020,110-14226,16858
2020,110-14227,18932
2020,110-14228,19502
2020,110-14229,19891
2020,110-14230,16664
2020,110-14231,16979
2020,110-14232,18087
2020,110-14233,13480
2020,110-14234,13090
2020,110-14235,11528
2020,110-14236,14805
2020,110-14237,12689
2020,110-14238,8170
2020,110-14239,3361
2020,110-14246,5768
2020,110-14258,19021
2020,110-14259,8296
2020,110-14260,8296
2020,110-14265,16917
2020,110-14268,16159
2020,110-14269,16174
2020,110-14270,11336
